Title	Creator	Date	Physical Description	Summary	Description	Language	Type	Subjects	Series	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/777	777	805.jp2	/p16313coll76/image/805.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/778	778	806.jp2	/p16313coll76/image/806.jp2
Louis Sheppers to Auguste Doussan, 1859 Mar. 29	Sheppers, Louis	1859-03-29	1 letter.	Baton Rouge, March 29, 1859, Louis Sheppers to Auguste Doussan in Grasse, France.  Sheppers notes, 'La demoralisation progressive de ce pays ci est vraiment faite pour d�courager d'y faire des affaires.'	Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. Louis Sheppers succeeded Antoine Doussan in managing affairs in Louisiana for Auguste Doussan and his wife Louise Perrin Doussan in the 1850s.Louis Sheppers to Auguste Doussan in Grasse, France.  Sheppers notes, that the ""gradual demoralization"" of the country is discouraging business.	French.	Text.	Sheppers, Louis; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Grasse (France)--History--19th Century; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1894	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 375	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/779	779	807.cpd	/p16313coll76/image/807.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/780	780	808.jp2	/p16313coll76/image/808.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/781	781	809.jp2	/p16313coll76/image/809.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/782	782	810.jp2	/p16313coll76/image/810.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/783	783	811.jp2	/p16313coll76/image/811.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/784	784	812.jp2	/p16313coll76/image/812.jp2
Madame Louise Doussan en Compte avec H.M. Favrot, 1869 Dec. 31	Favrot, H.M.	1869-12-31	1 letter.	Baton Rouge, December 31, 1869, 'Madame Louise Doussan en Compte avec H.M. Favrot, Son Agent.'	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by H.M. Farvrot.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.; Baton Rouge (La.)--History--19th Century	II. Financial Papers, 1842-1906	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 387	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/785	785	813.cpd	/p16313coll76/image/813.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/786	786	814.jp2	/p16313coll76/image/814.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/787	787	815.jp2	/p16313coll76/image/815.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/788	788	816.jp2	/p16313coll76/image/816.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/789	789	817.jp2	/p16313coll76/image/817.jp2
Madame Louise Doussan en Compte avec Son Agent H.M. Favrot, 1867 Dec. 31	Favrot, H.M.	1867-12-31	1 letter.	December 31, 1867, 'Madame Louise Doussan en Compte avec Son Agent H.M. Favrot.'  Statements from January 1867 to December 1867.	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by H.M. Farvrot from January 1867 to December 1867.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.	II. Financial Papers, 1842-1903	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 384	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/790	790	818.cpd	/p16313coll76/image/818.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/791	791	819.jp2	/p16313coll76/image/819.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/792	792	820.jp2	/p16313coll76/image/820.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/793	793	821.jp2	/p16313coll76/image/821.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/794	794	822.jp2	/p16313coll76/image/822.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/795	795	823.jp2	/p16313coll76/image/823.jp2
Page 6																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/796	796	824.jp2	/p16313coll76/image/824.jp2
Page 7																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/797	797	825.jp2	/p16313coll76/image/825.jp2
Page 8																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/798	798	826.jp2	/p16313coll76/image/826.jp2
Page 9																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/799	799	827.jp2	/p16313coll76/image/827.jp2
Page 10																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/800	800	828.jp2	/p16313coll76/image/828.jp2
Madame Louise Doussan en Compte Courant avec H.M. Favrot, 1863 Oct	Favrot, H.M.	1863-10	1 letter.	Madame Louise Doussan en Compte Courant avec H.M. Favrot, Son Agent.'  Statements from February 1861 to October 1863.	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by H.M. Farvrot from February 1861 to October 1863.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.	II. Financial Papers, 1842-1898	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 379	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/801	801	829.cpd	/p16313coll76/image/829.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/802	802	830.jp2	/p16313coll76/image/830.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/803	803	831.jp2	/p16313coll76/image/831.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/804	804	832.jp2	/p16313coll76/image/832.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/805	805	833.jp2	/p16313coll76/image/833.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/806	806	834.jp2	/p16313coll76/image/834.jp2
Madame Louise Doussan en Compte Courant avec H.M. Favrot, 1866 Dec. 31	Favrot, H.M.	1866-12-31	1 letter.	December 31, 1866, 'Madame Louise Doussan en Compte Courant avec H.M. Favrot, Son Agent.'  Statements from January 1866 to December 1866.	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by H.M. Favrot from January 1866 to December 1866.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.	II. Financial Papers, 1842-1901	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 382	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/807	807	835.cpd	/p16313coll76/image/835.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/808	808	836.jp2	/p16313coll76/image/836.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/809	809	837.jp2	/p16313coll76/image/837.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/810	810	838.jp2	/p16313coll76/image/838.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/811	811	839.jp2	/p16313coll76/image/839.jp2
Madame Louise Doussan en Compte Courant avec H.M. Favrot, 1869 Dec. 31	Favrot, H.M.	1869-12-31	1 letter.	December 31, 1869, 'Madame Louise Doussan en Compte Courant avec H.M. Favrot, Son Agent.'  Statements from January 1868 to December 1868.	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by H.M. Farvrot from January 1868 to December 1868.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.	II. Financial Papers, 1842-1905	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 386	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/812	812	840.cpd	/p16313coll76/image/840.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/813	813	841.jp2	/p16313coll76/image/841.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/814	814	842.jp2	/p16313coll76/image/842.jp2
Madame Louise Doussan en Compte Courant avec Louis Sheppers, 1857 Mar. 1	Sheppers, Louis	1857-03-01	1 letter.	March 1, 1857, 'Madame Louise Doussan en Compte Courant avec Louis Sheppers Son Agent à la Louisiane.'  Statements from March 1856 to March 1857. 	Letter includes financial statements for Louise Doussan from March 1856 to March 1857.	French.	Text.	Doussan, Louise Perrin; Sheppers, Louis; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1888	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 369	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/815	815	843.cpd	/p16313coll76/image/843.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/816	816	844.jp2	/p16313coll76/image/844.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/817	817	845.jp2	/p16313coll76/image/845.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/818	818	846.jp2	/p16313coll76/image/846.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/819	819	847.jp2	/p16313coll76/image/847.jp2
Madame Louise Doussan en Compte Courant avec Son Agent, H.M. Favrot, 1865 Dec. 31	Favrot, H.M.	1865-12-31	1 letter.	December 31, 1865, 'Madame Louise Doussan en Compte Courant avec Son Agent, H.M. Favrot.'  Statements from October 1863 to December 1865.	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by H.M. Favrot from October 1865 to December 1865.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.	II. Financial Papers, 1842-1900	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 381	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/820	820	848.cpd	/p16313coll76/image/848.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/821	821	849.jp2	/p16313coll76/image/849.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/822	822	850.jp2	/p16313coll76/image/850.jp2
Madame Louise Doussan Son Compte avec H.M. Favrot, 1871 Dec. 31	Favrot, H.M.	1871-12-31	1 letter.	December 31, 1871, 'Madame Louise Doussan Son Compte avec H.M. Favrot, Son Agent.'  Statements from January 1871 to December 1871.	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by  H.M. Favrot from January 1871 to December 1871.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.	II. Financial Papers, 1842-1911	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 392	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/823	823	851.cpd	/p16313coll76/image/851.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/824	824	852.jp2	/p16313coll76/image/852.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/825	825	853.jp2	/p16313coll76/image/853.jp2
Monsieur Auguste Doussan de Grasse en Compte Courant avec Louis Sheppers, 1855 June 6	Sheppers, Louis	1855-06-06	1 letter.	Baton Rouge, June 6, 1855, 'Monsieur Auguste Doussan de Grasse en Compte Courant avec Louis Sheppers, Son Agent à la Louisiane.'  Statements from May 1854 to May 1855.	Auguste Doussan was the younger brother of Antoine Doussan.  He practiced medicine in Grasse, France, and married Louise Perrin, who was a relative of the Allain family of Louisiana. Included are financial statements for Auguste Doussan from May 1854 to May 1855.	French.	Text.	Sheppers, Louis; Doussan, Auguste Alexandre; Baton Rouge (La.)--History--19th Century; Grasse (France)--History--19th Century; Louisiana--Economic Conditions--19th Century	II. Financial Papers, 1842-1887	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 368	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the &quot;&quot;Item number&quot;&quot; or &quot;&quot;Item URL&quot;&quot; in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/826	826	854.cpd	/p16313coll76/image/854.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/827	827	855.jp2	/p16313coll76/image/855.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/828	828	856.jp2	/p16313coll76/image/856.jp2
Statement for May 13, 1845		1845-05-13	1 document.	Statement for May 13, 1845	Statement for May 13, 1845	French.	Text.		II. Financial Papers, 1842-1876	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 357	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/829	829	857.cpd	/p16313coll76/image/857.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/830	830	858.jp2	/p16313coll76/image/858.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/831	831	859.jp2	/p16313coll76/image/859.jp2
Valeurs de Dame Louise Doussan entre les Mains de H.M. Favrot, 1866 Dec. 31	Favrot, H.M.	1866-12-31	1 letter.	December 31, 1866, 'Valeurs de Dame Louise Doussan entre les Mains de H.M. Favrot.'	A Civil War veteran and local public official in West Baton Rouge Parish, H.M. (Henri Mortimer) Favrot was the son of Augustine Eulalie Duplantier and Louis Favrot.  A cousin of Louise Perrin Doussan, H.M. Favrot managed her interests in Louisiana beginning in the 1860s. Letter contains financial statements for Louise Doussan's assets managed by H.M. Favrot.	French.	Text.	Doussan, Louise Perrin; Favrot, H.M.	II. Financial Papers, 1842-1902	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	http://www.lib.lsu.edu/special/findaid/4800.pdf	U: 383	Doussan Family Papers, Mss. 4800, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana.	Physical rights are retained by the LSU Libraries. Copyright has expired and the item  is therefore in the public domain.  Permission to reproduce this image must be  requested through the Special Collections Division, Louisiana State University  Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the ""Item number"" or ""Item URL"" in your request.	Jpeg2000	Images digitized using a Epson Flatbed Scanner 110000XL and converted from tiff to jpeg2000 with Photoshop software.	See 'reference url' on the navigation bar.			2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/832	832	860.cpd	/p16313coll76/image/860.cpd
Page 1																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/833	833	861.jp2	/p16313coll76/image/861.jp2
Page 2																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/834	834	862.jp2	/p16313coll76/image/862.jp2
Page 3																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/835	835	863.jp2	/p16313coll76/image/863.jp2
Page 4																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/836	836	864.jp2	/p16313coll76/image/864.jp2
Page 5																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/837	837	865.jp2	/p16313coll76/image/865.jp2
Page 6																					2015-01-30	2015-01-30	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll76/id/838	838	866.jp2	/p16313coll76/image/866.jp2
