Title	Date	Caption/Description	Notes	Format	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name	Source	Type	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Pecan Island Quadrangle, N.E. Quarter, LA, 1932	1932	Planimetric map of Pecan Island Quadrangle, N.E. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Pecan Island Quadrangle, N.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/174	174	175.jp2	/p15140coll35/image/175.jp2
Pass du Bois Quadrangle, LA, 1935	1935	Planimetric map of Pass du Bois Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   Pass du Bois Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/175	175	176.jp2	/p15140coll35/image/176.jp2
Pecan Island Quadrangle, N.W. Quarter, LA, 1932	1932	Planimetric map of Pecan Island Quadrangle, N.W. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Pecan Island Quadrangle, N.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/176	176	177.jp2	/p15140coll35/image/177.jp2
Pecan Island Quadrangle, S.E. Quarter, LA, 1932	1932	Planimetric map of Pecan Island Quadrangle, S.E. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Pecan Island Quadrangle, S.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/177	177	178.jp2	/p15140coll35/image/178.jp2
Pecan Island Quadrangle, S.W. Quarter, LA, 1932	1932	Planimetric map of Pecan Island Quadrangle, S.W. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Pecan Island Quadrangle, S.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/178	178	179.jp2	/p15140coll35/image/179.jp2
Pelican Pass Quadrangle, LA, 1935	1935	Planimetric map of Pelican Pass Quadrangle, Lafourche and Terrebonne Parishes, LA, 1935.		TIF	U.S. Geological Survey.   Pelican Pass Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Lafourche Parish (La.)--Maps, Topographic, Terrebonne Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/179	179	180.jp2	/p15140coll35/image/180.jp2
Petite Amite River Quadrangle, LA, 1935	1935	Planimetric map of Petite Amite River Quadrangle, Ascension and St. James Parishes, LA, 1935.		TIF	U.S. Geological Survey.   Petite Amite River Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Ascension Parish (La.)--Maps, Topographic, Saint James Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/180	180	181.jp2	/p15140coll35/image/181.jp2
Peveto Beach Quadrangle, LA, 1935	1935	Planimetric map of Peveto Beach Quadrangle, Cameron Parish, LA, 1935.		TIF	U.S. Geological Survey.   Peveto Beach Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Reineck, R. H.	Smith, Glenn S. (Glenn Shepard), Cameron Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/181	181	182.jp2	/p15140coll35/image/182.jp2
Phoenix Lake Quadrangle, LA, 1932	1932	Planimetric map of Phoenix Lake Quadrangle, LA, 1932.		TIF	U.S. Geological Survey.   Phoenix Lake Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Louisiana--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/182	182	183.jp2	/p15140coll35/image/183.jp2
Point a la Hache Quadrangle, LA, 1935	1935	Planimetric map of Point a la Hache Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   Point a la Hache Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/183	183	184.jp2	/p15140coll35/image/184.jp2
Port Arthur Quadrangle, N.E. Quarter, LA, 1932	1932	Planimetric map of Port Arthur Quadrangle, N.E. Quarter, Cameron Parish, LA, 1932.		TIF	U.S. Geological Survey.   Port Arthur Quadrangle, N.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Cameron Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/184	184	185.jp2	/p15140coll35/image/185.jp2
Port Arthur Quadrangle, S.W. Quarter, LA, 1932	1932	Planimetric map of Port Arthur Quadrangle, S.W. Quarter, Cameron Parish, LA, 1932.		TIF	U.S. Geological Survey.   Port Arthur Quadrangle, S.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Cameron Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/185	185	186.jp2	/p15140coll35/image/186.jp2
Proctor Point Quadrangle, LA, 1935	1935	Planimetric map of Proctor Point Quadrangle, St. Bernard Parish, LA, 1935.		TIF	U.S. Geological Survey.   Proctor Point Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Saint Bernard Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/186	186	187.jp2	/p15140coll35/image/187.jp2
Rayne Quadrangle, LA, 1933	1933	Planimetric map of Rayne Quadrangle, Acadia Parish, LA, 1933.		TIF	U.S. Geological Survey.   Rayne Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1933.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Acadia Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/187	187	188.jp2	/p15140coll35/image/188.jp2
Port Sulphur Quadrangle, LA, 1935	1935	Planimetric map of Port Sulphur Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   Port Sulphur Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/188	188	189.jp2	/p15140coll35/image/189.jp2
Redfish Point Quadrangle, N.W. Quarter, LA, 1932	1932	Planimetric map of Redfish Point Quadrangle, N.W. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Redfish Point Quadrangle, N.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/189	189	190.jp2	/p15140coll35/image/190.jp2
Redfish Point Quadrangle, N.E. Quarter, LA, 1932	1932	Planimetric map of Redfish Point Quadrangle, N.E. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Redfish Point Quadrangle, N.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/190	190	191.jp2	/p15140coll35/image/191.jp2
Redfish Point Quadrangle, S.E. Quarter, LA, 1932	1932	Planimetric map of Redfish Point Quadrangle, S.E. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Redfish Point Quadrangle, S.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/191	191	192.jp2	/p15140coll35/image/192.jp2
Redfish Point Quadrangle, S.W. Quarter, LA, 1932	1932	Planimetric map of Redfish Point Quadrangle, S.W. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Redfish Point Quadrangle, S.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/192	192	193.jp2	/p15140coll35/image/193.jp2
Rigolets Quadrangle, LA, 1935	1935	Planimetric map of Rigolets Quadrangle, Orleans and St. Tammany Parishes, LA, 1935.		TIF	U.S. Geological Survey.   Rigolets Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Orleans Parish (La.)--Maps, Topographic, Saint Tammany Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/193	193	194.jp2	/p15140coll35/image/194.jp2
Ruddock Quadrangle, LA, 1936	1936	Planimetric map of Ruddock Quadrangle, St. John the Baptist Parish, LA, 1936.		TIF	U.S. Geological Survey.   Ruddock Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1936.	Parker, S.L.	Saint John the Baptist Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/194	194	195.jp2	/p15140coll35/image/195.jp2
Schooner Bayou Quadrangle, N.W. Quarter, LA, 1932	1932	Planimetric map of Schooner Bayou  Quadrangle, N.W. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Schooner Bay Quadrangle, N.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/195	195	196.jp2	/p15140coll35/image/196.jp2
Schooner Bayou Quadrangle, N.E. Quarter, LA, 1932	1932	Planimetric map of Schooner Bayou Quadrangle, N.E. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Schooner Bay Quadrangle, N.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/196	196	197.jp2	/p15140coll35/image/197.jp2
Schooner Bayou Quadrangle, S.W. Quarter, LA, 1932	1932	Planimetric map of Schooner Bayou Quadrangle, S.W. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Schooner Bay Quadrangle, S.W. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/197	197	198.jp2	/p15140coll35/image/198.jp2
Schooner Bayou Quadrangle, S.E. Quarter, LA, 1932	1932	Planimetric map of Schooner Bayou Quadrangle, S.E. Quarter, Vermilion Parish, LA, 1932.		TIF	U.S. Geological Survey.   Schooner Bay Quadrangle, S.E. Quarter. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1932.	Smith, Glenn S. (Glenn Shepard)	Smith, Glenn S. (Glenn Shepard), Vermilion Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/198	198	199.jp2	/p15140coll35/image/199.jp2
South Pass Quadrangle, LA, 1935	1935	Planimetric map of South Pass Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   South Pass Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/199	199	200.jp2	/p15140coll35/image/200.jp2
South Point Quadrangle, LA, 1935	1935	Planimetric map of South Point Quadrangle, Plaquemines Parish, LA, 1935.		TIF	U.S. Geological Survey.   South Point Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/200	200	201.jp2	/p15140coll35/image/201.jp2
Sorrento Quadrangle, LA, 1935	1935	Planimetric map of Sorrento Quadrangle, Livingston, Ascension and St. James Parishes, LA, 1935.		TIF	U.S. Geological Survey.   Sorrento Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Livingston Parish (La.)--Maps, Topographic, Ascension Parish (La.)--Maps, Topographic, Saint James Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/201	201	202.jp2	/p15140coll35/image/202.jp2
Southwest Pass Quadrangle, LA, 1935	1935	Planimetric map of Southwest Pass Quadrangle, LA, Plaquemines Parish, 1935.		TIF	U.S. Geological Survey.   Southwest Pass Quadrangle. 1:31,660. 7.5-Minute Series. Washington, DC: USGS, 1935.	Smith, Glenn S. (Glenn Shepard)	Plaquemines Parish (La.)--Maps, Topographic	Maps-Topographic		Geological Survey (U.S.)	Map Images Courtesy of the Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences.  Louisiana State University.  Further reproduction by any means is not permitted, See contact and ordering information.	Cartographic Information Center, Department of Geography & Anthropology, College of Humanities and Social Sciences, Louisiana State University.	Visit the Cartographic Information Center website, http://www.cic.lsu.edu/access.htm.																						2010-11-29	2010-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll35/id/202	202	203.jp2	/p15140coll35/image/203.jp2
