Title	Compound	Photographer	Notes	Biographical Information	Description	Type	Date	Original Format/Size	Subject(s)	Geographic Focus	Collection Name	Box	Folder	Series	Sub-series	Digital Format	Digital Reproduction Information	Repository	Dates	Item Number	Related Items	Restrictions	Cataloger	Contact and Ordering Information	Cataloged date	Item URL	OCR	Cite As	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Page 39					Page 39 of the album includes two photographs.; Photograph 1 shows a fruit tree believed to be Japanese Persimmons.; Photograph 2 shows a fruit tree [probably peaches or persimmons] in the foreground.  A man with suspenders stands behind the tree.				Agriculture--Louisiana.; Fruit trees.; Persimmon.; County agricultural agents--Louisiana.; Suspenders.; Hat.												Compare Photograph 1 to the following publication.  Burnette, F.H. (1907, December) Japanese Persimmons. Louisiana Bulletin, No. 99, pp. 1-23.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3787	3787	4071.jpg	Volume167/LSUAgExt076_Page 39.jpg	/LSU_UAP/image/4071.jpg
Page 40					Page 40 of the album includes three photographs.; Photograph 1 shows rows of various crops.; Photograph 2 shows a man in overalls standing between rows of tall crops illustrating the scale of growth.; Photograph 3 shows trees beside obscured buildings.				Crops.; Trees.; Farmers.; Overalls.; Agriculture--Louisiana.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3788	3788	4072.jpg	Volume167/LSUAgExt077_Page 40.jpg	/LSU_UAP/image/4072.jpg
Page 41					Page 41 of the album includes three photographs.; Photograph 1 shows bushel barrels loaded with potatoes.  A wooden folding ruler is used to illustrate scale.; Photograph 2 shows a bushel barrel loaded with globe or bur artichokes.; Photograph 3 shows potatoes stacked high on a plate.				Farm produce.; Agriculture--Louisiana.; Potatoes.; Artichokes.; Crates.												Photograph 2 was published in the following journal.  Kelley, E.B, Powell, O. & Tiebout, G.L. (1914, July) The Vegetable Garden. University Bulletin, Vol. 5, N.S. (No. 7), p.13.  Photograph is captioned, "Globe or Bur Artichokes."										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3789	3789	4073.jpg	Volume167/LSUAgExt078_Page 41.jpg	/LSU_UAP/image/4073.jpg
Page 42					Page 42 of the album includes two photographs.; Photograph 1 shows mature cotton crops in the field ready for harvest.; Photograph 2 shows a man in a striped shirt and suspenders picking cotton, additional men and women work the fields in the background.				Cotton.; Cotton Farmers.; Cotton picking.; Harvesting.; Farm produce.; Agriculture--Louisiana.; Suspenders.; Hat.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3790	3790	4074.jpg	Volume167/LSUAgExt079_Page 42.jpg	/LSU_UAP/image/4074.jpg
Page 43					Page 43 of the album includes three photographs.; Photograph 1 shows pint baskets of brussels sprouts loaded in a packing crate.  A tape measure is used to denote scale.; Photograph 2 shows bushel and pint baskets of brussels sprouts in a packing crate alongside two uprooted brussels sprout plants.; Photograph 3 shows a bushel basket of brussels sprouts with a tape measure used to illustrate scale.				Brussels sprouts.; Farm produce.; Agriculture--Louisiana.; Crates.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3791	3791	4075.jpg	Volume167/LSUAgExt080_Page 43.jpg	/LSU_UAP/image/4075.jpg
Page 44					Page 44 of the album includes three photographs.; Photograph 1 shows harvested crops [probably shocks of rice] in stacks left out to dry.  Four men stand in the field, while two other men drive a horse-drawn harvester in the background.; Photograph 2 shows a field dotted with harvested crop stacks [probable shocks of rice] left out to dry.  Several houses and buildings are shown in the background.; Photograph 3 shows two men riding a harvester in probable rice field.  Farmhouses and barns are shown in the background.				Farmers.; Horses.; Rice--Drying.; Crops.; Agriculture--Louisiana.; Farmhouses.; Harvesting machinery.; Rice.												Compare Photographs 1-3 to the following publication.  Stubbs, W.C. (1900) Rice. Louisiana Bulletin, No. 61, pp. 371-436.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3792	3792	4076.jpg	Volume167/LSUAgExt081_Page 44.jpg	/LSU_UAP/image/4076.jpg
Page 45					Page 45 of the album includes two photographs.; Photo 1 [165] shows LSU cadets participating in an outside demonstration for probable veterinary studies class.  Instruction concerning a cow is given by Dr. W.H. Dalrymple.; Photo 2 [156] shows a horse-drawn wagon hauling a large tree section chained to the flatbed.  One man drives the team, another man tends to the wagon load.				Louisiana State University and Agricultural and Mechanical College. University College.; College buildings.; Military cadets.; College students.; Dalrymple, W. H. (William Haddock), 1856-1925.; Cows.; Teaching demonstrations.; Livestock.; Agriculture--Louisiana.; Wagons.; Wood products.; Lumber--Transportation.												Photograph of W.H. Dalrymple (approx. 1916).  Retrieved August 4, 2014, from http://www.louisianadigitallibrary.org/cdm/singleitem/collection/LSU_UAP/id/2365/rec/111										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3793	3793	4077.jpg	Volume167/LSUAgExt082_Page 45.jpg	/LSU_UAP/image/4077.jpg
Page 46					Photograph on Page 46 shows several men processing harvested crops in front of large silo [probably sugarcane].				Silos.; Farmers.; Harvesting.; Agriculture--Louisiana.; Farm machinery.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3794	3794	4078.jpg	Volume167/LSUAgExt083_Page 46.jpg	/LSU_UAP/image/4078.jpg
Page 47					Photograph on Page 47 shows stalks in a corn field.				Corn.; Crops.; Agriculture--Louisiana.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3795	3795	4079.jpg	Volume167/LSUAgExt084_Page 47.jpg	/LSU_UAP/image/4079.jpg
Page 48					Photograph on Page 48 shows an extensive corn field. A man shown out of focus stands between the rows with a barn in the background behind him.				Corn.; Crops.; Agriculture--Louisiana.; Barns.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3796	3796	4080.jpg	Volume167/LSUAgExt085_Page 48.jpg	/LSU_UAP/image/4080.jpg
Page 49					Photograph on Page 49 shows an exhibition of the Boy�s Pig Club at the Louisiana State Fair in Shreveport.  Show pigs occupy rows of stock pens inside a large pavilion where well-dressed spectators view the exhibits.				Pigs.; Agriculture--Louisiana.; Boys.; Men.; Women.; Livestock exhibitions.; Swine--Housing.; Hats.; Suits (clothing); Livestock.; Shreveport (La.)												Alternate view of this photograph found on Page 50, image 246.; Compare photograph to the following publication.  Balis, W.H.  (1914, March) Pig Clubs in Louisiana. University Bulletin, Vol. 5, N.S. (No. 3), pp. 1-15.  Retrieved August 4, 2014, from https://archive.org/stream/pigclubsinlouisi00loui#page/1/mode/2up										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3797	3797	4081.jpg	Volume167/LSUAgExt086_Page 49.jpg	/LSU_UAP/image/4081.jpg
Page 50					Photograph on Page 50 shows an exhibition of the Boy's Pig Club at the Louisiana State Fair in Shreveport.  Show pigs occupy rows of stock pens inside a large pavilion where well-dressed spectators view the exhibits.				Pigs.; Agriculture--Louisiana.; Boys.; Men.; Women.; Livestock exhibitions.; Swine--Housing.; Hats.; Suits (clothing); Livestock.; Shreveport (La.)												Alternate view of this photograph found on Page 49, image 247.; Compare photograph to the following publication.  Balis, W.H.  (1914, March) Pig Clubs in Louisiana. University Bulletin, Vol. 5, N.S. (No. 3), pp. 1-15.  Retrieved August 4, 2014, from https://archive.org/stream/pigclubsinlouisi00loui#page/1/mode/2up										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3798	3798	4082.jpg	Volume167/LSUAgExt087_Page 50.jpg	/LSU_UAP/image/4082.jpg
Page 51					Page 51 of the album includes five photographs.; Photograph 1 [241] shows a pig tied down to a table, where man tends to the pig's tail.; Photograph 2 [242] shows two pigs surrounded by men in suits and hats.  In the background stands a brick building on the Louisiana State Fair Grounds in Shreveport.; Photograph 3 [243] shows a pig in profile on a white background.; Photograph 4 [244] shows a pig in a wire constructed pen.; Photograph 5 [245] shows pigs grazing in a field or yard with wooden crates in the background.				Pigs.; Agriculture--Louisiana.; Boys.; Men.; Livestock exhibitions.; Swine--Housing.; Hats.; Suits (clothing); Livestock.; Shreveport (La.)																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3799	3799	4083.jpg	Volume167/LSUAgExt088_Page 51.jpg	/LSU_UAP/image/4083.jpg
Page 52					Page 52 of the album includes four photographs.; Photograph 1 [237] shows three pigs in a wooden pen.  Spectators in suits and hats stand behind the fence.; Photograph 2 [238] shows four pigs in the corner of a pen.  Spectators stand behind the fence.; Photograph 3 [239] shows a large pig in a wooden pen.  "Announcement! John Deere Buggies" flyer nailed to the inside of the wooden pen.; Photograph 4 [240] shows a large pig standing in profile with spectators gathered behind.				Pigs.; Agriculture--Louisiana.; Boys.; Men.; Livestock exhibitions.; Swine--Housing.; Hats.; Suits (clothing); Livestock.; Shreveport (La.)												All photographs probably taken at the Louisiana State Fair in Shreveport.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3800	3800	4084.jpg	Volume167/LSUAgExt089_Page 52.jpg	/LSU_UAP/image/4084.jpg
Page 53					Page 53 of the album includes three photographs.; Photograph 1 [234] shows a horse exhibited in profile by a man in a suit and hat.  Fairground stables in the background.; Photograph 2 [235] shows a horse exhibited in 3/4 view by a man in a suit and hat.  Fairground stables in the background.; Photograph 3 [236] shows a horse exhibited in profile by a man in a suit and hat.  Building with signage in the background.				Horses.; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Stables.; Hats.; Suits (clothing); Livestock.												All photographs probably taken at the Louisiana State Fair in Shreveport.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3801	3801	4085.jpg	Volume167/LSUAgExt090_Page 53.jpg	/LSU_UAP/image/4085.jpg
Page 54					Page 54 of the album includes three photographs.; Photograph 1 [231] shows two horses exhibited by two men surrounded by a crowd of spectators.  Automobiles and stables shown in the background.; Photograph 2 [232] shows a horse exhibited in profile by a man in a suit and hat.  Wooden fence and wagon shown in the background.; Photograph 3 [233] shows a horse with ribbons exhibited by a man with suspenders and hat.  A stable shown in the background.				Horses.; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Stables.; Hats.; Suits (clothing); Livestock.												All photographs probably taken at the Louisiana State Fair in Shreveport.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3802	3802	4086.jpg	Volume167/LSUAgExt091_Page 54.jpg	/LSU_UAP/image/4086.jpg
Page 55					Page 55 of the album includes four photographs.; Photograph 1 [227] shows a horse exhibited in profile facing right.  Spectators and stables shown in the background.; Photograph 2 [228] shows a horse exhibited in profile facing left.  Man in a suit and tie stands directly behind the horse.  Stables and a wagon shown in the background.; Photograph 3 [229] shows a horse with ribbons exhibited in profile facing right.  Stables and spectators shown in the background.; Photograph 4 [230] shows a burrow or mule exhibited in profile facing left.  Stables shown in the background.				Horses.; Mules,; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Stables.; Hats.; Suits (clothing); Livestock.												All photographs probably taken at the Louisiana State Fair in Shreveport.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3803	3803	4087.jpg	Volume167/LSUAgExt092_Page 55.jpg	/LSU_UAP/image/4087.jpg
Page 56					Photograph on Page 56 shows a crowd of LSU cadets, among several men and women gathered around a horse on campus.  Dr. W.H. Dalrymple stands next to the horse with his hand extended. [Probably image of Farmers� Demonstration Conference.]				Louisiana State University and Agricultural and Mechanical College. University College.; College buildings.; Military cadets.; Dalrymple, W. H. (William Haddock), 1856-1925.; Horses.; Teaching demonstrations.; Livestock.; Agriculture--Louisiana.; College students.												Photograph of W.H. Dalrymple (approx. 1916).  Retrieved August 4, 2014, from http://www.louisianadigitallibrary.org/cdm/singleitem/collection/LSU_UAP/id/2365/rec/111										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3804	3804	4088.jpg	Volume167/LSUAgExt093_Page 56.jpg	/LSU_UAP/image/4088.jpg
Page 57					Page 57 of the album includes three photographs.; Photograph 1 [223] shows a Dairy Show at the Louisiana State Fair in Shreveport. Grandstand and racetrack shown in the background.; Photograph 2 [224] shows cattle seated in a fenced stockyard.  Farm buildings and trees shown in the background.; Photograph 3 [225] shows cattle in fenced stockyard.  There is a tree trunk in foreground, and a barn and silo in background.				Cows.; Cattle.; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Stables.; Hats.; Suits (clothing); Farms.; Wooden fences.; Livestock.; Shreveport (La.)																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3805	3805	4089.jpg	Volume167/LSUAgExt094_Page 57.jpg	/LSU_UAP/image/4089.jpg
Page 58					Page 58 of the album includes three photographs.; Photograph 1 [220] shows four cattle tied to wooden fence posts.; Photograph 2 [221] shows a bull surrounded by LSU cadets with notebooks in a fenced yard with crops in background. Dr. W.H. Dalrymple stands behind the cow.; Photograph 3 [222] shows several cattle in a fenced yard.  Two men and buildings are shown directly behind them [probable Experiment Station].				Louisiana State University and Agricultural and Mechanical College. University College.; College buildings.; Military cadets.; Dalrymple, W. H. (William Haddock), 1856-1925.; Cows.; Cattle.; Teaching demonstrations.; Livestock.; Agriculture--Louisiana.; College students.												Photograph of W.H. Dalrymple (approx. 1916).    Retrieved August 4, 2014, from http://www.louisianadigitallibrary.org/cdm/singleitem/collection/LSU_UAP/id/2365/rec/111										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3806	3806	4090.jpg	Volume167/LSUAgExt095_Page 58.jpg	/LSU_UAP/image/4090.jpg
Page 59					Page 59 of the album includes four photographs.; Photograph 1 [216] shows a black and white bull exhibited in 3/4 view facing right.  Stables shown in the background.; Photograph 2 [217] shows a black and white bull exhibited in profile facing left.  Stables shown in the background.; Photograph 3 [218] shows a bull exhibited in profile facing right.  A man in a suit and hat stands behind the bull.; Photograph 4 [219] shows a bull exhibited in profile facing left.  Stables shown in the background.				Cattle.; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Stables.; Hats.; Suits (clothing); Livestock.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3807	3807	4091.jpg	Volume167/LSUAgExt096_Page 59.jpg	/LSU_UAP/image/4091.jpg
Page 60					Page 60 of the album includes four photographs.; Photograph 1 [212] shows a black and white bull with curly hair exhibited in profile facing right.  A man wearing a flat cap stands beside him.; Photograph 2 [213] shows a bull exhibited in profile facing left.  Stables shown in the background.; Photograph 3 [214] shows a black and white bull exhibited in profile facing right.  A boy in suspenders and hat stands beside him.; Photograph 4 [215] shows a black and white bull, and calf exhibited with a crowd of spectators in the background.				Cattle.; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Hats.; Suits (clothing); Livestock.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3808	3808	4092.jpg	Volume167/LSUAgExt097_Page 60.jpg	/LSU_UAP/image/4092.jpg
Page 61					Page 61 of the album includes two photographs.; Photograph 1 [210] shows a large pile of stripped cow carcasses in a farmyard.  Two young boys stand beside the carcasses, while a man stands on the platform of a building in the background.; Photograph 2 [211] shows a probable cattle chute.				Farm buildings.; Animal carcasses.; Bones.; Boys.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3809	3809	4093.jpg	Volume167/LSUAgExt098_Page 61.jpg	/LSU_UAP/image/4093.jpg
Page 62					Page 62 of the album includes three photographs.; Photograph 1 [207] shows a bull exhibited in profile facing left.  Stables shown in the background.; Photograph 2 [208] shows a cow exhibited in profile facing left with a chained tag looped around its horns.  Three men and stables are shown in the background.; Photograph 3 [209] shows a black and white cow exhibited in profile facing left.  A boy in a suit and flat cap stands presenting the cow.  Stables shown in the background.				Cattle.; Cows.; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Hats.; Suits (clothing); Livestock.												All photographs probably taken at the Louisiana State Fair in Shreveport.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3810	3810	4094.jpg	Volume167/LSUAgExt099_Page 62.jpg	/LSU_UAP/image/4094.jpg
Page 63					Page 63 of the album includes three photographs.; Photograph 1 [187] shows pigs at a trough.  Crowds of men in suits stand in the background [probably Louisiana State Fair].; Photograph 2 [188] shows pigs in a wire pen moving towards a man standing in the background.; Photograph 3 [189] shows pigs gathered at a trough on the Fairgrounds.  A crowd is gathered behind them with the stock pavilion in the background [probably Louisiana State Fair].				Pigs.; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Swine--Housing.; Hats.; Suits (clothing); Livestock.; Farms.												Photograph 2 [188] is the same photograph found on Page 23, image 114.  Similar photographs found on Pages 23 and 66.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3811	3811	4095.jpg	Volume167/LSUAgExt100_Page 63.jpg	/LSU_UAP/image/4095.jpg
Page 64					Page 64 of the album includes three photographs.; Photograph 1 [184] shows a panoramic photograph of pigs grazing in a field.  Three men herding pigs with rolling pastures in the background.; Photograph 2 [185] shows removed organs with evidence of hog cholera/swine typhoid.  Probably from North Louisiana Research Station at Calhoun.; Photograph 3 [186] shows removed organs with evidence of hog cholera/swine typhoid.  Probably from North Louisiana Research Station at Calhoun.				Pigs.; Agriculture--Louisiana.; Men.; Livestock.; Farms.; Grazing.; Organs (Anatomy); Classical swine fever.; Agriculture--Louisiana.; Agricultural experiment stations.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3812	3812	4096.jpg	Volume167/LSUAgExt101_Page 64.jpg	/LSU_UAP/image/4096.jpg
Page 65					Page 65 of the album includes five photographs.; Photograph 1 [190] shows a large pig exhibited by a boy in a suit and hat kneeling beside his pig.  Probable Boy's Pig Club member.  Buildings and silos shown in the background [probably Louisiana State Fair].; Photograph 2 [21] shows several spotted razorback piglets in a wooden pen.; Photograph 3 [191] shows three large pigs in a farm stockyard.; Photograph 4 [192] shows a pig in profile facing right with a wooden fence in the background.; Photograph 5 [193] shows a boy in suit and flat cap standing behind a pig.  Probable Boy's Pig Club member.  Buildings and silo shown in the background [probably Louisiana State Fair].				Pigs.; Agriculture--Louisiana.; Boys.; Livestock exhibitions.; Swine--Housing.; Hats.; Suits (clothing); Livestock.; Farms.; Silos.												Compare Photograph 2 to the following publication.  Dalrymple, W.H. (1915, June) Breed of Hogs. Extension Circular, No. 3, p. 17.  Photograph is captioned, "The Razor-Back."; Photograph 5 is the same photograph found on Page 65, image 193.; Compare all photographs to the following publication.  Balis, W.H.  (1914, March) Pig Clubs in Louisiana. University Bulletin, Vol. 5, N.S. (No. 3), pp. 1-15.  Retrieved August 4, 2014, from https://archive.org/stream/pigclubsinlouisi00loui#page/1/mode/2up										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3813	3813	4097.jpg	Volume167/LSUAgExt102_Page 65.jpg	/LSU_UAP/image/4097.jpg
Page 66					Page 66 of the album includes two photographs.; Photograph 1 [111] shows muddy pigs gathered behind a wire fenced yard.  A man in overalls and hat leans over the fence throwing feed.; Photograph 2 [112] shows pigs in a wire pen with a man standing in the background.				Pigs.; Agriculture--Louisiana.; Men.; Swine--Housing.; Hats.; Overalls.; Livestock.; Farms.												Similar photographs found on Pages 23 and 63.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3814	3814	4098.jpg	Volume167/LSUAgExt103_Page 66.jpg	/LSU_UAP/image/4098.jpg
Page 67					Page 67 of the album includes three photographs.; Photograph 1 [197] shows a group of men harvesting sugarcane by hand in a field.  An additional man on horseback surveys.  [Probably Sugar Station in Audubon Park, New Orleans].; Photograph 2 [198] shows the Sugar Experiment Station at Audubon Park, New Orleans. Expansive view shows a variety of crops in small batches, while people with umbrellas walk up a dirt road for an event or gathering.  Station buildings shown in the background.; Photograph 3 [199] shows the Sugar Experiment Station at Audubon Park, New Orleans. Fabric canopy draped over newly planted sugarcane seedlings.  A man with suspenders and hat stands between the rows.  An additional man, trees and buildings shown in the background.				Audubon Sugar School.; Audubon Park (New Orleans, La.); Sugarcane.; Agriculture--Louisiana.; Agricultural experiment stations.; Seedlings.												Compare Photograph 2 to the following publication.  Coates, C.E. (1917, May) An Experiment in the Education of Chemical Engineers: The Twenty-Fifth Anniversary of the Audubon Sugar School. University Bulletin, Vol. 8, N.S. (No. 5), p.6.  Photograph is captioned, "Fig. II - General View of Plats at Experiment Station, Audubon Sugar School."; Photograph 3 was published in the following journal.  Agee, H.P. (1911, May) Sugar Cane Seedlings. Louisiana Bulletin, No. 127, p. 18.   Photograph is captioned, "Seedling Sugar Canes When First Transplanted to the Field."  Retrieved August 4, 2014, from http://books.google.com/books?id=de42AQAAIAAJ&pg=RA1-PA125&dq=Louisiana+Bulletin+No.+127+1911+Agee&hl=en&sa=X&ei=McrXU9ftF8GNyATt2IK4DQ&ved=0CC8Q6AEwAw#v=onepage&q=Louisiana%20Bulletin%20No.%20127%201911%20Agee&f=false; Photographs 2 and 3 are alternate views of the same location.; Additional photographs of the Audubon Sugar School may be found digitized in the LDL within the LSU Photograph Collection.  Retrieved August 4, 2014, fromhttp://cdm16313.contentdm.oclc.org/cdm/search/collection/LSU_UAP/searchterm/audubon%20sugar%20school/field/all/mode/any/conn/and/order/nosort/ad/asc/cosuppress/1										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3815	3815	4099.jpg	Volume167/LSUAgExt104_Page 67.jpg	/LSU_UAP/image/4099.jpg
Page 68					Page 68 of the album includes three photographs.; Photograph 1 [194] shows several men ploughing a filed with three horse drawn ploughs.; Photograph 2 [195] shows a solarized photograph of crops and soil [probably sugarcane].; Photograph 3 [169] shows a processing plant [probable sugarcane mill].				Farmers.; Horses.; Plowing.; Crops.; Agriculture--Louisiana.; Sugarcane.; Agricultural processing.; Factories.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3816	3816	4100.jpg	Volume167/LSUAgExt105_Page 68.jpg	/LSU_UAP/image/4100.jpg
Page 69					Page 69 of the album includes four photographs.; Photograph 1 [203] shows three black and white calves on exhibition, stables shown in the background.; Photograph 2 [204] shows a cow with a chained tag looped around its horns exhibited in a dairy show by a man with striped pants and pipe.; Photograph 3 [205] shows a black and white calf on exhibition, stables shown in the background.; Photograph 4 [206] shows two black and white bulls on exhibition.				Cattle.; Cows.; Agriculture--Louisiana.; Men.; Livestock exhibitions.; Stables.; Hats.; Suits (clothing); Livestock.												All photographs probably taken at the Louisiana State Fair.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3817	3817	4101.jpg	Volume167/LSUAgExt106_Page 69.jpg	/LSU_UAP/image/4101.jpg
Page 70					Page 70 of the album includes three photographs.; Photograph 1 [200] shows a black and white bull on exhibition, stables shown in the background.; Photograph 2 [201] shows a black and white bull on exhibition, stables shown in the background.; Photograph 3 [202] shows three calves on exhibition, stables shown in the background.				Cattle.; Agriculture--Louisiana.; Livestock exhibitions.; Stables.; Livestock.												All photographs probably taken at the Louisiana State Fair.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3818	3818	4102.jpg	Volume167/LSUAgExt107_Page 70.jpg	/LSU_UAP/image/4102.jpg
Page 71					Photograph on Page 71 shows two men loading grasses, probable lespedeza, on the back of a horse-drawn wagon.  A mechanical loader sits at the foot of the wagon.				Farmers.; Horses.; Baling.; Wagons.; Horses.; Hay.; Haying--Equipment.; Trees.; Agriculture--Louisiana.												Alternate view of this photograph found on Page 15, image 130.; Compare photograph to the following publication.  Dodson, W.R. (1911, September) Lespedeza or Japan Clover. Louisiana Bulletin, No. 130, p. 54.  Photograph is captioned, "Mechanical loader loading lespedeza, with some grass. Experiment Station, Baton Rouge."  Retrieved August 4, 2014, from  http://books.google.com/books?id=de42AQAAIAAJ&pg=RA5-PA1&lpg=RA5-PA1&dq=Louisiana+Bulletin+No.+130+1911+Dodson&source=bl&ots=2rOHUxPJUa&sig=n32VJFq6oJR99Jyfmtrvi46E-hY&hl=en&sa=X&ei=ZyrEU7D0AeXo8QGdj4DQDg&ved=0CCUQ6AEwAQ#v=onepage&q=Sherwood&f=false										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3819	3819	4103.jpg	Volume167/LSUAgExt108_Page 71.jpg	/LSU_UAP/image/4103.jpg
Page 72					Photograph on Page 72 shows the Pentagon Barracks on the LSU campus, with a view of President's Walk.				Louisiana State University and Agricultural and Mechanical College. University College.; College buildings.; Trees.												An additional photographic print of the President�s Walk may be found digitized in the LDL within the LSU Photograph Collection.  Retrieved August 4, 2014, from  http://cdm16313.contentdm.oclc.org/cdm/compoundobject/collection/LSU_UAP/id/2703/rec/70										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3820	3820	4104.jpg	Volume167/LSUAgExt109_Page 72.jpg	/LSU_UAP/image/4104.jpg
Page 73					Photograph on Page 73 shows a Louisiana agricultural exhibit for Webster Parish featuring an arrangement of produce and products from the parish.  Signage reads "Vicksburg Shreveport & Pacif[ic Railway]".				Farm produce.; Agricultural exhibitions.; Webster Parish (La.); Agriculture--Louisiana.; Shreveport (La.)												Photograph probably taken at the Louisiana State Fair.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3821	3821	4105.jpg	Volume167/LSUAgExt110_Page 73.jpg	/LSU_UAP/image/4105.jpg
Page 74					Photograph on Page 74 shows a Louisiana agricultural exhibit for Caddo Parish featuring an arrangement of produce and products from the parish.				Farm produce.; Agricultural exhibitions.; Caddo Parish (La.); Agriculture--Louisiana.												Photograph probably taken at the Louisiana State Fair.										2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3822	3822	4106.jpg	Volume167/LSUAgExt111_Page 74.jpg	/LSU_UAP/image/4106.jpg
Page 75					Photograph on Page 75 shows three men beside a probable sugarcane press.  Farm buildings shown in the background.				Agricultural machinery.; Farm buildings.; Agriculture--Louisiana.; Sugarcane.; Farmers.; Men.; Hats.; Suspenders.																						2014-08-25	2014-08-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_UAP/id/3823	3823	4107.jpg	Volume167/LSUAgExt112_Page 75.jpg	/LSU_UAP/image/4107.jpg
