Title	Postmark Date	Physical Description	Description/Notes	Geographic Location	Subjects	Publication Information	Digital Collection	Repository	Repository collection guide	Call Number/Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Digital Reproduction Information	Item URL	Collection URL	Biographical note	Summary	Language	Type	Repository collection	Item number	Format	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Hardware/Software (Archival)	Digitized By	Digitized Date	Transcription	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Jefferson College-View From Gallery, Convent, La	1906	Postcard : b&w ; 3 x 5 in.		Convent, La.	Picture postcards.; Photographic prints.	Albertype Co., Brooklyn, NY.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/917	917	918.cpd	/p16313coll10/image/918.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/918	918	919.jp2	/p16313coll10/image/919.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/919	919	920.jp2	/p16313coll10/image/920.jp2
Jewish Temple, Alexandria, La	1911	Postcard : color ; 3 x 5 in.		Alexandria, La.	Picture postcards.; Photographic prints.	Curt Teich Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/920	920	921.cpd	/p16313coll10/image/921.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/921	921	922.jp2	/p16313coll10/image/922.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/922	922	923.jp2	/p16313coll10/image/923.jp2
Joe Jefferson Home. New Iberia, La	1907	Postcard : color ; 3 x 5 in.		New Iberia, La.	Picture postcards.; Photographic prints.	Published by C.H. Lee, New Iberia, La.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/923	923	924.cpd	/p16313coll10/image/924.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/924	924	925.jp2	/p16313coll10/image/925.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/925	925	926.jp2	/p16313coll10/image/926.jp2
Julius Freyhan, High School, St. Francisville, La	1905? - 1906?	Postcard : b&w ; 3 x 5 in.		St. Francisville, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/926	926	927.cpd	/p16313coll10/image/927.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/927	927	928.jp2	/p16313coll10/image/928.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/928	928	929.jp2	/p16313coll10/image/929.jp2
Jungle Gardens at Avery Island, Louisiana	1925? - 1952?	Postcard : b&w ; 3 x 5 in.		Avery Island, La.	Picture postcards.; Photographic prints.	L.L. Cook Co., Milwaukee	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/929	929	930.cpd	/p16313coll10/image/930.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/930	930	931.jp2	/p16313coll10/image/931.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/931	931	932.jp2	/p16313coll10/image/932.jp2
Kent Park Natatorium, Alexandria, La	1906? - 1921?	Postcard : color ; 3 x 5 in.		Alexandria, La.	Picture postcards.; Photographic prints.	Octochrome'	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/932	932	933.cpd	/p16313coll10/image/933.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/933	933	934.jp2	/p16313coll10/image/934.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/934	934	935.jp2	/p16313coll10/image/935.jp2
Kirby Street, looking West, Lake Charles, La	1911?	Postcard : color ; 3 x 5 in.		Lake Charles, La.	Picture postcards.; Photographic prints.	Curt Teich Co., Chicago.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/935	935	936.cpd	/p16313coll10/image/936.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/936	936	937.jp2	/p16313coll10/image/937.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/937	937	938.jp2	/p16313coll10/image/938.jp2
La. Industrial Institute, Ruston La	1915	Postcard : color ; 3 x 5 in.	Captions on front: 'Boys Dormitory; Girls Dormitory; Main Bldg.; Presidents Home; Mechanic Arts Bldg.'	Ruston, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/938	938	939.cpd	/p16313coll10/image/939.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/939	939	940.jp2	/p16313coll10/image/940.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/940	940	941.jp2	/p16313coll10/image/941.jp2
La. State Insane Asylum, Jackson, La	1909	Postcard : b&w ; 3 x 5 in.		Jackson, La.	Picture postcards.; Photographic prints.	American News Co., New York. Excelsior; Published by Irvine A. Robins, Pharmacist, Jackson, La. Made in Germany	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/941	941	942.cpd	/p16313coll10/image/942.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/942	942	943.jp2	/p16313coll10/image/943.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/943	943	944.jp2	/p16313coll10/image/944.jp2
Lafourche St., Lockport, La	1907? - 1908?	Postcard : b&w ; 3 x 5 in.		Lockport, La.	Picture postcards.; Photographic prints.		LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/944	944	945.cpd	/p16313coll10/image/945.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/945	945	946.jp2	/p16313coll10/image/946.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/946	946	947.jp2	/p16313coll10/image/947.jp2
Lake Arthur High School	1907? - 1914?	Postcard : b&w ; 3 x 5 in.		Lake Arthur, La.	Picture postcards.; Photographic prints.	Published by Lake Arthur Pharmacy. Made in Germany.	LSU Libraries Postcard Collections	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid: http://www.lib.lsu.edu/special/findaid/3645post.pdf	Range E:65 (short shelf)	Louisiana Postcard Collection, Mss. 3645, 3754, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original materials is retained by descendants of the creators of these materials in accordance with U.S. copyright law.			See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/947	947	948.cpd	/p16313coll10/image/948.cpd
Front															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/948	948	949.jp2	/p16313coll10/image/949.jp2
Back															See 'reference url' on the navigation bar																		2013-01-31	2013-01-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll10/id/949	949	950.jp2	/p16313coll10/image/950.jp2
