Title	Compound	Photographer	Date	Dates	Subjects	Notes	Original Format/Size	Physical Description	Digital Format	Digital Collection	Repository	Repository Collection	Repository Collection Guide	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Interior.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750063	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/169	169	170.jpg	/LSU_WLS/image/170.jpg
R.R. Depot and engine, used to grind corn.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	[See Dunham, 3241140. This CDV carries no backstamp.]	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750064	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/170	170	171.jpg	/LSU_WLS/image/171.jpg
Church used as a granary.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	[See Dunham, 3241146. This CDV carries the backstamp of McPherson & Oliver, Photographers.]	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750065	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/171	171	172.jpg	/LSU_WLS/image/172.jpg
Rebel huts.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	[See Dunham, 3241157. This CDV carries the backstamp of McPherson & Oliver, Photographers.]	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750066	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/172	172	173.jpg	/LSU_WLS/image/173.jpg
Piles of salt barrels left by rebels.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750067	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/173	173	174.jpg	/LSU_WLS/image/174.jpg
Branch of the Post Hospital.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750068	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/174	174	175.jpg	/LSU_WLS/image/175.jpg
Post Guard House.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750069	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/175	175	176.jpg	/LSU_WLS/image/176.jpg
Another view.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750070	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/176	176	177.jpg	/LSU_WLS/image/177.jpg
Hospital 11th Regt. C. d'A. [Corps d'Afrique]	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750071	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/177	177	178.jpg	/LSU_WLS/image/178.jpg
Major Geo. B. Halsted's quarters.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750072	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/178	178	179.jpg	/LSU_WLS/image/179.jpg
Park of captured cannon.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	[See Dunham, 3241129. This CDV carries the backstamp of McPherson & Oliver, Photographers, and the inscription, "after sur."]	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750073	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/179	179	180.jpg	/LSU_WLS/image/180.jpg
9-inch Dahlgren's on the navel Battery slung for transportation.	No	unknown	ca. 1880		Port Hudson (La.)--History--Siege, 1863--Pictorial works;United States--History--Civil War, 1861-1865--Pictorial works	[See Dunham, 3241155. This CDV carries the backstamp of McPherson & Oliver, Photographers, and inscription, "off the Richmond."]	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750074	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/180	180	181.jpg	/LSU_WLS/image/181.jpg
Battery of field mortars.	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	[See Dunham, 3241135. This CDV carries the backstamp of McPherson & Oliver, Photographers, and the inscription, "Mort Batt."]	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750075	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/181	181	182.jpg	/LSU_WLS/image/182.jpg
Headquarters 1st Brig. 1st Div. Corps d'Afrique, Col. Dickey.	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750076	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/182	182	183.jpg	/LSU_WLS/image/183.jpg
Headquarters 2 Brig. 1st Div, Corps d'Afrique, Col. Hamlin.	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750077	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/183	183	184.jpg	/LSU_WLS/image/184.jpg
Hdqrs. 2d Brig. 2d Div. Corps d'Afrique, Col. Goodrich.	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750078	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/184	184	185.jpg	/LSU_WLS/image/185.jpg
Col. Goodrich's Camp - Headquarters 2n Brig., 2d Div., Col. Goodrich.	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750079	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/185	185	186.jpg	/LSU_WLS/image/186.jpg
Camp 10 Regt. Corps d'Afrique - Col. L. L. Zulavsky.	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750080	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/186	186	187.jpg	/LSU_WLS/image/187.jpg
Group of Officers 10 Regt. Corps d'Afrique.	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750081	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/187	187	188.jpg	/LSU_WLS/image/188.jpg
Part of outer line, 1864.	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750082	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/188	188	189.jpg	/LSU_WLS/image/189.jpg
Battery No. 1 ('64).	No	unknown	ca. 1880		United States--History--Civil War, 1861-1865--Pictorial works;Port Hudson (La.)--History--Siege, 1863--Pictorial works	none	Lantern slides;3.25" x 4.00"		jpeg	John Langdon Ward Lantern Slides	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	John Langdon Ward Magic Lantern Slides (Mss. 4875).	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4875.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	John Langdon Ward Magic Lantern Slides (Mss. 4875), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	48750083	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_WLS.php?CISOROOT=/LSU_WLS	Lantern Slides	Image		2005-10-26	2005-10-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_WLS/id/189	189	190.jpg	/LSU_WLS/image/190.jpg
