Title	Lingustic Category	Author	Author's Gender	Author's Occupation	Author's Social Class	Author's Place of Birth	Writing Location	Date	Addressee	Addressee's Location	Document Type	Notes	Extent (Pages)	Subject	Language	Repository	Repository Collection	Repository Collection Guide	Shelf Location	Cite As	Restrictions	Digital Collection	Contact and Ordering Information	Item URL	Transcription	Related Collections	Item Number	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/835	835	836.jp2	/p15140coll41/image/836.jp2
135308121851ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/836	836	837.pdf	/p15140coll41/image/837.pdf
William Shannon letter, 1851 Aug. 12	Irish/Scots.	Shannon, William.	M			Ireland	Jackson (La.)	1851-08-12	McKowen, John, 1812-1871.	Jackson (La.)	personal	news - a dual is mentioned	1	East Feliciana Parish (La.)--History.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	John McKowen papers, 1836-1898 (bulk 1836-1869).		E:54, Box 1, Folder 1:3	John McKowen Papers, Mss. 1353, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/837	837	838.cpd	/p15140coll41/image/838.cpd
Page1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/838	838	839.jp2	/p15140coll41/image/839.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/839	839	840.jp2	/p15140coll41/image/840.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/840	840	841.jp2	/p15140coll41/image/841.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/841	841	842.jp2	/p15140coll41/image/842.jp2
400510301848ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/842	842	843.pdf	/p15140coll41/image/843.pdf
400510301848tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/843	843	844.pdf	/p15140coll41/image/844.pdf
400510301848tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/844	844	845.pdf	/p15140coll41/image/845.pdf
William Webb Wilkins letter, 1848 Oct. 30	Anglophone.	Wilkins, W. W. (William Webb), d. 1859?	M	Sawmill Operater and Planter	upper (?)	USA (?)	Saint James (La.)	1848-10-30	Wilkins, Edmund, fl. 1848-1852.	Gaston (N.C)	personal	news of journey	3	Sugar growing--Louisiana.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	William Webb Wilkins papers, 1848-1852.		Misc:W	William Webb Wilkins Papers, Mss. 4005, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/845	845	846.cpd	/p15140coll41/image/846.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/846	846	847.jp2	/p15140coll41/image/847.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/847	847	848.jp2	/p15140coll41/image/848.jp2
400503121851ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/848	848	849.pdf	/p15140coll41/image/849.pdf
William Webb Wilkins letter, 1851 Apr. 12	Anglophone.	Wilkins, W. W. (William Webb), d. 1859?	M	Sawmill Operater and Planter	upper (?)	USA (?)	Saint James (La.)	1851-04-12	Wilkins, Edmund, fl. 1848-1852.	Gaston (N.C)	personal	news and condolances	1	Plantations--Louisiana.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	William Webb Wilkins papers, 1848-1852.		Misc:W	William Webb Wilkins Papers, Mss. 4005, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/849	849	850.cpd	/p15140coll41/image/850.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/850	850	851.jp2	/p15140coll41/image/851.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/851	851	852.jp2	/p15140coll41/image/852.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/852	852	853.jp2	/p15140coll41/image/853.jp2
400504091852ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/853	853	854.pdf	/p15140coll41/image/854.pdf
400504091852tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/854	854	855.pdf	/p15140coll41/image/855.pdf
400504091852tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/855	855	856.pdf	/p15140coll41/image/856.pdf
William Webb Wilkins letter, 1852 Apr. 9	Anglophone.	Wilkins, W. W. (William Webb), d. 1859?	M	Sawmill Operater and Planter	upper (?)	USA (?)	Saint James (La.)	1852-04-09	Wilkins, Edmund, fl. 1848-1852.	Gaston (N.C)	personal	news - health and debt;  page 3 is torn and only the left half remains	3	Plantations--Louisiana.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	William Webb Wilkins papers, 1848-1852.		Misc:W	William Webb Wilkins Papers, Mss. 4005, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/856	856	857.cpd	/p15140coll41/image/857.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/857	857	858.jp2	/p15140coll41/image/858.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/858	858	859.jp2	/p15140coll41/image/859.jp2
400511211852ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/859	859	860.pdf	/p15140coll41/image/860.pdf
400511211852tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/860	860	861.pdf	/p15140coll41/image/861.pdf
William Webb Wilkins letter, 1852 Nov. 21	Anglophone.	Wilkins, W. W. (William Webb), d. 1859?	M	Sawmill Operater and Planter	upper (?)	USA (?)	Saint James (La.)	1852-11-21	Wilkins, Edmund, fl. 1848-1852.	Gaston (N.C)	personal	news	2	Plantations--Louisiana.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	William Webb Wilkins papers, 1848-1852.		Misc:W	William Webb Wilkins Papers, Mss. 4005, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/861	861	862.cpd	/p15140coll41/image/862.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/862	862	863.jp2	/p15140coll41/image/863.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/863	863	864.jp2	/p15140coll41/image/864.jp2
400511261852ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/864	864	865.pdf	/p15140coll41/image/865.pdf
400511261852tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/865	865	866.pdf	/p15140coll41/image/866.pdf
William Webb Wilkins letter, 1852 Nov. 26	Anglophone.	Wilkins, W. W. (William Webb), d. 1859?	M	Sawmill Operater and Planter	upper (?)	USA (?)	Saint James (La.)	1852-11-26	Wilkins, Edmund, fl. 1848-1852.	Gaston (N.C)	personal	news - heath and slaves	2	Slavery--Louisiana.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	William Webb Wilkins papers, 1848-1852.		Misc:W	William Webb Wilkins Papers, Mss. 4005, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/866	866	867.cpd	/p15140coll41/image/867.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/867	867	868.jp2	/p15140coll41/image/868.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/868	868	869.jp2	/p15140coll41/image/869.jp2
110905101841ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/869	869	870.pdf	/p15140coll41/image/870.pdf
110905101841tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/870	870	871.pdf	/p15140coll41/image/871.pdf
Young, Toledo and Co. letter, 1871 May 10	Irish/Scots.	Young, Toledo and Company	M	Planters, Sugar Refiners			Belize	1871-05-10	Brame, Adl. I.	(unknown)	business	harvesting of sugarcane	2	Sugar factories--Belize.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Samuel McCutchon papers, 1832-1890 (bulk 1832-1874).			Samuel McCutchon Papers, Mss. 1049, 1087, 1060, 1109, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/871	871	872.cpd	/p15140coll41/image/872.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/872	872	873.jp2	/p15140coll41/image/873.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/873	873	874.jp2	/p15140coll41/image/874.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/874	874	875.jp2	/p15140coll41/image/875.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/875	875	876.jp2	/p15140coll41/image/876.jp2
082507151898ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/876	876	877.pdf	/p15140coll41/image/877.pdf
082507151898tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/877	877	878.pdf	/p15140coll41/image/878.pdf
082507241898td_Transcription Page 4																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/878	878	879.pdf	/p15140coll41/image/879.pdf
J. Moonshine letter, 1898 July 15	Black Creole.	Moonshine, J.	M	Jeweler/Merchant	middle	USA	New Roads (La.)	1898-07-15	Badin, Norbert, d. 1903.	Melrose (La.)	personal	news	2	Louisiana--History--19th century.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Norbert Badin papers, 1829-1937 (bulk 1870-1890).	http://www.lib.lsu.edu/special/findaid/b825.html	U:97-98	Norbert Badin Papers, Mss. 825, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/879	879	880.cpd	/p15140coll41/image/880.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/880	880	881.jp2	/p15140coll41/image/881.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/881	881	882.jp2	/p15140coll41/image/882.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/882	882	883.jp2	/p15140coll41/image/883.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/883	883	884.jp2	/p15140coll41/image/884.jp2
082508121892ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/884	884	885.pdf	/p15140coll41/image/885.pdf
082508121892tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/885	885	886.pdf	/p15140coll41/image/886.pdf
082508121892tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/886	886	887.pdf	/p15140coll41/image/887.pdf
J. Moudshine letter, 1892 Aug. 12	Black Creole.	Moudshine, J.	M	Jeweler/Merchant	middle	USA	New Orleans (La.)	1892-08-12	Badin, Norbert, d. 1903.	(unknown)	business	find and sell goods	2	Natchitoches Parish (La.)--History.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Norbert Badin papers, 1829-1937 (bulk 1870-1890).	http://www.lib.lsu.edu/special/findaid/b825.html	U:97-98	Norbert Badin Papers, Mss. 825, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/887	887	888.cpd	/p15140coll41/image/888.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/888	888	889.jp2	/p15140coll41/image/889.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/889	889	890.jp2	/p15140coll41/image/890.jp2
082503091894ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/890	890	891.pdf	/p15140coll41/image/891.pdf
082503091984tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/891	891	892.pdf	/p15140coll41/image/892.pdf
J. Moudshine letter, 1894 Mar. 9	Black Creole.	Moudshine, J.	M	Jeweler/Merchant	middle	USA	New Orleans (La.)	1894-03-09	Badin, Norbert, d. 1903.	Melrose (La.)	personal	local news	2	Louisiana--History--19th century.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Norbert Badin papers, 1829-1937 (bulk 1870-1890).	http://www.lib.lsu.edu/special/findaid/b825.html	U:97-98	Norbert Badin Papers, Mss. 825, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/892	892	893.cpd	/p15140coll41/image/893.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/893	893	894.jp2	/p15140coll41/image/894.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/894	894	895.jp2	/p15140coll41/image/895.jp2
135309141850ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/895	895	896.pdf	/p15140coll41/image/896.pdf
James B. Shane letter, 1850 Sept. 14	Irish/Scots.	Shane, James B.	M	unemployed			New Orleans (La.)	1850-09-14	McKowen, John, 1812-1871.	Jackson (La.)	business	looking for job	1	East Feliciana Parish (La.)--Economic conditions--19th century.	en	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	John McKowen papers, 1836-1898 (bulk 1836-1869).		E:54, Box 1, Folder 1:3	John McKowen Papers, Mss. 1353, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Louisiana Early English Corpus	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the Item number or Item URL in your request.	See 'reference url' on the navigation bars.	See transcription link on the left navigation bar.	Early Louisiana French Correspondence (http://www.lib.lsu.edu/special/cffs/) and Lettres de Louisiane (http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6)			2011-11-01	2011-11-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/896	896	897.cpd	/p15140coll41/image/897.cpd
Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/897	897	898.jp2	/p15140coll41/image/898.jp2
Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/898	898	899.jp2	/p15140coll41/image/899.jp2
Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/899	899	900.jp2	/p15140coll41/image/900.jp2
Page 4																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/900	900	901.jp2	/p15140coll41/image/901.jp2
069703291854ta_Transcription Page 1																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/901	901	902.pdf	/p15140coll41/image/902.pdf
069703291854tb_Transcription Page 2																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/902	902	903.pdf	/p15140coll41/image/903.pdf
069703291854tc_Transcription Page 3																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/903	903	904.pdf	/p15140coll41/image/904.pdf
069703291854td_Transcription Page 4																								See 'reference url' on the navigation bars.					2011-01-18	2011-01-18	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll41/id/904	904	905.pdf	/p15140coll41/image/905.pdf
