Title	Creator	Contributors	Date	Physical Description	Notes	Railroad	City	State/Province	Language	Type	Subjects	Coverage	Digital Collection	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite As	Restrictions	Contact and Ordering Information	Digital Format	Digital Reproduction Information	Item Number	Item URL	Collection URL	Cataloged Date / Cataloger Initials	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Merryville (1921): Santa Fe-			1921			Atchison, Topeka, and Santa Fe Railway Company	Merryville (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 8	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/74	74	75.jp2	/p16313coll79/image/75.jp2
Monroe (1968): Illinois Central			1968			Illinois Central Railroad Company	Monroe (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/75	75	76.jp2	/p16313coll79/image/76.jp2
Monroe (1905): Missouri Pacific			1905			Missouri Pacific Railway Company	Monroe {La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/76	76	77.jp2	/p16313coll79/image/77.jp2
Montgomery (1983): Louisiana and Arkansas			1983			Louisiana and Arkansas Railway Company	Montgomery (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/77	77	78.jp2	/p16313coll79/image/78.jp2
Morgan City (1978): Southern Pacific			1978			Southern Pacific Company	Morgan City (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/78	78	79.jp2	/p16313coll79/image/79.jp2
Morgan City (between 1940 and 1960?): Texas and New Orleans			1940?-1960?			Texas and New Orleans Railroad Company	Morgan City (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/79	79	80.jp2	/p16313coll79/image/80.jp2
Napoleonville (1943): Texas and New Orleans			1943			Texas and New Orleans Railroad Company	Napoleonville (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/80	80	81.jp2	/p16313coll79/image/81.jp2
Natchez (1965?): Missouri Pacific			1965?			Missouri Pacific Railroad Company	Natchez (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Pickup trucks--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/81	81	82.jp2	/p16313coll79/image/82.jp2
Natchitoches (1977): Texas and Pacific			1977			Texas & Pacific Railway	Natchitoches (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/82	82	83.jp2	/p16313coll79/image/83.jp2
Newellton (between 1940 and 1960?): Missouri Pacific			1940?-1960?			Missouri Pacific Railroad Company	Newellton (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 9	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/83	83	84.jp2	/p16313coll79/image/84.jp2
New Iberia (1983): Southern Pacific			1983			Southern Pacific Company	New Iberia (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/84	84	85.jp2	/p16313coll79/image/85.jp2
New Orleans (1906): Illinois Central			1906			Illinois Central Railroad Company	New Orleans (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/85	85	86.jp2	/p16313coll79/image/86.jp2
New Orleans (1915): Louisville and Nashville-			1915			Louisville and Nashville Railroad Company	New Orleans (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/86	86	87.jp2	/p16313coll79/image/87.jp2
New Orleans (1915): Texas and Pacific-			1915			Texas & Pacific Railway	New Orleans (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/87	87	88.jp2	/p16313coll79/image/88.jp2
New Orleans (1968)			1968				New Orleans (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/88	88	89.jp2	/p16313coll79/image/89.jp2
New Roads (1984): Texas and Pacific			1984			Texas & Pacific Railway	New Roads (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/89	89	90.jp2	/p16313coll79/image/90.jp2
Nitram (1921): Santa Fe			1921			Atchison, Topeka, and Santa Fe Railway Company	Nitram (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/90	90	91.jp2	/p16313coll79/image/91.jp2
Norco (1975?): Louisiana and Arkansas			1975?			Louisiana & Arkansas Railway Company	Norco (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/91	91	92.jp2	/p16313coll79/image/92.jp2
Oakdale (1968): Missouri Pacific			1968			Missouri Pacific Railroad Company	Oakdale (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/92	92	93.jp2	/p16313coll79/image/93.jp2
Oakdale (1921): Santa Fe-			1921			Atchison, Topeka, and Santa Fe Railway Company	Oakdale (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder.  Folder 10	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/93	93	94.jp2	/p16313coll79/image/94.jp2
Oberlin (1978): Missouri Pacific			1978			Missouri Pacific Railroad Company	Oberlin (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 11	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/94	94	95.jp2	/p16313coll79/image/95.jp2
Opelousas (between 1965 and 1975?): Missouri Pacific			1965?-1975?			Missouri Pacific Railroad Company	Opelousas (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Automobiles--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 11	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/95	95	96.jp2	/p16313coll79/image/96.jp2
Opelousas (between 1965 and 1970?): Southern Pacific			1965?-1970?			Southern Pacific Company	Opelousas (La.)	Louisiana	English	Image	Railroad stations--Louisiana; Automobiles--Louisiana			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 11	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/96	96	97.jp2	/p16313coll79/image/97.jp2
Patterson (1939): Texas and New Orleans			1939			Texas and New Orleans Railroad Company	Patterson (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder  Folder 11	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/97	97	98.jp2	/p16313coll79/image/98.jp2
Luling (1977): Texas and Pacific-			1977			Texas & Pacific Railway	Luling (La.)	Louisiana	English	Image	Railroad stations--Louisiana.			Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4161.pdf	D:79 Folder 8	Louisiana Railroad Depot Photograph Collection, Mss. 4161, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html . Mention the 'Item number' or 'Item URL' in your request.	JPG	Scanned on Epson 11000 as 600dpi TIFF; Converted with Photoshop to a 150dpi JPG; CONTENTdm upload processed as a JP2 file						2015-01-16	2015-04-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll79/id/98	98	99.jp2	/p16313coll79/image/99.jp2
