Hidden Title	Title	Photographer	Date	Compound	Description	Subjects	Notes	Original Format/Size	Digital Collection	Digital Format	Collection Source	Repository Collection Guide	Repository	Restrictions	Cite As	Contact and Ordering Information	Item Number	Item URL	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
	006 - Tivoli Circle	McPherson & Oliver, No. 132 Canal Street, New Orleans.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson & Oliver (Studio : New Orleans, La.);McPherson, William D., photographer	On 17 July 1877 the City of New Orleans granted the use of Tivoli Circle to The Lee Monumental Association for the purpose of erecting a monument to General Robert E. Lee, and changing the name from Tivoli to Lee Circle.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410006r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/10	10	11.jpg	/LSU_MDP/image/11.jpg
	006 - Tivoli Circle	McPherson & Oliver, No. 132 Canal Street, New Orleans.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson & Oliver (Studio : New Orleans, La.);McPherson, William D., photographer	On 17 July 1877 the City of New Orleans granted the use of Tivoli Circle to The Lee Monumental Association for the purpose of erecting a monument to General Robert E. Lee, and changing the name from Tivoli to Lee Circle.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410006v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/11	11	12.jpg	/LSU_MDP/image/12.jpg
	007 - Canal Street from top of Customs House	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410007r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/12	12	13.jpg	/LSU_MDP/image/13.jpg
	007 - Canal Street from top of Customs House	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410007v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/13	13	14.jpg	/LSU_MDP/image/14.jpg
	008 - Front levee from same point [top of Customs House]	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Waterfronts--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410008r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/14	14	15.jpg	/LSU_MDP/image/15.jpg
	008 - Front levee from same point [top of Customs House]	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Waterfronts--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410008v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/15	15	16.jpg	/LSU_MDP/image/16.jpg
	009 - Poydras Street & Market	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;W.D. McPherson (Studio : New Orleans, La.);McPherson, William D., photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410009r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/16	16	17.jpg	/LSU_MDP/image/17.jpg
	009 - Poydras Street & Market	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;W.D. McPherson (Studio : New Orleans, La.);McPherson, William D., photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410009v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/17	17	18.jpg	/LSU_MDP/image/18.jpg
	010 - Rampart Street from Esplanade Street	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Horse-drawn omnibuses--Louisiana--New Orleans;New Orleans (La.)--Photographs;W.D. McPherson (Studio : New Orleans, La.);McPherson, William D., photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410010r	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/18	18	19.jpg	/LSU_MDP/image/19.jpg
	010 - Rampart Street from Esplanade Street	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Horse-drawn omnibuses--Louisiana--New Orleans;New Orleans (La.)--Photographs;W.D. McPherson (Studio : New Orleans, La.);McPherson, William D., photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410010v	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/19	19	20.jpg	/LSU_MDP/image/20.jpg
	002 - 2nd District ferry landing	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Sailboats--Photographs;New Orleans (La.)--Photographs	The 2nd District consisted of the area bounded by Thalia Street, the Lake, Julia/New Basin Street, Canal, and the River. In 1866 the New Orleans ferry landing was at the head of St Ann, Powder Street in Algiers.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410002	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/20	20	21.cpd	/LSU_MDP/image/21.cpd
	001 - View of New Orleans from Algiers	S.T. Blessing, No. 24 Chartres Street, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Waterfronts--Louisiana--New Orleans--Photographs;Steamboats--United States--Photographs;New Orleans (La.)--Photographs;S.T. Blessing (Studio : New Orleans, La.);Blessing, Samuel T., 1832-1897, photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410001	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/21	21	22.cpd	/LSU_MDP/image/22.cpd
	003 - View of Algiers from same point	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Waterfronts--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	The 2nd District consisted of the area bounded by Thalia Street, the Lake, Julia/New Basin Street, Canal, and the River. The ferry landing would have been on the river between Canal and Julia Street.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410003	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/22	22	23.cpd	/LSU_MDP/image/23.cpd
	004 - Front Levee Street	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Cotton--Louisiana--New Orleans--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;W.D. McPherson (Studio : New Orleans, La.);McPherson, William D., photographer	The camera stands at eye level looking across baled cotton in the foreground toward more cotton bales in the midground and buildings in the distance.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410004	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/23	23	24.cpd	/LSU_MDP/image/24.cpd
	005 - From Tower of Jesuit Church, Barronne Street	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;W.D. McPherson (Studio : New Orleans, La.);McPherson, William D., photographer	The church is Immaculate Conception, 130 Baronne Street. A building in the center of the image has a sign, "D.H. Holmes," a dry goods store at 155 Canal in 1861.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410005	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/24	24	25.cpd	/LSU_MDP/image/25.cpd
	006 - Tivoli Circle	McPherson & Oliver, No. 132 Canal Street, New Orleans.	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;McPherson & Oliver (Studio : New Orleans, La.);McPherson, William D., photographer	On 17 July 1877 the City of New Orleans granted the use of Tivoli Circle to The Lee Monumental Association for the purpose of erecting a monument to General Robert E. Lee, and changing the name from Tivoli to Lee Circle.	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410006	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/25	25	26.cpd	/LSU_MDP/image/26.cpd
	007 - Canal Street from top of Customs House	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410007	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/26	26	27.cpd	/LSU_MDP/image/27.cpd
	008 - Front levee from same point [top of Customs House]	unknown	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Waterfronts--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410008	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/27	27	28.cpd	/LSU_MDP/image/28.cpd
	009 - Poydras Street & Market	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;New Orleans (La.)--Photographs;W.D. McPherson (Studio : New Orleans, La.);McPherson, William D., photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410009	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/28	28	29.cpd	/LSU_MDP/image/29.cpd
	010 - Rampart Street from Esplanade Street	W.D. McPherson, 132 Canal Street, up stairs, New Orleans	ca. 1864	Yes		United States--History--Civil War, 1861-1865--Photographs;Urban landscapes--Louisiana--New Orleans--Photographs;Horse-drawn omnibuses--Louisiana--New Orleans;New Orleans (La.)--Photographs;W.D. McPherson (Studio : New Orleans, La.);McPherson, William D., photographer	none	Albumen prints;2.5" x 4.0" (CDV studio card)	Marshall Dunham Photograph Album	jpeg	IRP	http://www.lib.lsu.edu/special/findaid/3241.pdf	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	32410010	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_LSU_MDP.php?CISOROOT=%2FLSU_MDP	Albumen Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MDP/id/29	29	30.cpd	/LSU_MDP/image/30.cpd
