Title	Subject	Author	Date Written	Date on Item	Location	Type	Language	Author's Profession or Status	Rights	Item Number	Cite As	Source	Repository Collection	Repository	Transcription	Contact and Ordering Information	Restrictions	Item URL	Collection URL	Publisher	Contributors	Description	Notes	Format	Identifier	Relation	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/147	147	148.jp2	/p15140coll6/image/148.jp2
000007101801b_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/148	148	149.pdf	/p15140coll6/image/149.pdf
Denis duc de Decrès certificate, an 10 messidor 21 [1802 July 10].	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Decrès, Denis, duc, 1761-1820.	1802-07-10	21 messidor X	Paris	certificat	fr	ministre de la marine		000007101801	Jean-Baptiste Drouillard Family Papers, Mss. 2590, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Reel 2 Box 1	Jean-Baptiste Drouillard family papers, 1787-1919 (bulk 1798-1817).	Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-16	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/149	149	150.cpd	/p15140coll6/image/150.cpd
000012021794f_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/155	155	156.pdf	/p15140coll6/image/156.pdf
Luis Héctor, barón de Carondelet circular, 1794 Feb. 12.	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Carondelet, Luis Héctor, barón de, 1748-1807.	1794-02-12	12 Février 1794	Nelle Orléans	circulaire	fr	gouverneur de la LA		000012021794			TULANE Kuntz coll.600-2-140	Tulane University, Louisiana Research Collection	See transcript link on the left navigation bar.	E-mail larc@tulane.edu with questions or comments. See instructions for ordering reprints of this item here: http://larc.tulane.edu/patron/copying.  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the Tulane University's Special Collections Library. Copyright is retained in accordance with U. S. copyright laws.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2010-10-28	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/156	156	157.cpd	/p15140coll6/image/157.cpd
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/157	157	158.jp2	/p15140coll6/image/158.jp2
243805311796b_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/158	158	159.pdf	/p15140coll6/image/159.pdf
Luis Héctor, barón de Carondelet letter, 1796 May 31.	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Carondelet, Luis Héctor, barón de, 1748-1807.	1796-05-31	31 mai 1796	Nelle Orléans	lettre	fr	gouverneur de la LA		243805311796	Juan Filhiol Correspondence, Mss. 2438, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	A:31	Juan Filhiol correspondence, 1794-1881.	Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/159	159	160.cpd	/p15140coll6/image/160.cpd
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/160	160	161.jp2	/p15140coll6/image/161.jp2
Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/161	161	162.jp2	/p15140coll6/image/162.jp2
024408191794c_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/162	162	163.pdf	/p15140coll6/image/163.pdf
Sébastien-Roch-Nicolas Chamfort letter, 1793 Aug. 19.	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Chamfort, Sébastien-Roch-Nicolas, 1740?-1794.	1793-08-19	19 août II	Paris?	lettre	fr	littéraire		024408191794	Joseph Lankanal Papers, Mss. 244, 1312, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.		Joseph Lakanal papers, 1793-1834.	Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/163	163	164.cpd	/p15140coll6/image/164.cpd
000030071794b_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/165	165	166.pdf	/p15140coll6/image/166.pdf
Sébastien-Roch-Nicolas Chamfort letter, 1793 July 30.	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Chamfort, Sébastien-Roch-Nicolas, 1740?-1794.	1793-07-30	30 juillet l'an 2 de la Rep.	Paris	lettre	fr			000030071794			TULANE 742 Lakanal, Joseph coll. Box.1 f.1	Tulane University, Louisiana Research Collection	See transcript link on the left navigation bar.	E-mail larc@tulane.edu with questions or comments. See instructions for ordering reprints of this item here: http://larc.tulane.edu/patron/copying.  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the Tulane University's Special Collections Library. Copyright is retained in accordance with U. S. copyright laws.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2010-10-28	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/166	166	167.cpd	/p15140coll6/image/167.cpd
Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/167	167	168.jp2	/p15140coll6/image/168.jp2
Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/168	168	169.jp2	/p15140coll6/image/169.jp2
Page 3	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/169	169	170.jp2	/p15140coll6/image/170.jp2
Page 4	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/170	170	171.jp2	/p15140coll6/image/171.jp2
024409021794e_Transcript	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803													Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2009-10-01	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/171	171	172.pdf	/p15140coll6/image/172.pdf
Sébastien-Roch-Nicolas Chamfort letter, 1793 Sept. 2.	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803	Chamfort, Sébastien-Roch-Nicolas, 1740?-1794.	1793-09-02	2 septembre II	Paris?	lettre	fr	littéraire		024409021794	Joseph Lankanal Papers, Mss. 244, 1312, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.		Joseph Lakanal papers, 1793-1834.	Louisiana State University Libraries, Special Collections	See transcript link on the left navigation bar.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_p15140coll6.php?CISOROOT=/p15140coll6																						2009-10-01	2010-10-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/172	172	173.cpd	/p15140coll6/image/173.cpd
49-1-1-06301793_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/173	173	174.jp2	/p15140coll6/image/174.jp2
49-1-106301793_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/174	174	175.jp2	/p15140coll6/image/175.jp2
600-18-11_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/175	175	176.jp2	/p15140coll6/image/176.jp2
600-2-140_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/176	176	177.jp2	/p15140coll6/image/177.jp2
600-2-140_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/177	177	178.jp2	/p15140coll6/image/178.jp2
600-2-140_Page 3	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/178	178	179.jp2	/p15140coll6/image/179.jp2
600-2-140_Page 4	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/179	179	180.jp2	/p15140coll6/image/180.jp2
742-1-1-0730_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/180	180	181.jp2	/p15140coll6/image/181.jp2
742-1-1-08131793_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/181	181	182.jp2	/p15140coll6/image/182.jp2
742-1-1-08131793_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/182	182	183.jp2	/p15140coll6/image/183.jp2
742-1-1-08291793_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/183	183	184.jp2	/p15140coll6/image/184.jp2
600-2-140_Page 5	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/184	184	185.jp2	/p15140coll6/image/185.jp2
742-1-1-08291793_Page 2	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/185	185	186.jp2	/p15140coll6/image/186.jp2
742-1-1-09011793_Page 1	Louisiana--Social life and customs--19th century; Louisiana--Economic conditions--19th century; France--History--Revolution, 1789-1799--Influence; Political culture--History--19th century; Spain--Colonies--North America; Louisiana--History--To 1803															E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html  Mention the "Item number" or "Item URL" in your request.																									2009-12-03	2009-12-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll6/id/186	186	187.jp2	/p15140coll6/image/187.jp2
