Series	Title	Interviewee	Date(s) of Interview	Interviewer	Summary	Abstract 	Biographical Note	Subjects	Physical Description	Repository	Cite As	Copyright (Terms of use / reprodcution) (all updated as of 5/5/2015)	Contact and Ordering Information 
Atchafalya Basin Oral History Project	"Frank Gilchrist oral history interview, 1979"	"Gilchrist, Frank. "	1979	"Hebert, Sue."	"Gilchrist describes lumbering, trapping, and fishing in the Atchafalaya Basin; picking and treating moss; and he discusses the Plaquemine locks."	http://lib.lsu.edu/services/oralhistory/abstracts/suehebert/Gilchrist_Frank.pdf	Resident of the Atchafalaya Basin area in the early 1900s.	Plaquemine (La.)--History.; Iberville Parish (La.)--History.; Atchafalaya Basin (La.)--History.	1 sound cassette (40 minutes); Index (1 p.)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Frank Gilchrist Oral History Interview, Mss. 4700.0023, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws. 	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Atchafalya Basin Oral History Project	"Edward Coussou oral history interview, 1979"	"Coussou, Edward, -1905"	1979	"Hebert, Sue."	"Coussou describes the activities in timber camps in the Atchafalaya Basin, the construction of the levee, picking and curing Spanish moss, trapping fur animals, and fishing.  He describes dwellings, the layout of settlements,  and landowners of the Bayou Sorrel area."	http://lib.lsu.edu/services/oralhistory/abstracts/suehebert/Coussou_Edward.pdf	"Coussou moved to Bayou Sorrel in Iberville Parish, Louisiana, in 1925 and worked there in timber camps and on the ferry."	Fur-bearing animals--Louisiana.; Fishing--Louisiana--Iberville Parish.; Levees--Louisiana--Iberville Parish.; Spanish moss--Louisiana.; Timber--Louisiana.; Ferries--Louisiana.; Bayou Sorrel (La.)	1 sound cassette (25 minutes); Index (1 p.)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Edward Coussou Oral History Interview, Mss. 4700.0454, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws. 	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Atchafalya Basin Oral History Project	"Bill Lindon Rivet oral history interview, 1979"	"Rivet, Bill Lindon, "	1979	"Hebert, Sue."	"Rivet recalls drownings at the Plaquemine locks on the Mississippi River, the sinking of the steamboat Andes, and his work in the mechanical operation of moving boats through the locks.  Rivet describes flood control, the high waters in 1937 or 1938, the work of Gus O'Neil as lock engineer and Mr. Dugal, Jack Roberts, and John W. Abel as lockmasters, repair of leaks, and precautions taken to protect the locks during World War II."	http://lib.lsu.edu/services/oralhistory/abstracts/suehebert/Rivet_Bill.pdf	"River lock worker (1931-1961) and resident of Plaquemine, Louisiana."	Andes (Steamboat); Locks (Hydraulic engineering)--Louisiana.; Floods--Mississippi River.; Plaquemine (La.); Mississippi River--Commerce.; Mississippi River--Navigation.	1 sound cassette (45 minutes); Index (1 p.)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Bill Lindon Rivet Oral History Interview, Mss. 4700.0054, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws. 	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Atchafalya Basin Oral History Project	"Nelson and Lottie McQuiston oral history interview, 1979"	"McQuiston, Nelson, 1897-1986"	1979	"McQuiston, Lottie.; Hebert, Sue."	"The McQuistons discuss geographical changes in the Atchafalaya Basin the since 1929, the Atchafalaya spillway, lumbering in the area, local treatment of illnesses, residents shopping for groceries and clothing, mail service, education, boat building, housing, crops and livestock, births, weddings, and funerals, fishing, and picking and ginning Spanish moss."	http://lib.lsu.edu/services/oralhistory/abstracts/suehebert/McQuiston_Nelson_&_Lottie.pdf	"Nelson and Lottie McQuiston were married in 1921 and lived in the Atchafalaya Basin area of Louisiana.  They resided in Baker, Louisiana, at the time of this interview."	"McQuiston, Nelson, 1897-1986--Interviews.; Traditional medicine--Louisiana.; Spanish moss--Louisiana.; Lumbering--Louisiana--Atchafalaya Basin.; Fishing--Louisiana--Atchafalaya Basin.; Human geography--Louisiana--Atchafalaya Basin.; Atchafalaya Basin (La.)--Social conditions.; Atchafalaya Basin (La.)--History.; Atchafalaya Floodway (La.)"	1 sound cassette (1.5 hours); Index (2 p.)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Nelson and Lottie McQuiston Oral History Interview, Mss. 4700.0044, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws. 	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Atchafalya Basin Oral History Project	"Samuel McQuiston oral history interview, 1979"	"McQuiston, Samuel, 1899-1980"	1979	"Hebert, Sue."	"In the interview, McQuiston describes flooding of Bayou Chene, lumbering, fishing, and trapping fur-bearing animals in the Plaquemine area, local geography and place names, and the local school and educators."	http://lib.lsu.edu/services/oralhistory/abstracts/suehebert/McQuiston_Samuel.pdf	"Resident of Plaquemine, Louisiana."	"McQuiston, Samuel, 1899-1980--Interviews.; Lumbering--Louisiana--Plaquemine.; Fishing--Louisiana--Plaquemine.; Human geography--Louisiana--Plaquemine.; Fur-bearing animals--Louisiana.; Floods--Louisiana--Bayou Chene.; Plaquemine (La.)--Social conditions.; Bayou Chene (La.)"	1 sound cassette (20 minutes); Index (1 p.)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Samuel McQuiston Oral History Interview, Mss. 4700.0045, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws. 	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Atchafalya Basin Oral History Project	"Shine Larson oral history interview, 1979"	"Larson, Shine, -1903"	1979	"Hebert, Sue."	The interview discusses Larson's family background; picking and ginning Spanish moss; logging; trapping fur-bearing animals; fishing; the flood of 1927; local politics and elections; and life in Bayou Chene.	http://lib.lsu.edu/services/oralhistory/abstracts/suehebert/Larson_Shine.pdf	"Resident of Bayou Chene, Louisiana."	Lumbering--Louisiana.; Fishing--Louisiana--Plaquemine.; Floods--Louisiana--Bayou Chene.; Fur-bearing animals--Louisiana.; Spanish moss--Louisiana.; Bayou Chene (La.)	1 sound cassette (37 minutes); Index (2 p.)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Shine Larson Oral History Interview, Mss. 4700.0034, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws. 	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Atchafalya Basin Oral History Project	"Leander Curry oral history interview, 1979"	"Curry, Leander, "	1979	"Hebert, Sue,"	"Curry describes his way of life on Bayou Chene from the 1920s until the 1970s, operating a school transfer boat, life on the bayou, fishing, hunting, and moss picking."	http://lib.lsu.edu/services/oralhistory/abstracts/suehebert/Curry_Leander.pdf	"Leander Curry was a resident of Bayou Chene, La."	"Curry, Leander--Interviews.; Hunting--Louisiana.; Fishing--Louisiana.; Spanish moss industry--Louisiana.; School children--Transportation--Louisiana.; Bayou Chene (La.)--Social life and customs--20th century."	1 sound cassette (28 minutes); Abstract (2 leaves); Index (2 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Leander Curry Oral History Interview, Mss. 4700.2085, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Baton Rouge Blues Oral History Project	"Oscar Davis oral history interview, 1997"	"Davis, Oscar, "	1997	"Jackson, Jo,"	"Davis dicusses his family and three wives; his musical influences; local blues musicians; his harmonica techniques; Tabby Thomas, a club owner; drug and alcohol abuse among blues musicians; the financing, recording, and sale of music; and the differences between black and white musicians and audiences."	http://lib.lsu.edu/services/oralhistory/abstracts/brblues/Davis_Oscar_T1095.abs.pdf	Oscar Davis was a Baton Rouge blues musician.	"Davis, Oscar--Interviews.; Thomas, Tabby.; Blues (Music)--Louisiana.; Harmonica music (Blues)--Louisiana.; Nightclubs--Louisiana.; Sound recording industry--Louisiana.; Audiences--Louisiana."	1 sound cassette (1 hour); Transcript (46 leaves); Index (2 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Oscar Davis Oral History Interview, Mss. 4700.0755, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by the interviewee and/or his heirs and Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Baton Rouge History and Culture Oral History Project	"Richard Alden McEwen oral history interview, 1998"	"McEwen, Richard A., "	1998	"Dean, Pamela, -1946"	"McEwen discusses his education; his city planning work in St. Louis, Santa Fe, Richmond, and Baton Rouge; the development of early subdivisions in Baton Rouge; street, drainage, and sewer projects; the Baton Rouge Planning Commission and City Council; urban renewal and the building of the Riverside Centroplex; the influence of petrochemical companies on the development of Baton Rouge; improvement of substandard housing; Mayor Tom Ed McHugh's Horizon Plan for Baton Rouge in the 1980s; and McEwen's role in developing a parking plan for Louisiana State University in 1982."	http://lib.lsu.edu/services/oralhistory/abstracts/brhistory/McEwen_Richard_alltapes.abs.pdf	"Richard Alden McEwen studied landscape architecture at Iowa State University and planned army camp sites during World War II.  He was a city planner in St. Louis, Missouri; Santa Fe, New Mexico; and Richmond, California, before becoming planning director for Baton Rouge, Louisiana in 1953.  He retired in 1980."	"McEwen, Richard A.--Interviews.; McHugh, Tom Ed.; Riverside Centroplex (Baton Rouge, La.); Louisiana State University (Baton Rouge, La.)--Parking.; City planning--Louisiana--Baton Rouge.; City planning--United States.; Land subdivision--Louisiana--Baton Rouge.; Urban renewal--Louisiana--Baton Rouge.; Housing rehabilitation--Louisiana--Baton Rouge.; Streets--Louisiana--Baton Rouge.; Road drainage--Louisiana--Baton Rouge.; Sewerage--Louisiana--Baton Rouge.; Petroleum chemicals industry--Louisiana--Baton Rouge.; Baton Rouge (La.)--Politics and government--20th century."	6 sound cassettes (8.5 hours); Transcript (202 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Richard Alden McEwen Oral History Interview, Mss. 4700.0934, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Baton Rouge Insurance Industry Oral History Project	"Paul Arst oral history interview, 1995"	"Arst, Paul, 1921-2012"	1995	"Rackley, R. Robert, -1936"	"In the interview, Arst discusses his long career with Prudential, changes in the insurance industry over the years, his involvement in LSU alumni affairs, and community work.  He relates stories of his personal life and of persons he met throughout his career, and he describes his personal business philosophy.  Time period covered includes 1938-1970s."	http://lib.lsu.edu/services/oralhistory/abstracts/brinsurance/Arst_Paul_T718.abs.pdf	"Paul Arst has been a prominent member of both the business and civic communities in Baton Rouge, Louisiana.  Having received his early education in Drew, Mississippi and a B. S. in Commerce from Louisiana State University in 1942, he became a chartered life underwriter, and has been associated with the Prudential Insurance Company of America since January 1948, and presently retains the position of agent emeritus."	"Arst, Paul, 1921-2012--Interviews.; Louisiana State University (Baton Rouge, La.)--Alumni and alumnae.; Insurance industry--Louisiana."	2 sound cassettes (1.5 hours); Transcript (56 p.)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Paul Arst Oral History Interview, 4700.0503, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Baton Rouge Insurance Industry Oral History Project	"Elbert Lent oral history interview, 1998"	"Lent, Elbert, 1909-2009"	1998	"Rackley, R. Robert, -1936"	"Lent discusses his career with Prudential in New York State; the history and development of the life insurance industry in Louisiana; important insurance companies and salesmen in Louisiana; Sidney Marks, the head of the New Orleans Prudential office; setting up a Prudential office in Baton Rouge; his work for United Companies and the Lincoln National Life Insurance Company; the increasing professionalization of and respect for life insurance agents beginning in the 1960s; and several Louisiana insurance commissioners."	http://lib.lsu.edu/services/oralhistory/abstracts/brinsurance/Lent_Elbert_T1602.abs.pdf	"Elbert Lent was born on December 2, 1909, and was raised in New Jersey.  After graduating from high school, he moved to New York City and entered the life insurance sales field at Prudential Insurance Company.  He was transferred to New Orleans in 1948 and then to Baton Rouge in 1950 to set up an office for Prudential.  Lent later worked for United Companies and the Lincoln National Life Insurance Company."	"Lent, Elbert, 1909-2009--Interviews.; Marks, Sidney.; Prudential Insurance Company of America.; United Companies.; Lincoln National Life Insurance Company.; Life insurance--New York (State); Life insurance--Louisiana.; Insurance companies--Louisiana."	1 sound cassette (1.25 hours); Transcript (34 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Elbert Lent Oral History Interview, Mss. 4700.1080, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Bayou Lafourche Oral History Project	"Allen ""Al"" Danos, Jr. oral history interview, 2010"	"Danos, Allen, 1947?-"	2010	"Donovan, Erin,; Shelby, Christina,"	"Danos focuses largely on his professional career with Danos and Curole, discussing domestic and international expansion efforts in the 1970s-1990s, with a particular focus on his work in oil production in Nigeria.  He discusses his interest in the ""boat"" side of the business, and his activities since retirement in 2006.  Danos discusses the Catholic community, his home life, Cajun heritage and current culture, and his regular gatherings with friends."	http://lib.lsu.edu/services/oralhistory/abstracts/bayoulafourche/Danos_Allen_T3934.pdf	"Allen ""Al"" Danos was born in Cut Off, La., around 1947 and attended Holy Cross High School in New Orleans.  In his early twenties he joined his father, Allen Danos, Sr., in the family business, Danos and Curole Marine Contractors; he and his brother Hank took over the company in the early 1970s.  Since his retirement in the early 2000s Danos has become a board member of Nicholls State University Foundation, a board member of the Houma-Thibodaux Diocese, and worked to develop tourism in Port Fourchon.  He is a practicing Catholic, and lives in Cut Off with his wife.  They have four children and five grandchildren."	"Danos, Allen, Jr., 1947?---Interviews.; Catholic Church--Louisiana--Lafourche Parish.; Cajuns--Louisiana--Lafourche Parish--Social life and customs.; Oil field equipment and supplies industry--Louisiana.; Offshore oil field equipment industry--Louisiana.; Petroleum industry and trade--Social aspects--Nigeria."	1 digital audio file (21 minutes); Abstract (3 leaves); Index (3 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Allen ""Al"" Danos, Jr. Oral History Interview, Mss. 4700.2088, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Bayou Lafourche Oral History Project	"Augustin J. ""A.J."" LeBlanc, Jr. oral history interview, 2010"	"LeBlanc, A. J. -1936"	2010	"Smith, Courtney,; Hadley, Brooklne,"	"LeBlanc discusses his French Catholic upbringing, and the importance of community, family, and education in his youth.  He talks about his early marriage and career with Humble Oil, and about switching careers into the nascent insurance industry, in which he had financial and professional success.  He discusses the physical and socioeconomic topography of Bayou Lafourche, talking about its changes over the past sixty years, and its current physical reduction and financial inequalities.  He talks about the impact of hurricanes on Bayou Lafourche.  He discusses his family history and his offspring.  He mentions his participation in a community of local French speakers who are trying to preserve the language, and the importance of doing so."	http://lib.lsu.edu/services/oralhistory/abstracts/bayoulafourche/LeBlanc_Augustin_J_T3939.pdf	"Augustin ""A.J."" LeBlanc, was born July 9, 1936, in Lockport, Louisiana, and is one of three sons of Augustin LeBlanc, Sr.  He grew up speaking French at home, and his house did not have electricity until after World War II.  He was raised, and continues to be, an observant Catholic, and education was always emphasized by his parents.  After high school he married and began working for Humble Oil (now Exxon), but left in 1958 to study insurance marketing at University of Southwest Louisiana.  He set up a State Farm-affiliated practice in Larose, which grew to be very successful.  He and his wife have four children and a number of grandchildren, live in Larose and have a camp in Leeville."	"LeBlanc, A. J.--(Augustin J.), Jr., 1936---Interviews.; Catholic Church--Louisiana--Lafourche Parish.; Cajun French dialect--Louisiana--Lafourche Parish.; Cajuns--Louisiana--Social life and customs.; Extended families--Louisiana--Lafourche Parish.; Families--Louisiana--Lafourche Parish.; Hurricanes--Louisiana--Lafourche Parish.; Insurance--Louisiana--Lafourche Parish.; Insurance agents--Louisiana--Lafourche Parish.; Petroleum industry and trade--Louisiana--Lafourche Parish.; Lafourche Parish (La.)--Social life and customs.; Larose (La.)--Economic conditions.; Lockport (La.)--Social life and customs.; Lafourche, Bayou (La.)--Economic conditions."	"1 digital audio file (1 hour, 11 minutes); Abstract (5 leaves); Index (7 leaves)"	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Augustin J. ""A.J."" LeBlanc, Jr. Oral History Interview, Mss. 4700.2093, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Bayou Lafourche Oral History Project	"Belonie Scioneaux oral history interview, 2010"	"Scioneaux, Belonie, 1931-2011"	2010	"Philips, Allie,"	"Scioneaux discusses his childhood on a Louisiana plantation and his role in the workforce, as well as his job at the Avondale shipyard. He discusses his first wife and her infidelity, then tells an anecdote about his second wife and her eating habits. Scioneaux enjoys hunting and discusses his various guns, and shooting a rabbit. He explains his limited English, and offers some phrases in French."	http://lib.lsu.edu/services/oralhistory/abstracts/bayoulafourche/Scioneaux_Belonie_T3936.pdf	"Belonie Scioneaux was born in 1931 in Vacherie, Louisiana, the son of Ernest and Martha Scioneaux. His family was employed by a plantation on which they lived, and he began working at a young age. As an adult he worked at Avondale Shipyard for a time before leaving because of health problems. He married at least twice (second wife: Audrey Kraemer Scioneaux), and had several children and stepchildren. Scioneaux, a native French speaker and resident of Chackbay, enjoyed hunting and helping at his daughter's restaurant, Nocko's Deli, until his death in 2011."	"Scioneaux, Belonie, 1931-2011--Interviews.; Adultery--Louisiana--Lafourche Parish.; Cajun French dialect--Louisiana--Lafourche Parish.; Hunting--Louisiana--Lafourche Parish.; Shipbuilding industry--Louisiana--Employees.; Vacherie (La.)--Social life and customs."	1 digital audio file (24 minutes); Abstract (2 leaves); Index (3 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Belonie Scioneaux Oral History Interview, Mss. 4700.2090, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
Bayou Lafourche Oral History Project	"Brenda Dardar Robichaux oral history interview, 2010"	"Robichaux, Brenda Dardar, -1958"	2010	"Hayward, David,"	"Robichaux discusses her upbringing in a Houma community just outside of Golden Meadow, Louisiana, and the history of the contentious relationship between the Houma and the white communities of south Louisiana.  The family grew much of its own food, and her father always made sure the family was well fed, even during economically challenging times.  Robichaux discusses the changes in Bayou Lafourche, including the saltwater erosion and the rise in industry in formerly residential communities.  She discusses her grandfather's (Ernest Dardar, a traiteur) role in the community, and recounts the gathering spaces for the family and community, which included the Catholic chapel, her father's boat, and her parents' house."	http://lib.lsu.edu/services/oralhistory/abstracts/bayoulafourche/Robichaux_Brenda_T3946.pdf	"Brenda Dardar Robichaux was born and raised in a Houma Indian community just south of the corporation limits of Golden Meadow, Louisiana.  Her grandfather, Ernest Dardar, was a traiteur, or healer, and her father was a fisherman.  The youngest child in her family, she was among the first Indian students to integrate Bayou Lafourche public schools, and she worked for the parish school district early in her career.  She served as the Principal Chief of the United Houma Nation (1997-2010), and is an outspoken advocate for minority rights.  She has also served on numerous boards (Second Harvest, Inter-Tribal Council of Louisiana, National Indian Education Association, Rockefeller Philanthropy Gulf Coast Ecological Health and Community Renewal Fund Advisory Group, New Orleans Jazz & Heritage) and has won many awards for her service from local and national organizations (Times Picayune, Ms. Foundation, National Coalition on Black Civic Participation, United Houma Nation).  She is married to former state senator Michael Robichaux and has three children: Josh, Jason, and Felicite."	"Robichaux, Brenda Dardar, 1958---Interviews.; Dardar, Ernest.; Catholic Church--Louisiana--Lafourche Parish.; Houma Indians--Louisiana--Lafourche Parish.; Indian healers--Louisiana--Lafourche Parish.; Petroleum industry and trade--Louisiana--Lafourche Parish.; Whites--Louisiana--Lafourche Parish--Relations with Indians.; Golden Meadow (La.)--Social life and customs.; Lafourche Parish (La.)--Social life and customs.; Lafourche, Bayou (La.)--Economic conditions."	1 digital audio file (29 minutes); Abstract (3 leaves); Index (4 leaves)	Louisiana State University Libraries Special Collections (http://www.lib.lsu.edu/special)	"Brenda Dardar Robichaux Oral History Interview, Mss. 4700.2100, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La."	Physical rights are retained by the LSU Libraries. Copyright is retained by Louisiana State University in accordance with U.S. copyright laws.	"E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this audio here: http://www.lib.lsu.edu/special/services/duplication.html Mention the ""Item number"" or ""Item URL"" in your request. "
