Title	Creator	Contributors	Date	Publisher	Subject	Coverage	Description	Notes	Language	Type	Repository	Restrictions	Cite As	Format	Contact and Ordering Information	Object File Name	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.42,-150.41	Aerial view of 70.42N/150.41W.	Photograph 71-1-113.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001818	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2080	2080	72836191482003_cd001818.gif	/CRD/image/72836191482003_cd001818.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.43,-150.39	Aerial view of 70.43N/150.39W.	Photograph 71-1-112.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001819	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2081	2081	85336191482003_cd001819.gif	/CRD/image/85336191482003_cd001819.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.43,-150.37	Aerial view of 70.43N/150.37W.	Photograph 71-1-111.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001820	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2082	2082	97836191482003_cd001820.gif	/CRD/image/97836191482003_cd001820.gif
Aerial photograph of the Colville River Delta			1917-06		Colville River Delta (Alaska)	70.44,-150.35	Aerial view of 70.44N/150.35W.	Photograph 71-1-110.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001821	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2083	2083	10337191482003_cd001821.gif	/CRD/image/10337191482003_cd001821.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.44,-150.34	Aerial view of 70.44N/150.34W.	Photograph 71-1-109.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001822	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2084	2084	24437191482003_cd001822.gif	/CRD/image/24437191482003_cd001822.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.45,-150.32	Aerial view of 70.45N/150.32W.	Photograph 71-1-108.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001823	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2085	2085	40037191482003_cd001823.gif	/CRD/image/40037191482003_cd001823.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.46,-150.31	Aerial view of 70.46N/150.31W.	Photograph 71-1-107.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001824	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2086	2086	58837191482003_cd001824.gif	/CRD/image/58837191482003_cd001824.gif
Aerial photographs of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.46,-150.29	Aerial view of 70.46N/150.29W.	Photograph 71-1-106.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001825	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2087	2087	77537191482003_cd001825.gif	/CRD/image/77537191482003_cd001825.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.47,-150.28	Aerial view of 70.47N/150.28W.	Photograph 71-1-105.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001826	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2088	2088	91637191482003_cd001826.gif	/CRD/image/91637191482003_cd001826.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.48,-150.26	Aerial view of 70.48N/150.26W.	Photograph 71-1-104.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001827	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2089	2089	8838191482003_cd001827.gif	/CRD/image/8838191482003_cd001827.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.48,-150.25	Aerial view of 70.48N/150.25W.	Photograph 71-1-103.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001828	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2090	2090	22838191482003_cd001828.gif	/CRD/image/22838191482003_cd001828.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.49,-150.23	Aerial view of 70.49N/150.23W.	Photograph 71-1-102.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001829	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2091	2091	35338191482003_cd001829.gif	/CRD/image/35338191482003_cd001829.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.50,-150.21	Aerial view of 70.50N.150.21W.	Photograph 71-1-101.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001830	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2092	2092	47838191482003_cd001830.gif	/CRD/image/47838191482003_cd001830.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.51,-150.20	Aerial view of 70.51N/150.20W.	Photograph 71-1-100.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001831	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2093	2093	60338191482003_cd001831.gif	/CRD/image/60338191482003_cd001831.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.51,-150.18	Aerial view of 70.51N/150.18W.	Photograph 71-1-99.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001832	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2094	2094	71338191482003_cd001832.gif	/CRD/image/71338191482003_cd001832.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.52,-150.18	Aerial view of 70.52N/150.18W.	Photograph 71-1-98.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001833	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2095	2095	83838191482003_cd001833.gif	/CRD/image/83838191482003_cd001833.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.23,-150.83	Aerial view of 70.23N/150.83W.	Photograph 71-1-125.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001834	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2096	2096	99438191482003_cd001834.gif	/CRD/image/99438191482003_cd001834.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.22,-150.85	Aerial view of 70.22N/150.85W.	Photograph 71-1-126.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001835	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2097	2097	11939191482003_cd001835.gif	/CRD/image/11939191482003_cd001835.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.22,-150.89	Aerial view of 70.22N/150.89W.	Photograph 71-1-128.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001836	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2098	2098	27539191482003_cd001836.gif	/CRD/image/27539191482003_cd001836.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)		Aerial view.	Photograph 71-1-129.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001837	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2099	2099	38439191482003_cd001837.gif	/CRD/image/38439191482003_cd001837.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.22,-150.93	Aerial view of 70.22N/150.93W.	Photograph 71-1-130.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001838	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2100	2100	50939191482003_cd001838.gif	/CRD/image/50939191482003_cd001838.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.23,-150.98	Aerial view of 70.23N/150.98W.	Photograph 71-1-133.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001839	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2101	2101	63439191482003_cd001839.gif	/CRD/image/63439191482003_cd001839.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.23,-150.99	Aerial view of 70.23N/150.99W.	Photograph 71-1-134.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001840	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2102	2102	75939191482003_cd001840.gif	/CRD/image/75939191482003_cd001840.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.24,-151.01	Aerial view of 70.24N/150.01W.	Photograph 71-1-135.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001841	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2103	2103	88439191482003_cd001841.gif	/CRD/image/88439191482003_cd001841.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.24,-151.03	Aerial view of 70.24N/151.03W.	Photograph 71-1-136.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001842	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2104	2104	940191482003_cd001842.gif	/CRD/image/940191482003_cd001842.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.25,-151.02	Aerial view of 70.25N/151.02W.	Photograph 71-1-137.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001843	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2105	2105	15040191482003_cd001843.gif	/CRD/image/15040191482003_cd001843.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.26,-151.01	Aerial view of 70.26N/151.01W.	Photograph 71-1-138.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001844	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2106	2106	27540191482003_cd001844.gif	/CRD/image/27540191482003_cd001844.gif
Aerial photograph of the Colville River Delta			1971-06		Colville River Delta (Alaska)	70.26,-151.01	Aerial view of 70.26N/151.01W.	Photograph 71-1-139.	eng.	Image	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Colville River Delta, Alaska Collection, LOUISiana Digital Library, Baton Rouge, La.	gif	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	cd001845	See 'reference url' on the navigation bars.	http://www.louisianadigitallibrary.org/cdm4/index_CRD.php?CISOROOT=/CRD		2004-08-13	2004-08-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/CRD/id/2107	2107	38440191482003_cd001845.gif	/CRD/image/38440191482003_cd001845.gif
