SortOrder	Title	Compound	Date	Photographer	Subjects	Notes	Original Format/Size	Digital Format	Repository	Repository Collection	Repository Collection Guide	Restrictions	Collection Source	Cite As	Relation	Contact and Ordering Information	Item URL	Item Number	Collection URL	Type	General Type	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
166	Flood waters	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs	[image number] 1880	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730113d	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/595	595	596.jpg	/LSU_MRF/image/596.jpg
167	Brooklyn Bridge, New York, N. Y.	No	ca. 1927	Ascribed to J. G. Ewing	Brooklyn Bridge (New York, N.Y.)--Photographs	View of Brooklyn Bridge, New York City	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730114	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/596	596	597.jpg	/LSU_MRF/image/597.jpg
168	Athlone. Subsiding water near railroad track	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs	[image number] 1873	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730115a	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/597	597	598.jpg	/LSU_MRF/image/598.jpg
169	Flood waters with bridge	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs; Bridges--Flood damage--Photographs	[image number] 1874	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730115b	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/598	598	599.jpg	/LSU_MRF/image/599.jpg
170	Damaged bridge approach	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs; Bridges--Flood damage--Photographs	[image number] 1875	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730115c	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/599	599	600.jpg	/LSU_MRF/image/600.jpg
171	View of debris and building with water mark	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs; Bridges--Flood damage--Photographs	[image number] 1876	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730115d	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/600	600	601.jpg	/LSU_MRF/image/601.jpg
172	View of road with bridge taken before the flood.	No	1925 Apr. 8	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs	11519-23 Ewing Inc 4-8-25 [Duplicate photo of 4373086, print tones different]	Gelatin silver prints; 7.50" x 9.50"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730116	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/601	601	602.jpg	/LSU_MRF/image/602.jpg
173	Bridge with flood waters	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs; Bridges--Flood damage--Photographs	[image number] 1865	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730117a	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/602	602	603.jpg	/LSU_MRF/image/603.jpg
174	Bridge with flood waters	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs; Bridges--Louisiana--Photographs	[image number] 1866	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730117b	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/603	603	604.jpg	/LSU_MRF/image/604.jpg
175	Bridge with flood waters	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs; Bridges--Louisiana--Photographs	[image number] 1867	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730117c	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/604	604	605.jpg	/LSU_MRF/image/605.jpg
176	Bridge with flood waters	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Bridges--Flood damage--Photographs; Mississippi River--Floods--Photographs	[image number] 1868	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730117d	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/605	605	606.jpg	/LSU_MRF/image/606.jpg
177	View of dirt road before the flood.	No	1925 Apr. 10	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Ewing, Inc.; Mississippi River--Floods--Photographs	11523-47 Ewing Inc 4-10-25	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730118	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/606	606	607.jpg	/LSU_MRF/image/607.jpg
178	Near Geismar-building new levee in front of portion weakened by slide. May 18, 1927	No	1927 May 18	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Levees--Louisiana--Geismar--Photographs; Ewing, Inc.; Mississippi River--Floods--Photographs	G-66-2 Ewing Inc. Baton Rouge May 18,1927	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730119	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/607	607	608.jpg	/LSU_MRF/image/608.jpg
179	Along the highway, near Thibodaux, La.	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Thibodaux (La.)--Photographs; Mississippi River--Floods--Photographs	none	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730120	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/608	608	609.jpg	/LSU_MRF/image/609.jpg
180	Near Geismar-showing portion of levee slide. May18, 1927	No	1927 May 18	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Levees--Louisiana--Geismar--Photographs; Geismar (La.)--Photographs; Mississippi River--Floods--Photographs; Ewing, Inc.	G-66-4 Ewing Inc. Baton Rouge May 18,1927	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730121	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/609	609	610.jpg	/LSU_MRF/image/610.jpg
181	Lone Star highway south of Monroe along Ouachitau River	No	1925	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Mississippi River--Floods--Photographs; Ouachita River (Ark. and La.)--Photographs; Lone Star Highway (La.)--Photographs; Ewing, Inc.	11518-38 Ewing Inc. [following words obscured by paper label]	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730122	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/610	610	611.jpg	/LSU_MRF/image/611.jpg
182	Reclaimed highway with damaged buildings	No	1927 Aug. 20	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Roads--Maintenance and repair--Photographs; Dwellings--Flood damage--Photographs; Ewing, Inc.; Mississippi River--Floods--Photographs	F-3- &#169; Ewing Inc Baton Rouge Aug. 20, 1927	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730123	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/611	611	612.jpg	/LSU_MRF/image/612.jpg
183	View of dirt road	No	1926 Dec. 2	J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Ewing, Inc.; Mississippi River--Floods--Photographs	Ewing Inc L.H. 123 12-2-26	Gelatin silver prints; 8.00" x 10.00"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730124	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/612	612	613.jpg	/LSU_MRF/image/613.jpg
184	Levee scene, cars, steamboats	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Levees--Louisiana--Photographs; Mississippi River--Floods--Photographs	[image number] 1834	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730125a	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/613	613	614.jpg	/LSU_MRF/image/614.jpg
185	Embankment with sandbags, railroad tracks	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Levees--Louisiana--Photographs; Mississippi River--Floods--Photographs	[image number] 1835	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730125b	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/614	614	615.jpg	/LSU_MRF/image/615.jpg
186	Embankment with railroad tracks	No	ca. 1927	Ascribed to J. G. Ewing	Floods--Louisiana--History--20th century--Photographs; Levees--Louisiana--Photographs; Mississippi River--Floods--Photographs	[image number] 1836	Gelatin silver prints; 3.50" x 5.75"	jpeg	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Mississippi River Flood of 1927 Album	Finding aid for the original photographs: http://www.lib.lsu.edu/special/findaid/4373.pdf	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	Mississippi River Flood of 1927 Album (Mss. 4373), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.	http://louisdl.louislibraries.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigational bars.	43730125c	http://www.louisianadigitallibrary.org/cdm4/index_LSU_MRF.php?CISOROOT=/LSU_MRF	Gelatin Silver Prints	Image		2005-10-27	2005-10-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_MRF/id/615	615	616.jpg	/LSU_MRF/image/616.jpg
