Title	Author	Century	Date	Origin	Contents	Illustration	Scripts	Scribe/artists	Current location	Description	Bibliographical references	Publications about	Associated names	Alternative title(s)	Language	Genres	Facsimile Publisher	Extent	Call Number	Contributors	Publisher	Type	Digital Format	Repository	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Restrictions	Contact and Ordering Information	Item URL	Collection URL	Dates	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Codex Calixtinus		12th century	ca. 1150-60	Spain	Guide for pilgrims	paintings of St. James and other figures; Decorated initials	Gothic	Unknown	Archivo de la Catedral de Santiago de Compostela, Spain (http://www.catedraldesantiago.es/es/archivo-biblioteca )	Also known as the Liber Sancti Jacobi, this manuscript is a guidebook for pilgrims traveling to the shrine of the apostle St. James in Santiago de Compostela, Spain.  The text was long thought to have been written by Pope Callixtus II, but scholars now believe that it is the work of Callixtus’s secretary, the French scholar Aymeric Picaud.      The Codex Callixtinus is divided into five sections.  The first contains sermons, liturgical texts and homilies for the liturgy of St. James.  The second recounts miracles attributed to the him.  This is followed by a history of the transfer of St. James’s body from Jerusalem to Galicia.  The fourth book, which was reincorporated into the manuscript in 1964 after being removed from the codex in the seventeenth century, is a history of Charlemagne’s failed attempt in the eighth century to liberate Spain and the tomb of St. James from the Moors; it also contains an account of the death of the knight Roland at the Battle of Roncevaux Pass in 778.  The fifth and final book contains practical advice for pilgrims traveling to Santiago de Compostela.  This manuscript is also an important source of medieval polyphonic music and contains the earliest known composition for three voices.				Liber Sancti Jacobi	Latin		[Madrid?]: Kaydeda Ediciones, 1993	1 v. facsimile	Rare BT685.5 .C64 1993 OVER			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00023											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1145, 1146, 1148, 1149, 1150, 1151, 1152, 1153, 1154, 1155, 1156, 1157, 1158, 1159, 1160, 1161, 1162, 1163, 1164, 1165		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/501	501	502.cpd	/MMF/image/502.cpd
Page 118v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/502	502	503.jpg	/MMF/image/503.jpg
Page 222r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/503	503	504.jpg	/MMF/image/504.jpg
Page 520r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/504	504	505.jpg	/MMF/image/505.jpg
Page 526r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/505	505	506.jpg	/MMF/image/506.jpg
Page 526v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/506	506	507.jpg	/MMF/image/507.jpg
The North French Hebrew Miscellany		13th century	ca. 1278	France		49 full-page illustrations of stories from the Bible and Haggadah	Hebrew	Benjamin the Scribe	British Library Add. Ms. 11639 (http://www.bl.uk/ )	The North French Hebrew Miscellany comprises 84 different groups of texts, including poems, legal codes, and material related to marriage, divorce, rituals, and business transactions.  Among other texts included are the Pentateuch, Haftarot, Pirkei Avot, the Mezuzah, the Book of Tobit, and Isaac de Corbeil’s Sefer Mitsvot Katan.  The miscellany is an important source of sacred Hebrew poetry.  Most of the poems fall into the category of Yotseroth, cycles of poems related to the morning prayer service.  Other categories include Sabbath table-songs, petitions for forgiveness, and songs for the Jewish festival of Sukkoth.    This is a fine and rare example of Ashkenazi Hebrew manuscript illumination, and  it contains several dozen full-page illustrations of biblical scenes and figures, including Aaron, David, Moses, Abraham, Judith, David and Goliath, the Tree of Life, the Tabernacle, Three Youths in the Fiery Furnace, the Nine Spheres, and the Judgment of Solomon.  The manuscript is also rich in marginal decorations, many of which feature birds and other animals.				Chummash et Machzor Hebraice	Hebrew		London: Facsimile Editions, 2003	V. 1, facsimile; V. 2, commentary	Rare BM675 .C58 2003			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00020											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1273, 1274, 1275, 1276, 1277, 1278, 1279, 1280, 1281, 1282, 1283		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/507	507	508.cpd	/MMF/image/508.cpd
Page 020r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/508	508	509.jp2	/MMF/image/509.jp2
Page 041v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/509	509	510.jp2	/MMF/image/510.jp2
Page 083r																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/510	510	511.jp2	/MMF/image/511.jp2
Page 112v																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-13	2009-01-13	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/511	511	512.jp2	/MMF/image/512.jp2
Cantigas de Santa María		13th century	13th century	Spain	Collections of monophonic (solo) songs	Full-page illuminations of biblical scenes; Decorated initials	Gothic	At court of Alfonso X	Biblioteca Nazionale Centrale, Florence, Ms. B.R. 20 (http://www.bncf.firenze.sbn.it/ )	This manuscript was produced at the court of Alfonso X "El Sabio" (1221-1284), king of Castile.  The songs (cantigas) are written in Galician-Portuguese, the language of the Spanish troubadours.   In total, 420 “songs to the Virgin Mary” were written at the Castilian court, of which this manuscript contains 109.  It has been suggested that King Alfonso himself may have authored many of them.    Three manuscripts of the Cantigas have survived.  This is the so-called Florence codex.  The work was never completed, and although it contains music staves, there are no notes.  Many of the illustrations are also incomplete.  Depict scenes from the life of the Virgin Mary, some illustrations are of an erotic nature, reflecting the troubadour emphasis on divine and courtly love.				El codice de Florencia de las cantigas de Alfonso X	Galician-Portuguese		Madrid: Edilan, 1989-1991	V. 1, facsimile; V. 2, commentary (in Spanish) 	Rare ML96.5 .A54 C3 1989 FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00026											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/512	512	513.cpd	/MMF/image/513.cpd
Page 047																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-14	2009-01-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/513	513	514.jp2	/MMF/image/514.jp2
Page 087																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-14	2009-01-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/514	514	515.jp2	/MMF/image/515.jp2
Page 124																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-14	2009-01-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/515	515	516.jp2	/MMF/image/516.jp2
Page 193																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-14	2009-01-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/516	516	517.jp2	/MMF/image/517.jp2
Theatrum Sanitatis		14th century	14th century	Italy	Treatise on medicine	208 half-page illustrations	Gothic	School of Giovannino de’ Grassi	Biblioteca Casanatense, Rome, Mss. 4182 (http://www.casanatense.it/index.php/en/ )	Written by the Arab physician Ububchasym of Baldach (also known as Ellucasim Elimittar) in the mid 11th century, the Theatrum Sanitatis is a treatise on medicine.  The work was widely popular in the 14th and 15th centuries and espouses medicine based on rational observations rather than superstition/folklore.  This codex is a summary of the original work, with illustrations.  According to the author, health is based on six factors:  climate, food and drink, movement and rest, sleep and wakefulness, happiness, pain and sadness.  Illness and disease result these factors become imbalanced.    The therapeutic properties of various foods, plants, and animal products are described, and basic rules of hygiene are laid out.  In addition to plants, the manuscript’s 208-illustrations also depict a variety of scenes from daily life in the Middle Ages, including cooking, wine making, harvesting, horse riding, hunting, fencing, dancing, and sex.  Tradesmen are also represented, including butchers, candlemakers, beekeepers, apothecaries, potters, and tailors.					Latin		Barcelona: M. Moleiro Editor, S.A., c1999	1 v. facsimile	Rare RS79 .T4613 1999 FLAT			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00029											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/517	517	518.cpd	/MMF/image/518.cpd
Page 042																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-14	2009-01-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/518	518	519.jpg	/MMF/image/519.jpg
Page 062																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-14	2009-01-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/519	519	520.jpg	/MMF/image/520.jpg
Page 197																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-14	2009-01-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/520	520	521.jpg	/MMF/image/521.jpg
Page 277																																									E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF			2009-01-14	2009-01-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/521	521	522.jpg	/MMF/image/522.jpg
Atlas de Historia Natural		16th century	ca. 1590	Spain	Illustrations of European and American flora and fauna	218 pages of illustrations of plants and animals	Italic	Unknown Italian artists at the court of Phillip II	Valencia University Library, Valencia, Spain (http://www.uv.es/uvweb/libraries-documentation-service/en/libraries-documentation-service-1285867215074.html )	Also known as the Pomar Codex, this manuscript was given to Jaime Honorato Pomar, professor of botany at the University of Valencia, by King Philip II of Spain.  The work incorporates many of the discoveries of the physician and naturalist Francisco Hernández (1517-1587), leader of a scientific expedition to Mexico in the 1570s.  Some of the illustrations appear to have been copied from Hernández’s drawings; others may have been drawn from life at the royal botanical gardens at Aranjuez.    The codex contains illustrations of seven animals and twenty-five plants of American origin, including the armadillo, tobacco, bananas, tomatoes, the Indian coconut, and the bird of paradise.  Most of the European plants are medicinal in nature, although there are a few images of decorative plants, including the tulip and narcissus. 				The Pomar Codex	Latin; Spanish; Nahuatl		[Valencia, Spain]: Vicent García, [1990]	V. 1, facsimile; V. 2, commentary	Rare QH41 .A85 1990 v. 1-2 OVER			Text		Louisiana State University Libraries, Special Collections, (http://www.lib.lsu.edu/special)					mm00033											Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See 'reference url' on the navigation bars.	http://louisdl.louislibraries.org/cdm4/index_MMF.php?CISOROOT=%2FMMF	1585, 1586, 1587, 1588, 1589, 1590, 1591, 1592, 1593, 1594, 1595		2015-02-11	2015-02-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/MMF/id/522	522	523.cpd	/MMF/image/523.cpd
