Title	Creator	Contributors	Subject(s)	Description	Notes	Publisher	Date	Type	Series	Digital Reproduction Information	Item URL	Repository	Language	Relation	Coverage-Spatial	Coverage-Temporal	Restrictions	Cataloger	Cataloged Date	Object File Name	Contact and Ordering Information	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 5										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/282	282	283.jpg	/p120701coll24/image/283.jpg
Page 6										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/283	283	284.jpg	/p120701coll24/image/284.jpg
Page 7										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/284	284	285.jpg	/p120701coll24/image/285.jpg
Page 8										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/285	285	286.jpg	/p120701coll24/image/286.jpg
Page 9										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/286	286	287.jpg	/p120701coll24/image/287.jpg
Page 10										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/287	287	288.jpg	/p120701coll24/image/288.jpg
Page 11										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/288	288	289.jpg	/p120701coll24/image/289.jpg
Page 12										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/289	289	290.jpg	/p120701coll24/image/290.jpg
Page 13										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/290	290	291.jpg	/p120701coll24/image/291.jpg
Page 14										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/291	291	292.jpg	/p120701coll24/image/292.jpg
Page 15										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/292	292	293.jpg	/p120701coll24/image/293.jpg
Page 16										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/293	293	294.jpg	/p120701coll24/image/294.jpg
Page 17										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/294	294	295.jpg	/p120701coll24/image/295.jpg
Page 18										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/295	295	296.jpg	/p120701coll24/image/296.jpg
Page 19										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/296	296	297.jpg	/p120701coll24/image/297.jpg
Page 20										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/297	297	298.jpg	/p120701coll24/image/298.jpg
Page 21										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/298	298	299.jpg	/p120701coll24/image/299.jpg
Page 22										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/299	299	300.jpg	/p120701coll24/image/300.jpg
Page 23										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/300	300	301.jpg	/p120701coll24/image/301.jpg
Page 24										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/301	301	302.jpg	/p120701coll24/image/302.jpg
Page 25										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/302	302	303.jpg	/p120701coll24/image/303.jpg
Page 26										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/303	303	304.jpg	/p120701coll24/image/304.jpg
Page 27										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/304	304	305.jpg	/p120701coll24/image/305.jpg
Page 28										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/305	305	306.jpg	/p120701coll24/image/306.jpg
Page 29										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/306	306	307.jpg	/p120701coll24/image/307.jpg
Page 30										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/307	307	308.jpg	/p120701coll24/image/308.jpg
Page 31										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/308	308	309.jpg	/p120701coll24/image/309.jpg
Views and activities : Louisiana State University, 1936.			Louisiana State University and Agricultural and Mechanical College--Pictorial works.	A pictorial introduction to the history, programs, research, and service work of LSU in 1936.			1936	image	Programs		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en				Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/309	309	310.cpd	/p120701coll24/image/310.cpd
Table of COntents										Imagery digitally captured with a digiBook 10000RGB scanner at 600 dpi and saved as TIFF.  Enhanced with PhotoShop 6.0.  Converted to JPEG.	See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections					Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.				E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-05-26	2009-05-26	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/310	310	311.jpg	/p120701coll24/image/311.jpg
Chain survey of the university campus.	Shlessinger, J.	Louisiana State University and Agricultural and Mechanical College. Dept. of Civil Engineering.	Louisiana State University and Agricultural and Mechanical College--Maps.; Louisiana State University Campus (Baton Rouge, La. : 1886-1926)--Maps.	Survey map of the LSU campus on the former U.S. Military Reserve in Baton Rouge, La., in 1908.			1908	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en								E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/312	312	313.jp2	/p120701coll24/image/313.jp2
Topographical survey of the Mississippi River : showing levee and bank line on both sides for a distance of one mile below ferry landing.	Fonville, J. F.	Louisiana State University and Agricultural and Mechanical College. Dept. of Civil Engineering.	Mississippi River--Maps.	Topographical survey of the Mississippi River from March 1909.			1909	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en								E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/313	313	314.jp2	/p120701coll24/image/314.jp2
Map showing campus property of Louisiana State University : being parts of Williams, Nestledown, & Arlington plantations.	Mundinger, A. G.	Louisiana State University and Agricultural and Mechanical College. Office of the Campus Engineer.	Louisiana State University and Agricultural and Mechanical College--Maps.; Louisiana State University Campus (Baton Rouge, La. : 1926- )--Maps.	Survey map of property around the present campus of Louisiana State University in 1940.			1940-12-09	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en								E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/314	314	315.jp2	/p120701coll24/image/315.jp2
Topographical map of Williams Plantation.	Louisiana State University and Agricultural and Mechanical College. Class of 1921.	Louisiana State University and Agricultural and Mechanical College. Class of 1922.	Williams Plantation (La.)--Maps.; Louisiana State University and Agricultural and Mechanical College--Maps.; Louisiana State University Campus (Baton Rouge, La. : 1926- )--Maps.	Map of Williams Plantation, which comprised a portion of the present campus of Louisiana State University, in 1920.	Surveyed by Classes of 1921-1922.		1920	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en								E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/315	315	316.jp2	/p120701coll24/image/316.jp2
Main quadrangle LSU-Baton Rouge : site survey and plan key.	Henslee, Thompson, and Cox (Landscape architects : Baton Rouge, La.)		Quadrangle (Baton Rouge, La.); Landscape architectural projects--Louisiana--Baton Rouge.; Plazas--Landscape architecture--Louisiana--Baton Rouge.	Survey of the existing site and a preliminary plan key for the LSU central campus quadrangle in 1975.			1975-11-10	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en								E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/316	316	317.jp2	/p120701coll24/image/317.jp2
Plot plan, Louisiana State University & Agricultural & Mechanical College.			Louisiana State University and Agricultural and Mechanical College--Maps.; Louisiana State University Campus (Baton Rouge, La. : 1926- )--Maps.	Plan showing the positions of the central campus quadrangle and buildings, probably from the 1920s.			circa 1920s	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en								E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-27	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/317	317	318.jp2	/p120701coll24/image/318.jp2
Louisiana State University and A&M College, Baton Rouge, Louisiana : planimetric map, main campus.	Brown & Butler Consulting Engineers (Baton Rouge, La.)		Louisiana State University and Agricultural and Mechanical College--Maps.; Louisiana State University Campus (Baton Rouge, La. : 1926- )--Maps.	Planimetric map of the present campus of Louisiana State University in 1958.  Planimetry by Abrams Aerial Survey Corp., horizontal control by Brown & Butler, horizontal control based on Lambert Projection, LA (South).		Lansing, Mich. : Abrams Aerial Survey Corp., 1958.	1958	image	Campus Plans		See 'reference url' on the navigation bars.	Louisiana State University Libraries, Special Collections	en								E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.									http://www.lib.lsu.edu/special/archives/digital		2009-08-05	2009-08-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p120701coll24/id/318	318	319.jp2	/p120701coll24/image/319.jp2
