Title	Date	Description of Original	Notes	Type	Subjects	Digital Collection	Repository	Shelving Location	Cite As	Restrictions	Contact and Ordering Information	Item URL	Collection URL	Digital Reproduction Information	Digitizer	Cataloged Date / Dataloger Initials	File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Box 5, Item 8		Loose Photograph 8 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 08)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2494	2494	2544.jp2	/p16313coll81/image/2544.jp2
Box 5, Item 9		Loose Photograph 9 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 09)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2495	2495	2545.jp2	/p16313coll81/image/2545.jp2
Box 5, Item 10		Loose Photograph 10 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 10)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2496	2496	2546.jp2	/p16313coll81/image/2546.jp2
Box 5, Item 11		Loose Photograph 11 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 11)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2497	2497	2547.jp2	/p16313coll81/image/2547.jp2
Box 5, Item 12		Loose Photograph 12 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 12)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2498	2498	2548.jp2	/p16313coll81/image/2548.jp2
Box 5, Item 13		Loose Photograph 13 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 13)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2499	2499	2549.jp2	/p16313coll81/image/2549.jp2
Box 5, Item 14		Loose Photograph 14 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 14)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2500	2500	2550.jp2	/p16313coll81/image/2550.jp2
Box 5, Item 15		Loose Photograph 15 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 15)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2501	2501	2551.jp2	/p16313coll81/image/2551.jp2
Box 5, Item 16		Loose Photograph 16 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 16)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2502	2502	2552.jp2	/p16313coll81/image/2552.jp2
Box 5, Item 17		Loose Photograph 17 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 17)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2503	2503	2553.jp2	/p16313coll81/image/2553.jp2
Box 5, Item 18		Loose Photograph 18 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 18)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2504	2504	2554.jp2	/p16313coll81/image/2554.jp2
Box 5, Item 19		Loose Photograph 19 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 19)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2505	2505	2555.jp2	/p16313coll81/image/2555.jp2
Box 5, Item 20		Loose Photograph 20 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 20)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2506	2506	2556.jp2	/p16313coll81/image/2556.jp2
Box 5, Item 21		Loose Photograph 21 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 21)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2507	2507	2557.jp2	/p16313coll81/image/2557.jp2
Box 5, Item 22		Loose Photograph 22 stored between page 60 and page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Item 22)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2508	2508	2558.jp2	/p16313coll81/image/2558.jp2
Box 5, Page 61		Page 61 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 61)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2509	2509	2559.jp2	/p16313coll81/image/2559.jp2
Box 5, Page 62		Page 62 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 62)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2510	2510	2560.jp2	/p16313coll81/image/2560.jp2
Box 5, Page 62 Photo A		Page 62 Photo A of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 62 Photo A)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2511	2511	2561.jp2	/p16313coll81/image/2561.jp2
Box 5, Page 62 Photo B		Page 62 Photo B of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 62 Photo B)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2512	2512	2562.jp2	/p16313coll81/image/2562.jp2
Box 5, Page 62 Photo C		Page 62 Photo C of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 62 Photo C)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2513	2513	2563.jp2	/p16313coll81/image/2563.jp2
Box 5, Page 63		Page 63 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 63)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2514	2514	2564.jp2	/p16313coll81/image/2564.jp2
Box 5, Page 64		Page 64 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 64)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2515	2515	2565.jp2	/p16313coll81/image/2565.jp2
Box 5, Page 65		Page 65 of Photographs (HB?) Photo Album from John B. Heroman Sr. Collection. (undated).				John B. Heroman, Sr. photograph collection, circa 1885-1940	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special )	91:2-3 (Box 5, Page 65)	John B. Heroman, Sr. Photograph Collection, Mss. 4951, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is  retained in accordance with U.S. copyright laws. Permission to reproduce this image  must be requested through the Special Collections Division, Louisiana State  University Libraries.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering  reprints of this image here: http://www.lib.lsu.edu/special/services/duplication.html. Mention the ""Item number"" or ""Item URL"" in your request.	See 'reference URL' in the navigation bar.	http://www.louisianadigitallibrary.org/cdm/landingpage/collection/p16313coll81	Scanned on Expson XL11000 as 600ppi TIFF files; Converted to JPEG files using Adobe Photoshop; Converted to JP2 files with CONTENTdm software.	Kaitlyn Devillier				2015-02-03	2015-02-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll81/id/2516	2516	2566.jp2	/p16313coll81/image/2566.jp2
