Title	Date	Summary	Author	Index Terms	Author's Biographical Information	Addressee's Biographical Information	Finding Aid	Cite as	Repository	Transcriptions/Translations Note	Restrictions	Donor Information	Contact and Ordering Information	Item URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/444	444	445.jp2	/p16313coll34/image/445.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/445	445	446.jp2	/p16313coll34/image/446.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/446	446	447.jp2	/p16313coll34/image/447.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/447	447	448.jp2	/p16313coll34/image/448.jp2
duplantierf05008e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/448	448	449.pdf	/p16313coll34/image/449.pdf
duplantierf05008f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/449	449	450.pdf	/p16313coll34/image/450.pdf
Armand Duplantier, Jr., to Antoine Frédérique Allard Duplantier, 1840 Jan. 15	1840-01-15	Armand Duplantier, Jr., St. James Parish, assures his cousin Antoine Frédérique Allard Duplantier, Vorion, France, that he is happy to hear about the visit of Amélie Duplantier and Mme. Avart to Le Plantier, France.  The writer relates that he will be sending the recipient insects through Mr. Dupuis rather than Bernard.  He adds that he is also sending a rattlesnake (and some other reptiles if he can procure them in time), and he asks for mounting pins, as they are hard to come by in Louisiana.	Duplantier, Armand, 1785-1862.	Duplantier, Armand, 1785-1862--Family.; French Americans--Family relationships--Louisiana.; Insects--Collection and preservation--Louisiana.	Armand Allard Duplantier ('Armand, Jr.') was the second surviving son of Armand Gabriel Allard Duplantier and Augustine Gérard Duplantier.  In 1802, his parents sent him to France for his education, although at age 17 he was considered too old to be going to school.  His father insisted that he study business and improve his handwriting.  Shortly after his return to Louisiana, he married Marie Fortin, and settled in Saint James Parish.  He served as a private in the 6th Regiment of the Louisiana Militia during the War of 1812.  Armand, Jr., lived at Sport Plantation, so named because of Duplantier’s love of horse racing.  He returned to France briefly in 1826 with his ailing daughter Louise to seek medical attention for her.  Despite his solicitude, she died in 1841.  Armand also lost his son Charles to the scarlet fever epidemic of 1859.  Armand, Jr., died in 1862 at age 77, a short time after his plantation had been looted by Union Soldiers during the Civil War.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/450	450	451.cpd	/p16313coll34/image/451.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/451	451	452.jp2	/p16313coll34/image/452.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/452	452	453.jp2	/p16313coll34/image/453.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/453	453	454.jp2	/p16313coll34/image/454.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/454	454	455.jp2	/p16313coll34/image/455.jp2
duplantierf05009e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/455	455	456.pdf	/p16313coll34/image/456.pdf
duplantierf05009f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/456	456	457.pdf	/p16313coll34/image/457.pdf
Armand Duplantier, Jr., to Antoine Frédérique Allard Duplantier, 1840 Mar. 16	1840-03-16	Armand Duplantier, Jr., New Orleans, tells his cousin Antoine Frédérique Allard Duplantier, Voiron, France, that he will be sending insects care of Mr. Perret rather than Dupuis, indicating that the former is part of Belloc and Perret in Le Havre.  The writer describes the contents and how they were amassed, and he states that with them the recipient will have nearly all species native to Louisiana.	Duplantier, Armand, 1785-1862.	Insects--Collection and preservation--Louisiana.	Armand Allard Duplantier ('Armand, Jr.') was the second surviving son of Armand Gabriel Allard Duplantier and Augustine Gérard Duplantier.  In 1802, his parents sent him to France for his education, although at age 17 he was considered too old to be going to school.  His father insisted that he study business and improve his handwriting.  Shortly after his return to Louisiana, he married Marie Fortin, and settled in Saint James Parish.  He served as a private in the 6th Regiment of the Louisiana Militia during the War of 1812.  Armand, Jr., lived at Sport Plantation, so named because of Duplantier’s love of horse racing.  He returned to France briefly in 1826 with his ailing daughter Louise to seek medical attention for her.  Despite his solicitude, she died in 1841.  Armand also lost his son Charles to the scarlet fever epidemic of 1859.  Armand, Jr., died in 1862 at age 77, a short time after his plantation had been looted by Union Soldiers during the Civil War.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/457	457	458.cpd	/p16313coll34/image/458.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/458	458	459.jp2	/p16313coll34/image/459.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/459	459	460.jp2	/p16313coll34/image/460.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/460	460	461.jp2	/p16313coll34/image/461.jp2
duplantierf05010d_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/461	461	462.pdf	/p16313coll34/image/462.pdf
duplantierf05010e_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/462	462	463.pdf	/p16313coll34/image/463.pdf
Armand Duplantier, Jr., to Antoine Frédérique Allard Duplantier, 1841 Apr. 06	1841-04-06	Armand Duplantier, Jr., St. James Parish, informs his cousin Antoine Frédérique Allard Duplantier, Voiron, France, of insects being sent through Perret.  He states that he believes the recipient will have every type of Louisiana insect upon receiving the package.  He adds that if the addressee wants more specimens, the latter will have to supply pins, as no one in the writer's area pursues insect collecting or has the appropriate supplies for mounting.	Duplantier, Armand, 1785-1862.	Insects--Collection and preservation--Louisiana.	Armand Allard Duplantier ('Armand, Jr.') was the second surviving son of Armand Gabriel Allard Duplantier and Augustine Gérard Duplantier.  In 1802, his parents sent him to France for his education, although at age 17 he was considered too old to be going to school.  His father insisted that he study business and improve his handwriting.  Shortly after his return to Louisiana, he married Marie Fortin, and settled in Saint James Parish.  He served as a private in the 6th Regiment of the Louisiana Militia during the War of 1812.  Armand, Jr., lived at Sport Plantation, so named because of Duplantier’s love of horse racing.  He returned to France briefly in 1826 with his ailing daughter Louise to seek medical attention for her.  Despite his solicitude, she died in 1841.  Armand also lost his son Charles to the scarlet fever epidemic of 1859.  Armand, Jr., died in 1862 at age 77, a short time after his plantation had been looted by Union Soldiers during the Civil War.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/463	463	464.cpd	/p16313coll34/image/464.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/464	464	465.jp2	/p16313coll34/image/465.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/465	465	466.jp2	/p16313coll34/image/466.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/466	466	467.jp2	/p16313coll34/image/467.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/467	467	468.jp2	/p16313coll34/image/468.jp2
Page 5																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/468	468	469.jp2	/p16313coll34/image/469.jp2
duplantierf05011f_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/469	469	470.pdf	/p16313coll34/image/470.pdf
duplantierf05011g_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/470	470	471.pdf	/p16313coll34/image/471.pdf
Armand Duplantier, Jr., to Antoine Frédérique Allard Duplantier, 1841 Dec. 20	1841-12-20	Armand Duplantier, Jr., St. James Parish, tells his cousin Antoine Frédérique Allard Duplantier, Voiron, France, that Améle Duplantier, returning to Louisiana, has brought the recipient's news.  The addresser expresses sorrow upon learning about the addressee's wife's accident.  He relates that his daughter Louise died the previous November 17 and describes her expiration.  Duplantier addresses questions his cousin has about Spanish land grants mentioned in Armand, Sr.'s April 25, 1822, letter and the writer's own August 26, 1826, letter (which he mistakenly attributes to 1825) and offers reasons for his delay in responding.  The addresser describes the roles of Mr. de Lassize (Mme. Avart's brother) and Mr. de Marigny (both men 'personally known by Louis-Philippe, your king') in rallying on behalf of 'all the old French families of Louisiana' in the land matter.  He expresses frustration and pessimism over the United States government's handling of the property issue.  He accuses the government of prejudice against Louisiana-French Creoles and cites two laws designed to populate the state with Anglos and diminish the prominence of Creoles.  He relates how the discrimination has caused him to have to work hard all his life and come to the aid of others, rendering him far less affluent than persons such as Mme. de Castellino think him to be.  In closing, the addresser refers to a package of insects sent to the addressee through Perret.	Duplantier, Armand, 1785-1862.	Duplantier, Marie Louise, 1812-1841--Death and burial.; French Americans--Family relationships--Louisiana.; Creoles--Louisiana--Politics and government.; Land grants--Law and legislation--Louisiana.; Louisiana--Politics and government--1803-1865.	Armand Allard Duplantier ('Armand, Jr.') was the second surviving son of Armand Gabriel Allard Duplantier and Augustine Gérard Duplantier.  In 1802, his parents sent him to France for his education, although at age 17 he was considered too old to be going to school.  His father insisted that he study business and improve his handwriting.  Shortly after his return to Louisiana, he married Marie Fortin, and settled in Saint James Parish.  He served as a private in the 6th Regiment of the Louisiana Militia during the War of 1812.  Armand, Jr., lived at Sport Plantation, so named because of Duplantier’s love of horse racing.  He returned to France briefly in 1826 with his ailing daughter Louise to seek medical attention for her.  Despite his solicitude, she died in 1841.  Armand also lost his son Charles to the scarlet fever epidemic of 1859.  Armand, Jr., died in 1862 at age 77, a short time after his plantation had been looted by Union Soldiers during the Civil War.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/471	471	472.cpd	/p16313coll34/image/472.cpd
Page 01																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/472	472	473.jp2	/p16313coll34/image/473.jp2
Page 02																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/473	473	474.jp2	/p16313coll34/image/474.jp2
duplantierf05004c_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/474	474	475.pdf	/p16313coll34/image/475.pdf
duplantierf05004d_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/475	475	476.pdf	/p16313coll34/image/476.pdf
Armand Duplantier, Jr., to Antoine Frédérique Allard Duplantier, 1859 Oct. 01	1859-10-01	Armand Duplantier, Jr., St. James Parish, sends condolences to his cousin Antoine Frédérique Allard Duplantier upon the death of the latter's mother, Euphrosine Tivollier Allard Duplantier.  The writer states that he lost his oldest son, age 38, the previous April 20 and that the deceased left eight young children, the sixth daughter being born after her father's death.  Duplantier adds that his late son's two boys are five and three and a half years old.  The addresser recounts that his son succumbed to scarlet fever contracted by tending closely to four of his daughters, who brought the sickness home from school.  The writer gives a list of Duplantiers in Louisiana and briefly describes their economic situations.  The family members he includes are the late Fergus Duplantier, whose heirs are 'Fergus' and 'Antony' [Augustin Fergus Peniston and Anthony F. Peniston, Jr., sons of Fergus Duplantier’s late half-sister, Euphémie Duplantier Peniston];  Augustine Duplantier Favrot and her son and daughter, the latter married to Mr. 'Renaux' [Reynaud] and having a son who is a doctor like his father;  Augustin Duplantier (from Armand Duplantier, Sr.'s second marriage) and his brothers Albéric and Alfred Joseph;  Augustin's three daughters and one son;  Alfred's five daughters and two sons, the oldest daughter being married to Mr. Rouzan;  and Albéric's two daughters and two sons.	Duplantier, Armand, 1785-1862.	Duplantier, Armand, 1785-1862--Family.; Duplantier, Charles Allard, 1820-1859--Death and burial.; French Americans--Family relationships--Louisiana.	Armand Allard Duplantier ('Armand, Jr.') was the second surviving son of Armand Gabriel Allard Duplantier and Augustine Gérard Duplantier.  In 1802, his parents sent him to France for his education, although at age 17 he was considered too old to be going to school.  His father insisted that he study business and improve his handwriting.  Shortly after his return to Louisiana, he married Marie Fortin, and settled in Saint James Parish.  He served as a private in the 6th Regiment of the Louisiana Militia during the War of 1812.  Armand, Jr., lived at Sport Plantation, so named because of Duplantier’s love of horse racing.  He returned to France briefly in 1826 with his ailing daughter Louise to seek medical attention for her.  Despite his solicitude, she died in 1841.  Armand also lost his son Charles to the scarlet fever epidemic of 1859.  Armand, Jr., died in 1862 at age 77, a short time after his plantation had been looted by Union Soldiers during the Civil War.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/476	476	477.cpd	/p16313coll34/image/477.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/477	477	478.jp2	/p16313coll34/image/478.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/478	478	479.jp2	/p16313coll34/image/479.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/479	479	480.jp2	/p16313coll34/image/480.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/480	480	481.jp2	/p16313coll34/image/481.jp2
duplantierf06019e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/481	481	482.pdf	/p16313coll34/image/482.pdf
duplantierf06019f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/482	482	483.pdf	/p16313coll34/image/483.pdf
Amélie Duplantier Peniston to Antoine Allard Duplantier, 1844 Jan. 15	1844-01-15	Amélie Duplantier Peniston, New Orleans, addresses her cousin Antoine Allard Duplantier as 'my dear uncle.'  She acknowledges receiving his letter care of her uncle Armand Duplantier, Jr.  The writer states that she was married on June 6, 1842, to Dr. Thomas Peniston, brother of Anthony Peniston, who was married to her aunt Euphémie Duplantier.  She relates that her husband is 28 years old and a native of Virginia.  She adds that they live with her aunt in New Orleans.  Duplantier expresses her joy at learning that the recipient has a son, and she mentions the addressee's daughter, Isabelle.  The addresser announces that her uncle Armand Duplantier, Jr., lost his daughter Euphémie (16 years old) to yellow fever in the countryside three months previously.  The writer asserts that 'Mr. Peniston' will go insect hunting for the recipient.  In closing, she sends regards to 'my Aunt Henriette,' 'my Uncle and my Aunt Séraphin,' and 'my Aunt Amélie,' and she mentions that Hélène remembers Isabelle.	Peniston, Amélie Duplantier, 1821-1845.	Peniston, Thomas, 1815-1863.; French Americans--Family relationships--Louisiana.; Extended families--France.	The eldest daughter of Armand Gabriel Allard Duplantier’s third son, Guy Allard Duplantier, and his wife Antoinette Azema Avart (d. 1881), Amélie Augustine Allard Duplantier was reared as a ward of her aunt the widowed Mrs. Louis Robert Avart (née Claude Augustine EugénieDelachaise).  Amélie and her aunt travelled to France, taking the grand tour from 1839 to 1841. While there, they visited the Allard ancestral home of Le Plantier in Voiron, as well as Paris, Lyon, Cauterets, and Bagnères-de-Bigorre.  Amélie married a young doctor, Thomas Peniston (1815-1863), in 1842 and bore him one son, Thomas Joseph Allard Peniston (1844-1881).  Amélie died in 1845.  In creating New Orleans' Faubourg St. Joseph in 1849, Mrs. Avart  named Amelia Street in her niece's memory and Peniston Street for Amélie’s husband.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/483	483	484.cpd	/p16313coll34/image/484.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/484	484	485.jp2	/p16313coll34/image/485.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/485	485	486.jp2	/p16313coll34/image/486.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/486	486	487.jp2	/p16313coll34/image/487.jp2
Page 4																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/487	487	488.jp2	/p16313coll34/image/488.jp2
duplantierf06018e_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/488	488	489.pdf	/p16313coll34/image/489.pdf
duplantierf06018f_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/489	489	490.pdf	/p16313coll34/image/490.pdf
Amélie Duplantier Peniston to Euphrosine Tivollier Allard Duplantier, 1843 Apr. 26	1843-04-26	Amélie Duplantier Peniston, New Orleans, informs her aunt Euphrosine Tivollier Allard Duplantier, Voiron, France, that she has written previously to announce her marriage.  She says that she has received a letter from her 'Cousin Antoine' and affirms that she has a very happy memory of Le Plantier.  She relates a visit to New Orleans of her uncle Armand Duplantier, Jr., and his wife, 'Aunt Armand,' stating that the latter is still very much affected by the death of her daughter Louise and that the youngest daughter, Euphémie, is charming.  In asking to be remembered to everyone, she mentions 'my respectable Aunt Isabelle.'	Peniston, Amélie Duplantier, 1821-1845.	French Americans--Family relationships--Louisiana.; Extended families--France.	The eldest daughter of Armand Gabriel Allard Duplantier’s third son, Guy Allard Duplantier, and his wife Antoinette Azema Avart (d. 1881), Amélie Augustine Allard Duplantier was reared as a ward of her aunt the widowed Mrs. Louis Robert Avart (née Claude Augustine EugénieDelachaise).  Amélie and her aunt travelled to France, taking the grand tour from 1839 to 1841. While there, they visited the Allard ancestral home of Le Plantier in Voiron, as well as Paris, Lyon, Cauterets, and Bagnères-de-Bigorre.  Amélie married a young doctor, Thomas Peniston (1815-1863), in 1842 and bore him one son, Thomas Joseph Allard Peniston (1844-1881).  Amélie died in 1845.  In creating New Orleans' Faubourg St. Joseph in 1849, Mrs. Avart  named Amelia Street in her niece's memory and Peniston Street for Amélie’s husband.		http://www.lib.lsu.edu/special/findaid/5060.pdf	Armand Duplantier Family Letters, Mss. 5060, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special ).	The transcriptions and translations remain true to the nonstandard grammar, punctuation, and spelling of the original documents, with only minimal corrections made in isolated instances for the sake of clarity.	Physical rights are retained by the LSU Libraries. In accordance with U. S. copyright laws, this work is in the public domain.	The Armand Duplantier Family Letters were given by the descendants of Guy Antoine Allard Duplantier, elder brother of Armand Duplantier, to their Louisiana cousins, and subsequently donated to the LSU Libraries.	See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the 'Item number' or 'Item URL' in your request. E-mail lsudiglib@lsu.edu with questions or comments.			2015-03-03	2015-03-03	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/490	490	491.cpd	/p16313coll34/image/491.cpd
Page 1																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/491	491	492.jp2	/p16313coll34/image/492.jp2
Page 2																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/492	492	493.jp2	/p16313coll34/image/493.jp2
Page 3																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/493	493	494.jp2	/p16313coll34/image/494.jp2
duplantierf06007d_Transcription																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/494	494	495.pdf	/p16313coll34/image/495.pdf
duplantierf06007e_Translation																2013-04-11	2013-04-11	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll34/id/495	495	496.pdf	/p16313coll34/image/496.pdf
