Title	Compound	Notes	Date	Photographer	Index Terms	Item Number	Collection Name	Digital Type	Digital Size	Original Type/Size	Rights	Collection Source	Repository Collection Guide	Source	Cite As	Contact and Ordering Information	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Old field near Ramsey Bayou, December 1937		Singer Tract, Madison Parish, LA.. [This image shows a different view than that in 4171052, q.v.]	December 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171052p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1853 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/74	74	75.jpg	/Tensas/image/75.jpg
Overcup oak flat, December 1937		Singer Tract, Madison Parish, LA.	December 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171053p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1858 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/75	75	76.jpg	/Tensas/image/76.jpg
Buck deer skull, December 1937		Singer Tract, Madison Parish, LA.	December 1937	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Skull--Photographs	4171054p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1857 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/76	76	77.jpg	/Tensas/image/77.jpg
Greenleaf Bend, gum ridge, August 1938		Singer Tract, Madison Parish, LA.	August 1938	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171060p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1849 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/77	77	78.jpg	/Tensas/image/78.jpg
Gum ridge, August 1938		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171066, q.v.]	August 1938	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171061p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1832 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/78	78	79.jpg	/Tensas/image/79.jpg
Gum ridge, August 1938		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171065, q.v.]	August 1938	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171062p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1855 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/79	79	80.jpg	/Tensas/image/80.jpg
Dead-top ash, August 1938		Singer Tract, Madison Parish, LA.	August 1938	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Ash (plants)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171063p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1841 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/80	80	81.jpg	/Tensas/image/81.jpg
Wood in John's Bayou area, August 1938		Singer Tract, Madison Parish, LA.	August 1938	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;John's Bayou (La.)--Photographs	4171064p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1834 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/81	81	82.jpg	/Tensas/image/82.jpg
End of Rainey Lake, August 1938		Singer Tract, Madison Parish, LA.	August 1938	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171065p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1862 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/82	82	83.jpg	/Tensas/image/83.jpg
Horses in pasture at camp, Spring 1939		Singer Tract, Madison Parish, LA.	Spring 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Horses--Photographs	4171067p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1818 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/83	83	84.jpg	/Tensas/image/84.jpg
Woods near John's Bayou, Spring 1939		Singer Tract, Madison Parish, LA.	Spring 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs;John's Bayou (La.)--Photographs	4171069p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1738 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/84	84	85.jpg	/Tensas/image/85.jpg
Sharkey Road, April 1939		Singer Tract, Madison Parish, LA.	April 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171071p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1748 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-28	2005-11-28	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/85	85	86.jpg	/Tensas/image/86.jpg
Sweet pecan with ivory-billed woodpecker feeding sign, April 1939		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171073, 4171074, 4171075, q.v.]	April 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171072p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1783 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/86	86	87.jpg	/Tensas/image/87.jpg
Sweet pecan with ivory-billed woodpecker feeding sign, April 1939		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171072, 4171074, 4171075, q.v.]	April 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171073p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1765 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/87	87	88.jpg	/Tensas/image/88.jpg
Sweet pecan with ivory-billed woodpecker feeding sign, April 1939		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171072, 4171073, 4171075, q.v.]	April 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171074p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1752 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/88	88	89.jpg	/Tensas/image/89.jpg
Sweet pecan with ivory-billed woodpecker feeding sign, April 1939		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171072, 4171073, 4171074, q.v.]	April 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171075p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1722 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/89	89	90.jpg	/Tensas/image/90.jpg
Sweet gum with ivory-billed woodpecker feeding sign, April 1939		Singer Tract, Madison Parish, LA.	April 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Pecan--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171076p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1737 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/90	90	91.jpg	/Tensas/image/91.jpg
Ivory-billed woodpecker nest tree, Nuttall's Oak, April 1939		Singer Tract, Madison Parish, LA.	April 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Nuttall oak--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171077p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1756 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/91	91	92.jpg	/Tensas/image/92.jpg
Woods in vicinity of this nest, John's Bayou area, April 1939		Singer Tract, Madison Parish, LA. [See 4171077 for view of nest tree.]	April 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs;John's Bayou (La.)--Photographs	4171078p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1738 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/92	92	93.jpg	/Tensas/image/93.jpg
Lake in Andrews Bend, May 1939		Singer Tract, Madison Parish, LA. [This image shows a different view than that in 4171084, q.v.]	May 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Lakes--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171082p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	2560 ppi x 1751 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/93	93	94.jpg	/Tensas/image/94.jpg
Gum woods in Andrews Bend, May 1939		Singer Tract, Madison Parish, LA.	May 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Sweetgum--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171083p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1745 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/94	94	95.jpg	/Tensas/image/95.jpg
Cypress on Rainey Lake, May 1939		Singer Tract, Madison Parish, LA.	May 1939	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Lakes--Photographs;Cypress--Photographs	4171086p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1760 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/95	95	96.jpg	/Tensas/image/96.jpg
Deer pawing, March 1940		Singer Tract, Madison Parish, LA.	March 1940	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171088p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1747 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/96	96	97.jpg	/Tensas/image/97.jpg
Cypress in Methiglum Bayou, March 1940		Singer Tract, Madison Parish, LA.	March 1940	James T. Tanner	Tensas River National Wildlife Refuge (La.)--Photographs;Cypress--Photographs;Forests--Louisiana--Madison Parish--Photographs	4171090p	Tensas River National Wildlife Refuge, U.S. Fish & Wildlife Service, Ivory-Billed Woodpecker Records	jpg	1729 ppi x 2560 ppi	Resin-coated paper prints<br>4.00" x 5.00"	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws.	IRP	http://www.lib.lsu.edu/special/findaid/4171.pdf		Tensas River National Wildlife Refuge, U.S. Fish and Wildlife Service, Ivory-Billed Woodpecker Records (Mss. 4171), Louisiana and Lower Mississippi Valley Collections, Louisiana State University Libraries, Baton Rouge, Louisiana, USA.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.		2005-11-29	2005-11-29	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/Tensas/id/97	97	98.jpg	/Tensas/image/98.jpg
