Title	Date	Caption/Description	Notes	Physical description	Cite as	Creator	Subject Headings	Category	Sub-category	Publisher	Restrictions	Repository	Contact and Ordering Information	File Name(s)	File Name	Identifier	Language	Relation	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Object File Name	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Boat slips	2005	Boat slips at a dock in Chalmette to Point a la Hache, LA, 2005.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Docks--Louisiana	Vehicles, Eco-tourism	Boats, Marinas	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	27	hache0001.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2539	2539	2540.jp2	/p15140coll21/image/2540.jp2
Boat slips	2005	Boat slips at a dock in Chalmette to Point a la Hache, LA, 2005.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Docks--Louisiana	Vehicles, Eco-tourism	Boats, Marinas	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	28	hache0002.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2540	2540	2541.jp2	/p15140coll21/image/2541.jp2
House on the water	2005	House on the water, Chalmette to Point a la Hache, LA, 2005.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Housing--Louisiana	Buildings	Houses	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	30	hache0004.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2541	2541	2542.jp2	/p15140coll21/image/2542.jp2
House on the water	2005	House on the water, Chalmette to Point a la Hache, LA, 2005.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Housing--Louisiana	Buildings	Houses	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	31	hache0005.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2542	2542	2543.jp2	/p15140coll21/image/2543.jp2
French settlement	2005	"La Cote Francaise"' Settled in 1800 via Amite River by French, German, and Italian 'emigres'.  Jovial Creole culture was unique.  Cypress sawmills, trapping, shingle making, farms, and steamboat service once thrived here.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Historical markers--Louisiana	Signage	Governmental	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	32	hache0006.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2543	2543	2544.jp2	/p15140coll21/image/2544.jp2
French settlement town hall	2005	Sign for French Settlement Town Hall.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana; City halls--Louisiana	Signage, Buildings	Governmental, Community	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	33	hache0007.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2544	2544	2545.jp2	/p15140coll21/image/2545.jp2
Acadian house	2005	Acadian house with red, white and blue porch rail decorations.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Housing--Louisiana	Buildings	Houses	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	35	hache0009.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2545	2545	2546.jp2	/p15140coll21/image/2546.jp2
Chalmette Battlefield	2005	Sign for Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Government	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	37	hache0011.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2546	2546	2547.jp2	/p15140coll21/image/2547.jp2
Sign for Batteries 5 and 6 at Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve	2005	Fire from these positions played an important role in stopping the British attack on January 8, 1815.  The cannons displayed here represent batteries 5 and 6, which defended the center of Major General Jackson's line.  The field carriages were painted in U. S. Army regulation colors- sky blue and black.  Battery 6 contained guns mounted on a more compact mobile naval carriage.  These carriages were painted in U. S. Navy regulation "Spanish red" and black.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Historical markers--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Government	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	38																					2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2547	2547	2548.jp2	/p15140coll21/image/2548.jp2
Cannon	2005	Cannon, painted blue, at the Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La." Ordnance--Louisiana	Government	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	39	hache0013.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2548	2548	2549.jp2	/p15140coll21/image/2549.jp2
Cannon	2005	Cannon, painted blue, at the Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La." Ordnance--Louisiana	Government	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	40	hache0014.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2549	2549	2550.jp2	/p15140coll21/image/2550.jp2
Sign for Battery 4 at Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve	2005	The largest artillery piece on the battlefield was a 32-pounder commanded by Navy Lt. John Crawley and served by 24 men from the U.S.S. Carolina.  It was removed from the Carolina in early December and was in action here during the January 1, 1815 artillery duel.  Struck by British artillery fire, the cannon was quickly repaired and ready for action on January 8.  This gun, firing grapeshot and landiage (scrap metal), tore gaping holes in the 93rd Highlanders as they moved across the field.  Left of this battery was Major Daquin's Battalion of Free Men of Color and to the right was Major Lacoste's Battalion of Free Men of Color.  These men impatiently waited to join the fight, but their muskets did not have range to engage the British.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Historical markers--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Government	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	41	hache0015.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2550	2550	2551.jp2	/p15140coll21/image/2551.jp2
Cannon	2005	Cannon in position at Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La." Ordnance--Louisiana	Government	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	42	hache0016.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2551	2551	2552.jp2	/p15140coll21/image/2552.jp2
Rodriguez Canal sign at Chalmette Battlefield	2005	This depression is the trace of an early mill race that divided the Chalmette and Macarty plantations.  By the time of the Battle of New Orleans it was no longer in use and its banks had fallen in.  Jackson's men built their mud rampart behind the canal.  Partly filled with water, it added to the strength of the American line.  This is the only man-made feature dating back to the battle of January 8, 1815.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Historical markers--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Government	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	44	hache0018.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2552	2552	2553.jp2	/p15140coll21/image/2553.jp2
Sign for Batteries 2 and 3 at Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve	2005	On January 8, 1815, the guns positioned here fired at British counter batteries loacted almost 1/2 mile in front of you.  During the battle, these guns caused heavy casualties as the British advanced along the levee road.  The troops attacking to the right of the position numbered about 1200 men commanded by Colonel Robert Rennie of the 93rd Regiment.  To the left were 355 men of Major Jean Baptiste Plauche's Battalion of Uniformed Companies and 282 members of Major Lacoste's Battalion of Free Men of Color.  Located between here and battery 1 were 440 men of the 7th Infantry.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Historical markers--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Government	National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	45	hache0019.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2553	2553	2554.jp2	/p15140coll21/image/2554.jp2
House	2005	House at Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Housing--Louisiana--Saint Bernard Parish; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Buildings, Government	Houses, National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	46	hache0020.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2554	2554	2555.jp2	/p15140coll21/image/2555.jp2
Sign for Redoubt and Battery 1, Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve	2005	The main American Position was nearing completion when a redoubt was constructed at the extreme right of the American line.  It contained two artillery pieces that could rake the levee and canal.  On the morning of January 5, 1815, 2000 British troops under the command of Colonel Robert Rennie attacked the redoubt and forced the Americans to retire.  They quickly counterattacked and the British retreated after a brief fight.  Failure to penetrate the American Flank contributed to the overal British defeat.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Historical markers--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Signage, Government	Governmental, National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	47	hache0021.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2555	2555	2556.jp2	/p15140coll21/image/2556.jp2
Sign for the Battle on the West Bank, Chalmette Battlefield, Jean Lafitte National Historical Park and Preserve	2005	Discovering American militia and artillery on the west bank of the Mississippi River, British General Pakenham ordered Lieutenant Colonel William B. Thorton to lead an attack force across the river.  Thorton was to capture the American guns and turn them against Major General Andrew Jackson's line here on the East Bank.  The Americans under Brigadier General David B. Morgan made a stand, but they were routed, pursued, and their guns were taken.  Fortunately for the Americans the British called off this engagement when they were defeated here on the left Bank.  The American casualties numbered 49.  The British reported losing 83 men.  The British assault of January 8, 1815, proved to be the only British victory.  Had the successes on the West Bank been exploited, the Battle of New Orleans might have ended in a British victory.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Historical markers--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Signage, Government	Governmental, National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	48	hache0022.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2556	2556	2557.jp2	/p15140coll21/image/2557.jp2
House	2005	House at Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Housing--Louisiana; Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Buildings	Houses	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	49	hache0023.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2557	2557	2558.jp2	/p15140coll21/image/2558.jp2
House	2005	House at Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Housing--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Buildings, Government	Houses, National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	50	hache0024.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2558	2558	2559.jp2	/p15140coll21/image/2559.jp2
Sign for Lethal Exposure, Jean Lafitte National Historical Park and Preserve	2005	The January 8 British plan proved easier conceived than to execute.  Due to numerous elays, the attack did not start on time.  About dawn, a rocket soared above the British lines near the woods on your right, followed by another rocket from their position near the river/  These signals to attack were answered almost instantly by a shot from the American artillery.  Major General Gibbs column gave three cheers, and the advance guard on both flanks moved in close order toward the rampart.  When the British attacked, the field covered with fog.  Major General Pakenham probably hoped this would give him back some of the advantage he had lost to delays.  Unfortunately for British plans, a breeze came up and the fog broke, exposing the British 650 yards from the American line.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Historical markers--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Signage, Government	Governmental, National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	51	hache0025.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2559	2559	2560.jp2	/p15140coll21/image/2560.jp2
Chalmette National Cemetery	2005	Sign for Chalmette National Cemetery, Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Cemeteries--Louisiana; Historical markers--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Signage, Government, Cemeteries	Governmental, National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	52	hache0026.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2560	2560	2561.jp2	/p15140coll21/image/2561.jp2
Soldiers Buried at Chalmette	2005	Sign for Soldiers Buried at Chalmette, Jean Lafitte National Historical Park and Preserve.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Cemeteries--Louisiana; Historical markers--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Signage, Government, Cemeteries	Governmental, National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	53	hache0027.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2561	2561	2562.jp2	/p15140coll21/image/2562.jp2
Freedman's Cemetery sign	2005	Here lies the remains of ex-slaves.  The Freedman's Cemetery was established by the Freedmen's Bureau in 1867, when the bureau received permission to use four acres of the former battlefield as a civilian burial ground.  The property reverted to other ownership when the bureau was discontinued, and the cemetery gradually fell into ruins.  All above-ground traces disappeared before the end of the nineteenth century.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Cemeteries--Louisiana; Historical markers--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La." Freedmen--Louisiana	Signage, Government, Cemeteries	Governmental, National parks	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	54	hache0028.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2562	2562	2563.jp2	/p15140coll21/image/2563.jp2
De La Ronde Ruins	2005	Sign for De La Ronde Ruins, Chalmette, LA.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Signs and signboards--Louisiana; Plantations--Louisiana	Signage, Buildings	Commercial, Plantations	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	61	hache0035.jpg																				2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2563	2563	2564.jp2	/p15140coll21/image/2564.jp2
The Chalmette Plantations sign	2005	Scene of the Battle of New Orleans, Dec. 1814-Jan. 1815.  Battle raged on lands of Ignace de Lino de Chalmette, Antoine Bienvenue, and Denis de la Ronde.  British camps on lands of Jacques de Villere and Pierre Lacoste; hospital on Jumonville de Villiers.  Jackson Defense Line on Edmond Macarty place.		JPG	Donald W. Davis Slide Collection, Louisiana Sea Grant Collection Images, Louisiana Digital Libraries.	Davis, Donald W.	Plantations--Louisiana; Historical markers--Louisiana; Battlefields--Louisiana; Jean Lafitte National Historical Park and Preserve (La." Chalmette Unit; Jean Lafitte National Historical Park and Preserve (La.)	Signage, Government, Buildings	Governmental, National parks, Plantations	Donald W. Davis Collection	Physical rights are retained by Donald W. Davis. Copyright is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.	Donald W. Davis Collection	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the Title or File Name in your request.	62																					2010-11-11	2012-04-20	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p15140coll21/id/2564	2564	2565.jp2	/p15140coll21/image/2565.jp2
