Title	Author	Date	Dates	Physical Description	Description / Notes	Biographical Note	Language	Type	Subjects	Digital Collection	Repository	Repository Collection Guide	Call Number / Shelving Location	Cite as	Restrictions	Contact and Ordering Information	Item URL	Contributors	Publisher	Format	Coverage-Spatial	Coverage-Temporal	Cataloger	Cataloged Date	Object File Name	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Letter from Francis Palms to Henrietta Lauzin, 1865 Jul. 09	Palms, Francis F., 1837-1904.	1865-07-09	1865	letter (2p.)	Francis Palms, New Orleans, writes to Henrietta Lauzin, West Baton Rouge, commenting that the letter he had sent the day before had contained ear drops and his photograph. He requests  that she forward the enclosed letter to Miss Jane.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/281	281	282.cpd	/p16313coll8/image/282.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/282	282	283.jp2	/p16313coll8/image/283.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/283	283	284.jp2	/p16313coll8/image/284.jp2
5b03f1339c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/284	284	285.pdf	/p16313coll8/image/285.pdf
Letter from Amelia Faulkner to Henrietta Lauzin, 1865 Sep. 03	Faulkner, Amelia.	1865-09-03	1865	letter (2p.)	Amelia Faulkner, Faulkland Plantation, Louisiana, writes to Henrietta Lauzin, West Baton Rouge. She thanks Henrietta for the likeness she sent and comments that she has been very busy with household chores since they lost their servants.	Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Faulkner, Amelia.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/285	285	286.cpd	/p16313coll8/image/286.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/286	286	287.jp2	/p16313coll8/image/287.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/287	287	288.jp2	/p16313coll8/image/288.jp2
5b03f1340c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/288	288	289.pdf	/p16313coll8/image/289.pdf
Letter from Amelia Faulkner to Henrietta Lauzin, 1865 Oct. 20	Faulkner, Amelia.	1865-10-20	1865	letter (2p.)	Amelia Faulkner, Faulkland Plantation, Louisiana, writes to Henrietta Lauzin, West Baton Rouge.  She informs her that 'M.E.' has died.  She then asks that Henrietta write her longer letters, and states that if she does not reciprocate, it is due to the fact that her daughter requires constant nursing.	Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Faulkner, Amelia.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/289	289	290.cpd	/p16313coll8/image/290.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/290	290	291.jp2	/p16313coll8/image/291.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/291	291	292.jp2	/p16313coll8/image/292.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/292	292	293.jp2	/p16313coll8/image/293.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/293	293	294.jp2	/p16313coll8/image/294.jp2
Letter from Francis Palms to Henrietta Lauzin, 1865 Dec. 05	Palms, Francis F., 1837-1904.	1865-12-05	1865	letter (3p.)	Francis Palms, New Orleans, writes to Henrietta Lauzin, Baton Rouge, informing her that he has been very busy since returning to the city.  He states he frequently attends 'the debates of the Senate and the House of Representatives' and has been sketching Mr. Darden's Plantation.  Before closing he states that he has enclosed a piece of poetry commemorating the 'Confederate dead', and will plan to visit her the following week.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/294	294	295.cpd	/p16313coll8/image/295.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/295	295	296.jp2	/p16313coll8/image/296.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/296	296	297.jp2	/p16313coll8/image/297.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/297	297	298.jp2	/p16313coll8/image/298.jp2
Letter from Francis Palms to Henrietta Lauzin, 1865 Dec. 12	Palms, Francis F., 1837-1904.	1865-12-12	1865	letter (3p.)	Francis Palms, New Orleans, writes to Henrietta Lauzin, Baton Rouge, informing her that he has enclosed the visiting cards she requested and commenting on Frank Babin's appearance.  In reference to Mr. Babin, he states that she has 'made a man of him (in appearance).'	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three time, and, with his second wife, Miss C.F. Pellerin, had seven children.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865; Soldiers--Louisiana.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/298	298	299.cpd	/p16313coll8/image/299.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/299	299	300.jp2	/p16313coll8/image/300.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/300	300	301.jp2	/p16313coll8/image/301.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/301	301	302.jp2	/p16313coll8/image/302.jp2
5b03f1344d_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/302	302	303.pdf	/p16313coll8/image/303.pdf
Letter from Francis Palms to Henrietta Lauzin, 1865 Dec. 23	Palms, Francis F., 1837-1904.	1865-12-23	1865	letter (3p.)	Francis Palms, New Orleans, writes to Henrietta Lauzin, West Baton Rouge.  He informs her that he may not remain in Louisiana for another year and comments on their relationship.  In comparing their relationship to a journey, he states 'We have travelled together, through the year almost too close, with emotions, I trust, of mutual sympathy for the welfare of each other.'  Before closing, he states 'We have reached another stopping place, without fear or accident, and in preparing for a new start, permit me to claim you as a fellow traveller...'.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three time, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Soldiers--Louisiana.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/303	303	304.cpd	/p16313coll8/image/304.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/304	304	305.jp2	/p16313coll8/image/305.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/305	305	306.jp2	/p16313coll8/image/306.jp2
5b03f1345c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/306	306	307.pdf	/p16313coll8/image/307.pdf
Letter from Amelia M. Dickey to Henrietta Lauzin, 1866 Jun. 17	Dickey, Amelia M.	1866-06-17	1866	letter (2p.)	Amelia M. Dickey(formerly Amelia Faulkner), Faulkland Plantation, Louisiana, writes to Henrietta Lauzin, West Baton Rouge.  She comments on Henrietta's engagement and her upcoming wedding.  She asks where Henrietta intends on living following her marriage and requests that she pay them a visit.	Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Faulkner, Amelia.; Dickey, Amelia M.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/307	307	308.cpd	/p16313coll8/image/308.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/308	308	309.jp2	/p16313coll8/image/309.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/309	309	310.jp2	/p16313coll8/image/310.jp2
Letter from Francis Palms to Henrietta Lauzin, 1866 Jul. 17	Palms, Francis F., 1837-1904.	1866-07-17	1866	letter (2p.)	Francis Palms writes to Henrietta Lauzin, West Baton Rouge, asking her send him '2 doz. Gillots small steel pens' and requesting that she to forward an enclosed letter to Capt. Youngblood.  He then informs her that he has been serving as a Justice of the Peace and requests that she allow him to officiate at her marriage, stating ' let me have the job of starting you on the journey of married life- I won't charge you anything.'  Before closing he states that he has enclosed 50 cts. for the pens he had requested.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.; Soldiers--Louisiana.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/310	310	311.cpd	/p16313coll8/image/311.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/311	311	312.jp2	/p16313coll8/image/312.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/312	312	313.jp2	/p16313coll8/image/313.jp2
Act of Donation from Leocadie Lauzin to Henrietta Lauzin, 1867 Aug. 05	McGrath, John.	1867-08-05	1867	Record of Donation (4p.)	Legal Act of Donation, recorded by John McGrath, East Baton Rouge, documenting the transfer of a house and 'half-lot of ground' from Leocadie Lauzin to Henrietta Lauzin.  As stated in the document, 'The value of the property herein donated is estimated at the sum of Thirty-five hundred Dollars and is given as a marriage portion...'.	Leocadie Lauzin (b. 1820) was the daughter of Leocadie Gras Teetzman and Godfrey Teetzman.  In 1841 she married Dr. Jean Lauzin.  Their daughter, Henrietta Lauzin, was born in 1842.	en	text	Lauzin, Henrietta, b. 1842--Marriage.; Amiss, John.; Lauzin, Leocadie, b. 1820.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/313	313	314.cpd	/p16313coll8/image/314.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/314	314	315.jp2	/p16313coll8/image/315.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/315	315	316.jp2	/p16313coll8/image/316.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/316	316	317.jp2	/p16313coll8/image/317.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/317	317	318.jp2	/p16313coll8/image/318.jp2
Page 5												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/318	318	319.jp2	/p16313coll8/image/319.jp2
Letter from Francis Palms to Henrietta Lauzin, 1863 Apr. 6	Palms, Francis F., 1837-1904.	1863-04-06	1863	letter (7p.)	Francis Palms, Signal Station H, Pointe Coupee, Louisiana, writes to Henrietta Lauzin, Baton Rouge, describing a skirmish with Union soldiers and informing her that he was recently promoted to the rank of Sergeant and placed in charge of the 14 member signal party.	Francis Palms (1837-1904) enlisted as a private in the Confederate Army on May 23, 1861, at Camp Moore, Louisiana.  He was assigned to Co. F of the Delta Rifles, which was part of the 4th Louisiana Infantry.  Following the war, he returned to his birthplace of  Detroit, Michigan, where he helped to manage his father's many interests.   Mr. Palms was married three times, and, with his second wife, Miss C.F. Pellerin, had seven children. Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en	text	Palms, Francis F., 1837-1904.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 2, Folder 12	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/319	319	320.cpd	/p16313coll8/image/320.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/320	320	321.jp2	/p16313coll8/image/321.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/321	321	322.jp2	/p16313coll8/image/322.jp2
5b03f1301c_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/322	322	323.pdf	/p16313coll8/image/323.pdf
Letter from Frank Babin to Henrietta Lauzin, 1865 Jan. 02	Babin, Frank.	1865-01-02	1865	letter (2p.)	Frank Babin, 'Dr. John Williams Plantation, Near Alexandria', Louisiana, writes to Henrietta Lauzin, West Baton Rouge.  He states that his new location is very nice and reported 'Loud cheers greeted our arrival'.  Additionally, he states that they had a very nice dinner on Christmas eve and states 'I did ample justice to the dinner.'  Within the postscript he comments that Poydras is still in Shreveport and that he is uncertain as to when he will return.	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/323	323	324.cpd	/p16313coll8/image/324.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/324	324	325.jp2	/p16313coll8/image/325.jp2
Page 2												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/325	325	326.jp2	/p16313coll8/image/326.jp2
Page 3												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/326	326	327.jp2	/p16313coll8/image/327.jp2
Page 4												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/327	327	328.jp2	/p16313coll8/image/328.jp2
5b03f1331e_Transcript												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/328	328	329.pdf	/p16313coll8/image/329.pdf
Letter from Frank Babin to Henrietta Lauzin, 1865 Feb. 12	Babin, Frank.	1865-02-12	1865	letter (4p.)	Frank Babin, 'Dr. John Williams Plantation, Near Alexandria', Louisiana, writes to Henrietta Lauzin, West Baton Rouge.  He discusses mutual acquaintances and laments the condition of the Confederacy.  He begins by discussing 'Poydras', stating 'Now to be Frank with you- I am afraid he is an awful flirt- and does not intend to marry any one- but is trying to deceive me.' He explains that desertion is an enormous problem, stating 'Every night as many as 6 and sometimes 12 soldiers desert from the Infantry and go home or with the Yankees.'  He then describes a recent Confederate loss at Wilmington, North Carolina proclaiming 'We lost here the best arms in the Confederacy...To speak truly- I think we will finally be overpowered and forced to lay down our arms.' Before closing, he describes an encounter he had with a woman who inquired about his 'sweetheart'. Upon describing Miss. Allain, the woman responds 'some poor cajan[Cajun]- are you not ashamed- why don't you marry someone your equal..'.  To this he responds 'she is fit to be the bride of an Emperor.'  He signs the letter 'Zozotte and promises to reveal the origin of the name in his next letter.	Frank Babin enlisted as a private in the Confederate Army and was assigned to Company I, which was a part of the 2nd Louisiana Cavalry.  Henrietta Lauzin (b.1842) was the daughter of Dr. Jean Lauzin and Leocadie Teetzman and the great-great-granddaughter of Antonio de Gras.	en; fr	text	Babin, Frank.; Lauzin, Henrietta, b. 1842.; Louisiana--History--Civil War, 1861-1865--Desertions.; Cajuns--Louisiana--Social conditions.	Gras-Lauzin Family Papers	Louisiana State University Libraries, Special Collections (http://www.lib.lsu.edu/special)	http://www.lib.lsu.edu/special/findaid/0005m.pdf	U:153 Box 3, Folder 13	Gras-Lauzin Family Papers, Mss. 5, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.	Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.																						2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/329	329	330.cpd	/p16313coll8/image/330.cpd
Page 1												http://www.lib.lsu.edu/special/findaid/0005m.pdf																									2012-04-25	2012-04-25	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll8/id/330	330	331.jp2	/p16313coll8/image/331.jp2
