Title	Description	Size	Date	Time period	Subject	Provenance continent	Provenance country	Provenance state or other	Associated artifacts	Storage location	File Name	Creator	Contributors	Publisher	Type	Format	Identifier	Language	Relation	Rights	Cataloger	Cataloged Date	Viewer Information	Image Resolution (Archival)	Image Bit-Depth (Archival)	Color Mode (Archival)	Extent (Archival)	Image Manipulation (Archival)	File Size (Archival)	Hardware/Software (Archival)	Digitized By	Digitized Date	Contact and Ordering Information	Repository	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/292	292	293.jp2	/p16313coll9/image/293.jp2
Flora McFlimsey Madame Alexander doll	Female girl, all-composition doll, open mouth with four upper teeth, sleeping eyes, lashes, mohair wig with braid, swivel neck, jointed at shoulders and hips, white organdy underwear, under-skirt trimmed with lace. Green, yellow, red plaids knee length high waist dress, white lace trimmed pinafore, flat sole shoes, manufactured doll body, costume, machine-made. Accompanying information describes as Flora Madame Alexander doll. This Madame Alexander doll was very popular in the 1920s. The costume is that of the 1890s. The dolls of Beatrice Alexander Berhman and the Alexander doll company are so popular with modern doll collectors that entire books could be written about them (and have been). The reasons for this popularity are not hard to find. Not only have Madame Alexander dolls been comparatively well made, but many of them display an incisive feeling for subject matter that is popular at a given moment. Madame Alexander has had a knack at least since the 1930s for making portrait dolls of the very people and literary characters who seem to personify an age. (Ref. 1) (Ref. 2) Several places of doll's face and body are cracked.	51 cm		1920s	Dolls	North America	USA			Box 9																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/293	293	294.cpd	/p16313coll9/image/294.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/294	294	295.jp2	/p16313coll9/image/295.jp2
Detail																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/295	295	296.jp2	/p16313coll9/image/296.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/296	296	297.jp2	/p16313coll9/image/297.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/297	297	298.jp2	/p16313coll9/image/298.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/298	298	299.jp2	/p16313coll9/image/299.jp2
Portuguese doll	Female adult, yarn-made Portuguese doll, embroidered face, brown hair, white lace trimmed under-skirt, cream color yarn-made blouse sleeve, black yarn bodice, red yarn long skirt with black border, border has white embroidery decoration. Front panel of skirt has several colors of embroidery decoration, woven fabric scarp, necklace, earrings, carrying basket on head, hand-made. Accompanying information describes that the Portuguese doll is hand-made. The patterns of embroidery are typical of Portuguese art, the doll was brought to USA in 1930.	17 cm			Dolls	Europe	Portugal			Box 12																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/299	299	300.cpd	/p16313coll9/image/300.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/300	300	301.jp2	/p16313coll9/image/301.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/301	301	302.jp2	/p16313coll9/image/302.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/302	302	303.jp2	/p16313coll9/image/303.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/303	303	304.jp2	/p16313coll9/image/304.jp2
Little Women	Female child, all-composition doll, sleeping eyes with lashes, mohair wig with buns, swivel neck, jointed at shoulders and hips, white lace trimmed cotton underwear and under-skirt, lace trimmed floral mid calf length dress, lace trimmed white bertha collar and short puff sleeve, dress sash tied at back, black wide brim braided hat with ribbon, black flat sole shoes, knitted socks, manufactured doll body, dress, machine-made. Accompanying information describes as little women. Little women dolls inspired by Louisa M. Alcott's famous story.	37 cm		1930s	Dolls	North America	USA			Box 6																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/304	304	305.cpd	/p16313coll9/image/305.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/305	305	306.jp2	/p16313coll9/image/306.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/306	306	307.jp2	/p16313coll9/image/307.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/307	307	308.jp2	/p16313coll9/image/308.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/308	308	309.jp2	/p16313coll9/image/309.jp2
China doll in wedding dress 1890	Female adult, China shoulder head on cloth body, China forearms, molded and painted features, black wig, lace trimmed white linen underwear, under-skirt, bead decorated gored long taffeta dress, corduroy dust catcher, body, machine-made, dress, hand-made. Accompanying information describes that the material of the dress is white taffeta and is a remnant of the original dress. This is a typical bride's dress of the early 1900s. The binding was called the dust catcher. Many of the walks were of wood and the streets not paved. The dust catcher was used on the hem of the dress for protection from dust and dirt. The dresses were of ankle length or longer.	21 cm		1890s, 1900s	Dolls	North America	USA			Box 3																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/309	309	310.cpd	/p16313coll9/image/310.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/310	310	311.jp2	/p16313coll9/image/311.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/311	311	312.jp2	/p16313coll9/image/312.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/312	312	313.jp2	/p16313coll9/image/313.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/313	313	314.jp2	/p16313coll9/image/314.jp2
China Mother Hubbard doll	Female adult, China shoulder head on cloth body, China forearms and lower limbs with molded boots, molded and painted features and hair, jointed at shoulders and hips, lace trimmed white underwear, two under-skirts, black floral printed dress, two buttons on bodice, white lace trimmed apron, pocket with handkerchief, white bonnet, all, hand and machine-made. Accompanying information describes that the mother hubbard dress was popular among pioneer women of the Midwest and the West. The waist was short and the full skirt was attached to the waist. An apron was worn on all occasions--work days and Sundays. The bonnet for Sunday use was made out of white material. Colored bonnets were worn on week days. Many women who had worn the Mother Hubbard even as a wedding dress never gave up the style. Some were buried in their Mother Hubbards. The material of this dress is old. The woman who wore this material had worn the Mother Hubbard most of her 103 years.	20 cm			Dolls	North America	USA			Box 8																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/314	314	315.cpd	/p16313coll9/image/315.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/315	315	316.jp2	/p16313coll9/image/316.jp2
Detail																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/316	316	317.jp2	/p16313coll9/image/317.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/317	317	318.jp2	/p16313coll9/image/318.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/318	318	319.jp2	/p16313coll9/image/319.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/319	319	320.jp2	/p16313coll9/image/320.jp2
China doll in Spanish costume	Female adult, China head on cloth body, China forearms & lower limbs, molded & painted features, human hair wig, jointed at shoulders & hips, red satin underwear trimmed with black lace, black satin dress lined with red satin, black lace trimming, two red flowers, black lace veil, silver head-wear, black leather high heel shoes, all, hand-made. Accompanying information describes as Spanish costume doll. The doll is eighty-three years. Her dress is made of black & red satin & black lace. She represents Spanish women who came up Mississippi River to Missouri from New Orleans.	24 cm			Dolls					Box 12																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/320	320	321.cpd	/p16313coll9/image/321.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/321	321	322.jp2	/p16313coll9/image/322.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/322	322	323.jp2	/p16313coll9/image/323.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/323	323	324.jp2	/p16313coll9/image/324.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/324	324	325.jp2	/p16313coll9/image/325.jp2
Modern doll 1860	Female adult, Madame Alexander doll, plastic head on plastic body, rubber arms, sleeping eyes, synthetic hair wig, swivel neck, jointed at shoulders, elbows, hips, and knees, white lace trimmed underwear, under-skirt, red polished cotton knee-length dress, white band on sleeves, three buttons on front bodice, white wide brimmed hat with white veil-like ribbon, skin color long stockings, black high heel shoes, earrings, all, machine-made, label attached, TO ALL LITTLE GIRLS EVERYWHERE Elise. Made by Madame Alexander is A Gift to Cherish.	45 cm		1960s	Dolls	North America	USA			Box 6																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/325	325	326.cpd	/p16313coll9/image/326.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/326	326	327.jp2	/p16313coll9/image/327.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/327	327	328.jp2	/p16313coll9/image/328.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/328	328	329.jp2	/p16313coll9/image/329.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/329	329	330.jp2	/p16313coll9/image/330.jp2
Doll from the Island of Martinique	Female adult, all-composition doll, open mouth with four open teeth, black wig, swivel neck, jointed at shoulders and hips, lace trimmed underwear, red dots on white loosely woven fabric dress, yellow satin shawl with golden decoration, ribbon belt, turban-like covering hat with golden pins, bracelet for each arm, cloth shoes, manufactured doll body, costume, hand and machine-made. Accompanying information describes as a doll from the Island of Martinique, the Empress Josephine, Napoleon's wife, wore this style of dress. The Empress was so good to the people of Martinique that the women still wear that style of costume. It is called the official dress. Wig and head covering are separated from the doll's head.	29 cm			Dolls	Martinique				Box 11																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/330	330	331.cpd	/p16313coll9/image/331.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/331	331	332.jp2	/p16313coll9/image/332.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/332	332	333.jp2	/p16313coll9/image/333.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/333	333	334.jp2	/p16313coll9/image/334.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/334	334	335.jp2	/p16313coll9/image/335.jp2
Frozen Charlotte	Female child, frozen charlotte, glazed China pillar doll molded and painted features and hair, molded and painted boots, lace underwear, white lace trimmed dress, ribbon sash tied at back, manufactured doll body, dress, hand-made, Frozen charlottes are one-piece molded porcelain dolls that are completely unjointed. Known as pillar dolls, solid China dolls, or bathing babies, they were produced either glazed or unglazed and in a variety of grades and sizes. Most Frozen charlottes are chubby nudes of indeterminate sex with clenched fists and bent elbows. The wide variety of hair styles would suggest that the dolls were indeed intended to be female, although it should be remembered that through most of the 19th century male and female children were dressed and combed identically. Modern doll collectors who insist that they know a male frozen charlotte when they see one and call such dolls 'frozen charlies'. Pillar dolls range in size from one to over eighteen inches high and occasionally wear molded bonnets or hair ribbons, despite their nudity. Of the several explanations of the term 'frozen charlotte,' the most plausible derives from a civil War ballad about 'fair charlotte,' who, eager to be wooed by her suitor one winter's night, went out into the Vermont cold wearing only a silken cloak and promptly froze to death. (Ref. 1)	8 cm			Dolls					Box 8																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/335	335	336.cpd	/p16313coll9/image/336.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/336	336	337.jp2	/p16313coll9/image/337.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/337	337	338.jp2	/p16313coll9/image/338.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/338	338	339.jp2	/p16313coll9/image/339.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/339	339	340.jp2	/p16313coll9/image/340.jp2
Shell doll	Female adult, all shell doll, bottle cleaner wire arms, painted features, shell bonnet with ribbon, ribbon sash, shell hand-bag, shell parasol, shell dress has tiered skirt, all, hand-made. Accompanying information describes that shell doll was made in Florida Bottom of doll has name 'Layten'.	17 cm			Dolls	North America	USA	Florida		Box 11																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/340	340	341.cpd	/p16313coll9/image/341.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/341	341	342.jp2	/p16313coll9/image/342.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/342	342	343.jp2	/p16313coll9/image/343.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/343	343	344.jp2	/p16313coll9/image/344.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/344	344	345.jp2	/p16313coll9/image/345.jp2
English doll	Male adult, all-felt doll, jointed at shoulders and hips, big nose, small button eyes, black curly hair, bow tie, top-hat, red felt jacket with four buttons and pin, Navy blue pants, big shoes, only felt: machine-made. Accompanying information describes as old English Character. It is manufactured by Steif in Germany.	48 cm			Dolls	Europe	England			Box 12																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/345	345	346.cpd	/p16313coll9/image/346.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/346	346	347.jp2	/p16313coll9/image/347.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/347	347	348.jp2	/p16313coll9/image/348.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/348	348	349.jp2	/p16313coll9/image/349.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/349	349	350.jp2	/p16313coll9/image/350.jp2
Woman playing string instrument	Female adult, Turkish woman, composition head and arms, molded and painted features, blue pants, stiff striped outer dress with gold trim, and belt, gold hat, striped hair covering, playing string, stand on back square plate, manufactured doll body, costume, hand-made. Accompanying information describes as a gift from the government of Turkey.	23 cm			Dolls	Asia	Turkey		Man in blue playing string instrument, Man with red coat, gun, and sword, Man dressed in black playing reed instrument, Woman in blue costume with umbrella	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/350	350	351.cpd	/p16313coll9/image/351.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/351	351	352.jp2	/p16313coll9/image/352.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/352	352	353.jp2	/p16313coll9/image/353.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/353	353	354.jp2	/p16313coll9/image/354.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/354	354	355.jp2	/p16313coll9/image/355.jp2
Man in blue playing string instrument	Male adult, Turkish man, composition head and arms, molded and painted features, striped rib woven shirt, cummerbund, blue felt pants, boots and vest, cylinder shape hat and head-band, golden long sword and gun, playing string, stands on square plate, manufactured doll body, costume, hand-made. Accompanying information describes as a gift from the government of Turkey. Doll head is separated from body.	23 cm			Dolls	Asia	Turkey		Woman playing string instrument, Man with red coat, gun, and sword, Man dressed in black playing reed instrument, Woman in blue costume with umbrella	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/355	355	356.cpd	/p16313coll9/image/356.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/356	356	357.jp2	/p16313coll9/image/357.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/357	357	358.jp2	/p16313coll9/image/358.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/358	358	359.jp2	/p16313coll9/image/359.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/359	359	360.jp2	/p16313coll9/image/360.jp2
Man with red coat, gun, and sword	Male adult, Turkish man, composition head and arms, molded and painted features, gold color satin full pants, rib woven striped shirt, blue felt cummerbund, red felt sleeveless long robe with black braid trim, cylinder shape white long hat folded to the back, golden short knife and gun, stands on black square plate, manufactured doll body, costume, hand-made. Accompanying information describes as a gift from the government of Turkey.	25 cm			Dolls	Asia	Turkey		Woman playing string instrument, Man in blue playing string instrument, Man dressed in black playing reed instrument, Woman in blue costume with umbrella	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/360	360	361.cpd	/p16313coll9/image/361.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/361	361	362.jp2	/p16313coll9/image/362.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/362	362	363.jp2	/p16313coll9/image/363.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/363	363	364.jp2	/p16313coll9/image/364.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/364	364	365.jp2	/p16313coll9/image/365.jp2
Man dressed in black playing reed instrument	Male adult, Turkish man, composition head and arms, molded and painted features, rib woven striped shirt, black felt blue pants, vest with golden trim, turban-like head wearing, playing flute, stands on square black plate, manufactured doll body, costume, hand-made. Accompanying information describes as a gift from the government of Turkey.	23 cm			Dolls	Asia	Turkey		Woman playing string instrument, Man in blue playing string instrument, Man with red coat, gun, and sword,Woman in blue costume with umbrella	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/365	365	366.cpd	/p16313coll9/image/366.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/366	366	367.jp2	/p16313coll9/image/367.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/367	367	368.jp2	/p16313coll9/image/368.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/368	368	369.jp2	/p16313coll9/image/369.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/369	369	370.jp2	/p16313coll9/image/370.jp2
Woman in blue costume with umbrella	Female adult, Turkish woman, composition head and arms, molded and painted features, light blue satin dress and long cape trimmed with white lace, same fabric parasol with lace and gold decoration, gold head wearing(fez) with white veil, manufactured doll body, costume, hand-made. Accompanying information describes as a gift from the government of Turkey.	23 cm			Dolls	Asia	Turkey		Woman playing string instrument, Man in blue playing string instrument, Man with red coat, gun, and sword, Man dressed in black playing reed instrument	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/370	370	371.cpd	/p16313coll9/image/371.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/371	371	372.jp2	/p16313coll9/image/372.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/372	372	373.jp2	/p16313coll9/image/373.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/373	373	374.jp2	/p16313coll9/image/374.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/374	374	375.jp2	/p16313coll9/image/375.jp2
Whirling Dervish dressed in white	Male adult, Turkish man, papier-mache dolls, face covered with fabric, molded and painted features, cotton pants, flare skirt supported with wire at hem, striped shirt, satin cummerbund, white cotton bolero, cylinder shape hat, beard stands on circular plate. On plate it says '1938 Ankara', all, hand-made. Accompanying information describes as gift of Miss Norris McClellan.	30 cm			Dolls	Asia	Turkey		Seated musician playing reed instrument, Veiled woman dressed in purple with parasol, Woman with long braids dressed in purple skirt, Turkish Female	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/375	375	376.cpd	/p16313coll9/image/376.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/376	376	377.jp2	/p16313coll9/image/377.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/377	377	378.jp2	/p16313coll9/image/378.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/378	378	379.jp2	/p16313coll9/image/379.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/379	379	380.jp2	/p16313coll9/image/380.jp2
Seated musician playing reed instrument	Male adult, Turkish man, papier-mache dolls, face covered with fabric, molded and painted features, grey flannel pants, white asymmetric shirt, brocaded cummerbund, big dark navy cape, cylinder shape hat, brown beard, playing flute, sitting on pillow, all, hand-made. Accompanying information describes as a gift of Miss Norris McClellan.	19 cm			Dolls	Asia	Turkey		Whirling Dervish dressed in white, Veiled woman dressed in purple with parasol, Woman with long braids dressed in purple skirt, Turkish Female	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/380	380	381.cpd	/p16313coll9/image/381.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/381	381	382.jp2	/p16313coll9/image/382.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/382	382	383.jp2	/p16313coll9/image/383.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/383	383	384.jp2	/p16313coll9/image/384.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/384	384	385.jp2	/p16313coll9/image/385.jp2
Veiled woman dressed in purple with parasol	Female adult, Turkish woman, papier-mache dolls, molded and painted features, satin purple full pants front cut-away purple dress with metallic trim, wide belt, same fabric parasol, fez (hat) with veil, all, hand-made. Accompanying information describes as a gift of Miss Norris McClellan.	25 cm			Dolls	Asia	Turkey		Whirling Dervish dressed in white, Seated musician playing reed instrument, Woman with long braids dressed in purple skirt, Turkish Female	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/385	385	386.cpd	/p16313coll9/image/386.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/386	386	387.jp2	/p16313coll9/image/387.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/387	387	388.jp2	/p16313coll9/image/388.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/388	388	389.jp2	/p16313coll9/image/389.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/389	389	390.jp2	/p16313coll9/image/390.jp2
Woman with long braids dressed in purple skirt	Female adult, Turkish woman, papier-mache dolls, face covered with fabric, molded and painted features, red full sized pants, deep purple dress with golden trim, black braided hair, hair cap with beads and sequins decoration, loose woven white apron, all, hand and machine-made. Accompanying information describes as a gift of Miss Norris McClellan.	27 cm			Dolls	Asia	Turkey		Whirling Dervish dressed in white, Seated musician playing reed instrument, Veiled woman dressed in purple with parasol, Turkish Female	Box 15																										2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/390	390	391.cpd	/p16313coll9/image/391.cpd
Front																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/391	391	392.jp2	/p16313coll9/image/392.jp2
Left																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/392	392	393.jp2	/p16313coll9/image/393.jp2
Right																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/393	393	394.jp2	/p16313coll9/image/394.jp2
Back																																				2012-06-19	2012-06-19	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/p16313coll9/id/394	394	395.jp2	/p16313coll9/image/395.jp2
