Title	Photographer	Date	Subject	Description	Type	Original Format	Original Size	Collection Number	Digital Collection	Repository Collection	Repository	Digital Reproduction Information	Restrictions	Cite As	Contact and Ordering Information	Item URL	Collection URL	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	Full resolution	CONTENTdm file path
Associated Terminals Floating Crane 'KITI'	Donn Young	2005 July 3	New Orleans (La.)--Photographs; Loading and unloading--Photographs; Floating cranes--Photographs;	Photograph of an Associated Terminals floating crane "KITI".	Image	TIF	34.9 MB	494439581a004	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/233	233	234.jpg	Volume19\494439581a004.tif	/LSU_DYP/image/234.jpg
Workers for Associated Buoy	Donn Young	2005 July 19	New Orleans (La.)--Photographs;Buoys--Photographs;Welding--Photographs;	Workers for Associated buoy welding, near a buoy on land.	Image	TIF	3.96 MB	494439585a036	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/234	234	235.jpg	Volume19\494439585a036.tif	/LSU_DYP/image/235.jpg
Turn Services, Inc. Buoys	Donn Young	2005 July 19	New Orleans (La.)--Photographs;Buoys--Photographs.	Photograph of a Turn Services, Inc. Buoy on land and another buoy in water.	Image	TIF	3.96 MB	494439585a058	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/235	235	236.jpg	Volume19\494439585a058.tif	/LSU_DYP/image/236.jpg
Four Ships at Sunrise	Donn Young	2004 October 23	New Orleans (La.)--Photographs;Cruise ships--Photographs;	Four Cruise ships at sunrise.	Image	TIF	2.04 MB	494440430a004	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/236	236	237.jpg	Volume19\494440430a004.tif	/LSU_DYP/image/237.jpg
Steamboat Natchez	Donn Young	2004 October 23	New Orleans (La.)--Photographs;Steamboats--Photographs;Natchez (Steamboat)--Photographs;	Steamboat Natchez in the waters in front of Jackson Brewery.	Image	TIF	4.23 MB	494440430a103	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/237	237	238.jpg	Volume19\494440430a103.tif	/LSU_DYP/image/238.jpg
Cajun Queen	Donn Young	2004 October 23	New Orleans (La.)--Photographs; River boats--Photographs; Cruise ships--Photographs;	View of the Cajun Queen riverboat in the waters in front of the Audubon Aquarium of the Americas.	Image	TIF	4.22 MB	494440430a104	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/238	238	239.jpg	Volume19\494440430a104.tif	/LSU_DYP/image/239.jpg
St. Charles Avenue Streetcar on a foggy day	Donn Young	unknown	New Orleans (La.)--Photographs;Street-railroads--Louisiana--New Orleans--Photographs;St. Charles Avenue (New Orleans, La.)--Photographs;Cable cars (Streetcars)--Photographs;Fog--Louisiana--New Orleans--Photographs;	St. Charles Ave. Streetcar '911' on a foggy day.	Image	Polyester color transparencies	35 mm	4944s226533c	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/239	239	240.jpg	Volume19\4944s226533c.tif	/LSU_DYP/image/240.jpg
St. Charles Avenue Streetcars on a foggy day	Donn Young	unknown	New Orleans (La.)--Photographs;Street-railroads--Louisiana--New Orleans--Photographs;St. Charles Avenue (New Orleans, La.)--Photographs;Cable cars (Streetcars)--Photographs;Fog--Louisiana--New Orleans--Photographs;	St. Charles Avenue streetcars '963' and '947' on a foggy day.	Image	Polyester color transparencies	35 mm	4944s226534b	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/240	240	241.jpg	Volume19\4944s226534b.tif	/LSU_DYP/image/241.jpg
St. Charles Ave. Streetcar	Donn Young	unknown	New Orleans (La.)--Photographs;Street-railroads--Louisiana--New Orleans--Photographs;St. Charles Avenue (New Orleans, La.)--Photographs;Cable cars (Streetcars)--Photographs;	Daytime view of St. Charles Ave. streetcar '934' approaching stop '43'.	Image	Polyester color transparencies	35 mm	4944s226534c	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/241	241	242.jpg	Volume19\4944s226534c.tif	/LSU_DYP/image/242.jpg
Carletta's Graduation	Donn Young	unknown	New Orleans (La.)--Photographs;Commencement ceremonies--Photographs;African American youth--Photographs;	Carletta receiving diploma.	Image	Polyester black-and-white negatives	35mm	4944u000019a	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/242	242	243.jpg	Volume19\4944u000019a.tif	/LSU_DYP/image/243.jpg
Carnival Cruise Ship Inspiration and Fireboat	Donn Young	2004 April 06	New Orleans (La.)--Photographs;Cruise ships--Photographs;Carnival Cruise Lines--Photographs;Fireboats--Photographs;	A fireboat creating rainbows in front of Carnival Cruise Ship Inspiration.	Image	TIF	10.1 MB	4944U010001	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/243	243	244.jpg	Volume19\4944U010001.tif	/LSU_DYP/image/244.jpg
Saenger Theatre	Donn Young	c.1986	New Orleans (La.)--Photographs;Theatres--Louisiana--New Orleans--Photographs;Saenger Theater (New Orleans, La.)--Photographs;Theater architecture--Photographs;	View of Saenger Theatre, New Orleans, with sign featuring Mary Martin and Carol Channing, Legends! Apr 2 -13. Some damage	Image	Resin-coated paper prints	8.00" x 10.00"	4944u0119	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/244	244	245.jpg	Volume19\4944u0119.tif	/LSU_DYP/image/245.jpg
New Orleans Cityscape	Donn Young	unknown	New Orleans (La.)--Photographs;Cityscapes--Photographs;	View from First National Bank of Commerce Building.  Slight damage	Image	Resin-coated paper prints	8.00" x 10.00"	4944u0171	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )	Scanned with a Microtek ScanMaker 1000XL	Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-15	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/245	245	246.jpg	Volume19\4944u0171.tif	/LSU_DYP/image/246.jpg
12th Night Cast	Tracie Morris Schaefer	2002 November 29	New Orleans (La.)--Photographs; Actors--Photographs;	Group shot of 4 members of the Jefferson Theatre Performing Arts cast.	Image	TIF	7.51 MB	494437571a004	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights are retained by Tracie Morris Schaefer. Copyright of the original material is retained in accordance with U.S. copyright laws.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2008-07-22	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/246	246	247.jpg	Volume19\494437571a004.TIF	/LSU_DYP/image/247.jpg
Railroad Freight Cars outside New Orleans Wharf	Donn Young	2002 December 14	New Orleans (La.)--Photographs;Railroad freight cars--Louisiana--New Orleans--Photographs;Piers & wharves--Louisiana--New Orleans--Photographs;	Railroad freight cars outside New Orleans Whar.	Image	jpeg	1.64 MB	494437631a192	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-09	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/247	247	248.JPG		/LSU_DYP/image/248.JPG
Tuba player	Donn Young	2003 February 14	New Orleans (La.)--Photographs;Musicians--Photographs;	Member of Doctor Bone and the Hepcats playing the Tuba	Image	jpeg	1.73 MB	494437869a015	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/248	248	249.JPG		/LSU_DYP/image/249.JPG
Cello Base player	Donn Young	2003 February 14	New Orleans (La.)--Photographs;Musicians--Photographs;	Base player from Doctor Bone and the Hepcats	Image	jpeg	1.77 MB	494437869a086	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/249	249	250.JPG		/LSU_DYP/image/250.JPG
Clergy member	Donn Young	2003 February 22	New Orleans (La.)--Photographs;Clergy--Photographs;	Image of a member of the Clergy at the Franklin Chapel House of Prayer signified by the white collar he is wearing.	Image	jpeg	3.16 MB	494437893a024	Donn Young Photograph Collection		Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/250	250	251.JPG		/LSU_DYP/image/251.JPG
King of Wrecks	Donn Young	2003 February 28	New Orleans (La.)--Photographs;Mardi Gras--Photographs;Boats and boating--Photographs	Image of the King of the Krewe on his throne, in regalia, with two women attendants on the dock.	Image	jpeg	3.21 MB	494437905a156	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/251	251	252.JPG		/LSU_DYP/image/252.JPG
Marine Marching Band	Donn Young	2003 March 2	New Orleans (La.)--Photographs;Marching bands--Photographs;Marines--Photographs;Mardi Gras--Photographs;	Image of members of the Marine band marching in a Mardi Gras parade.	Image	jpeg	3.76 MB	494437908a089	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-09	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/252	252	253.JPG		/LSU_DYP/image/253.JPG
Visitors to the Lincoln Memorial	Donn Young	2003 March 22	Washington (D.C.)--Photographs; Lincoln Memorial (Washington, D.C.)--Photographs;	Visitors to the Lincoln memorial. View from the side of the Statue of Lincoln inside the Lincoln monument in Washington D.C.	Image	jpeg	2.63 MB	494437977a024	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2008-03-31	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/253	253	254.JPG		/LSU_DYP/image/254.JPG
Vietnam Veterans Memorial	Donn Young	2003 March 22	Washington (D.C.)--Photographs.<br><br> Vietnam Veterans Memorial (Washington, D.C.)--Photographs;	Close up image of the reflection of the Washington Monument in the Vietnam Veterans Memorial Wall in Washington D.C.	Image	jpeg	2.59 MB	494437977a028	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/254	254	255.JPG		/LSU_DYP/image/255.JPG
James Rivers	Donn Young	2003 December 17	Rivers, James, 1937---Photographs; New Orleans (La.)--Photographs; Jazz musicians--Photographs;	Image of saxophone player James Rivers with his instrument.	Image	jpeg	2.20 MB	494438952a010	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" on the navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/255	255	256.JPG		/LSU_DYP/image/256.JPG
Kelly and Liz Wedding Photograph	Donn Young	2004 July 10	New Orleans (La.)--Photographs; Weddings--Photographs; Brides--Photographs;	Bride sitting in a chair in her dress with special slippers on her feet.	Image	jpeg	3.04 MB	494439233b116	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/256	256	257.JPG		/LSU_DYP/image/257.JPG
760 Magazine Place	Donn Young	2002 November 17	New Orleans (La.)--Photographs; Architecture--Photographs; Magazine Street (New Orleans, La.	Exterior view of condominium building at 760 Magazine St.  Image salvaged from damaged disc using recovery software.	Image	TIF	16.9 MB	494437549a032	Donn Young Photograph Collection	IRP	Louisiana State University Libraries, Special Collections ( http://www.lib.lsu.edu/special )		Physical rights and copyright retained by the LSU Libraries.	Images of New Orleans: The Donn Young Photograph Collection, LOUISiana Digital Library, Baton Rouge, La.	E-mail lsudiglib@lsu.edu with questions or comments. See instructions for ordering reprints of this item here: http://www.lib.lsu.edu/special/services/duplication.html Mention the "Item number" or "Item URL" in your request.	See "reference url" in navigation bars	Homepage: http://www.louisianadigitallibrary.org/cdm4/index_LSU_DYP.php?CISOROOT=/LSU_DYP;   List of images: http://www.louisianadigitallibrary.org/cdm4/browse.php?CISOROOT=/LSU_DYP		2007-05-14	2007-05-14	http://cdm16313.contentdm.oclc.org:80/cdm/ref/collection/LSU_DYP/id/257	257	258.jpg	Volume19\494437549a032.TIF	/LSU_DYP/image/258.jpg
